Date,Open,High,Low,Close,Adj Close,Volume,RSI_14,bb_upper_ta,bb_middle_ta,bb_lower_ta,AROOND_25,AROONU_25,AROONOSC_25,MFI_14,SMA_5,SMA_10,SMA_20,SMA_60,SMA_120,SMA_240,STOCHk_20_10_3,STOCHd_20_10_3,STOCHk_14_3_3,STOCHd_14_3_3,ppo,ppo_signal,ppo_histogram,Stock,Sector
2019-01-02,40.91081619262695,41.27134704589844,40.45540618896485,41.034156799316406,32.436302185058594,26430315,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,PFE,Healthcare
2019-01-03,41.0246696472168,41.11954498291016,39.800758361816406,39.88614654541016,31.5288314819336,28503533,,,,,,,,,,,,,,,,,,,-0.22364135733337837,-0.04472827146667568,-0.17891308586670268,PFE,Healthcare
2019-01-04,40.265655517578125,41.129032135009766,40.09487533569336,40.79696273803711,32.24880599975586,27145348,,,,,,,,,,,,,,,,,,,-0.21893648263425247,-0.07956991370019104,-0.13936656893406144,PFE,Healthcare
2019-01-07,40.86337661743164,41.38520050048828,40.66413879394531,41.01517868041992,32.421295166015625,20995469,,,,,,,,,,,,,,,,,,,-0.17016140236746224,-0.09768821143364528,-0.07247319093381696,PFE,Healthcare
2019-01-08,41.32827377319336,41.46110153198242,40.93927764892578,41.20493316650391,32.5713005065918,19677231,,,,,,,,,40.7874755859375,,,,,,,,,,-0.09301750344630405,-0.09675406983617704,0.0037365663898729917,PFE,Healthcare
2019-01-09,41.2333984375,41.43263626098633,40.98671722412109,41.11954498291016,32.5037956237793,20107580,,,,,,,,,40.80455322265625,,,,,,,,,,-0.04819513117125931,-0.08704228210319351,0.0388471509319342,PFE,Healthcare
2019-01-10,41.00569152832031,41.01517868041992,39.87665939331055,40.14231491088867,31.7313289642334,39731162,,,,,,,,,40.85578689575196,,,,,,,,,,-0.2031088164360393,-0.11025558896976267,-0.09285322746627664,PFE,Healthcare
2019-01-11,40.16128921508789,40.68311309814453,39.99051284790039,40.68311309814453,32.158809661865234,21064506,,,,,,,,,40.833016967773446,,,,,,,,,,-0.2167535893514042,-0.13155518904609098,-0.08519840030531323,PFE,Healthcare
2019-01-14,40.37001800537109,40.445919036865234,40.00948715209961,40.1992416381836,31.77631568908692,17605173,,,,,,,,,40.669829559326175,,,,,,,,,,-0.31969564418915486,-0.16918328007470376,-0.1505123641144511,PFE,Healthcare
2019-01-15,40.417457580566406,41.0246696472168,40.25616836547852,40.54079818725586,32.04631423950195,25865371,,,,,,,,,40.53700256347656,40.66223907470703,,,,,,,,,-0.3299633560885384,-0.2013392952774707,-0.1286240608110677,PFE,Healthcare
2019-01-16,40.4079704284668,40.59772109985352,39.87665939331055,39.95256042480469,31.58132743835449,30169380,,,,,,,,,40.30360565185547,40.55407943725586,,,,,,,,,-0.44976982093609463,-0.2510254004091955,-0.1987444205268991,PFE,Healthcare
2019-01-17,39.800758361816406,40.47438430786133,39.68690872192383,40.29411697387695,31.85132598876953,24177284,,,,,,,,,40.33396606445312,40.59487648010254,,,,,,,,,-0.47164755966670774,-0.29514983226069796,-0.17649772740600977,PFE,Healthcare
2019-01-18,40.66413879394531,40.68311309814453,40.09487533569336,40.35104370117188,31.896316528320312,38618455,,,,,,,,,40.26755218505859,40.55028457641602,,,,,,,,,-0.47228466762329363,-0.3305767993332171,-0.14170786829007653,PFE,Healthcare
2019-01-22,40.23719024658203,40.50284576416016,39.78178405761719,40.10436248779297,31.701318740844727,29444122,42.414849890333684,,,,,,,,40.24857635498047,40.45920295715332,,,,,,,,,-0.5160616101648271,-0.3676737614995391,-0.14838784866528798,PFE,Healthcare
2019-01-23,39.83871078491211,40.0379524230957,39.4212532043457,40.0,31.618825912475582,24462813,41.70472139775405,,,,,,,48.50287759330864,40.1404167175293,40.338709640502934,,,,,,,,,-0.5652307566758022,-0.40718516053479176,-0.1580455961410105,PFE,Healthcare
2019-01-24,39.63946914672852,39.648956298828125,38.53889846801758,38.851993560791016,30.71137046813965,34394023,41.70474692007395,,,,,,,47.877848280839345,39.92030334472656,40.11195449829102,,,,,,,20.87187447918848,,-0.8250120867815597,-0.49075054578414534,-0.33426154099741434,PFE,Healthcare
2019-01-25,38.99430847167969,39.13662338256836,38.43453598022461,38.55787658691406,30.478870391845703,35862455,30.06761139240082,,,,,,,39.79369079064981,39.573055267333984,39.95351066589356,,,,,,,14.387222570443251,,-1.0794773697594084,-0.608495910579198,-0.4709814591802104,PFE,Healthcare
2019-01-28,38.425048828125,38.45351028442383,37.457305908203125,37.50474548339844,29.64640617370605,39329694,22.794165036218757,,,,,,,32.84001604443257,39.0037956237793,39.63567390441895,,,,,,,5.324827454362851,13.52797483466486,-1.4802527192920245,-0.7828472723217634,-0.6974054469702611,PFE,Healthcare
2019-01-29,37.47628021240234,38.75711441040039,37.44781875610352,38.68121337890625,30.57636451721192,51376808,33.035713369922945,,,,,,,37.37715760693599,38.71916580200195,39.48387107849121,,,,,,,12.070826806668995,10.594292277158365,-1.5431657246164177,-0.9349109627806943,-0.6082547618357234,PFE,Healthcare
