Date,rate_GS_5D,rate_VOO_20D
2015-01,-8.26758581542969,-1.5188014984130582
2015-02,3.032142445882169,3.8071259180705086
2015-03,0.8806887416839659,0.9869770946502764
2015-04,4.621899513244654,1.7466309036255012
2015-05,9.082834595998149,2.445571933746349
2015-06,8.941095130920406,0.0478017240251871
2015-07,5.777102456092842,2.036097114563007
2015-08,-2.98976745520696,-4.434944797092011
2015-09,-10.002809268951406,-6.094716705322245
2015-10,-2.15068634033202,2.297214600302966
2015-11,-0.4662120933532576,2.39887354087831
2015-12,-5.719220711341267,0.3434792333749659
2016-01,-14.997467129298611,-4.526552506038106
2016-02,-19.981666000366204,-4.447770940653473
2016-03,-14.95315028858184,2.1719435677528542
2016-04,-10.329002800436571,2.3246559152042323
2016-05,-12.013032354142927,3.915358963012694
2016-06,-17.452492904663075,4.007243023521045
2016-07,-10.87389384536742,7.591789726257336
2016-08,-3.977716666811981,7.342793837047767
2016-09,-8.440975162159303,7.017390181801542
2016-10,1.553264704165258,4.798150878242824
2016-11,25.21442604287465,8.494429098765078
2016-12,35.44818661102293,10.3903137286377
2017-01,28.366696751521197,11.902484239724975
2017-02,38.01851179673936,15.760202261182998
2017-03,26.504517715726596,15.283812275205344
2017-04,22.351414957769972,15.934848747516517
2017-05,15.16413761876425,16.99472451934816
2017-06,20.35432253043883,17.136456876201024
2017-07,21.463480723857884,18.97369230294228
2017-08,20.33500017085221,18.72023188643024
2017-09,26.87726675908706,20.55443911069983
2017-10,28.860634370858328,22.7243253666469
2017-11,31.15788604503207,25.80145010121664
2017-12,34.02572953775766,26.69476966486752
2018-01,39.95655424680209,32.97910594277633
2018-02,36.69905158585769,27.21648691441465
2018-03,30.118437870788583,23.439743506622325
2018-04,22.483754181652536,23.33121647383529
2018-05,16.01156611796788,25.71673708997455
2018-06,12.891934882230547,26.03140457188806
2018-07,21.159053621638925,29.885703055988657
2018-08,21.284073030598982,33.36298697340225
2018-09,13.923512673087735,33.39187113985809
2018-10,14.179201348000392,23.63489034936785
2018-11,-3.2562913112640257,25.430824150403343
2018-12,-15.196176769334436,13.86061675433723
2019-01,0.7949201786804361,22.54735527679445
2019-02,0.5218202976900121,26.04937003730325
2019-03,-1.9137816612536995,27.93758288985036
2019-04,5.168756443383571,32.51379599632409
2019-05,-6.456623708513032,23.55287349333588
2019-06,4.977656200478298,31.70745745350232
2019-07,12.801411779676176,33.02753309685844
2019-08,5.00565060478344,30.28605002419993
2019-09,6.653045828720616,32.3178230085702
2019-10,9.72927622908253,34.65146105594958
2019-11,14.25116551017762,38.900578861999534
2019-12,18.445158735181487,42.37573604746334
2020-01,22.117072391510018,41.62131634004656
2020-02,3.461564572652187,29.54272436305456
2020-03,-20.400005361556996,12.971093115568166
2020-04,-5.113496252324024,27.260388692180943
2020-05,2.396147196567422,32.88547718637642
2020-06,2.9127211776277973,34.81827616916486
2020-07,3.03946758775151,42.17250599008451
2020-08,7.212375126714288,51.402009741409984
2020-09,5.058465943254742,44.99920009100779
2020-10,-1.2269262890882815,40.68796793988725
2020-11,20.4526751482222,55.4106782172521
2020-12,38.1531226475337,60.41114493978841
2021-01,41.51515220631781,57.97926383198919
2021-02,66.0277561782837,61.51730394989015
2021-03,69.65507381268552,68.00671283350495
2021-04,79.78707120196853,75.92919483878397
2021-05,91.48261759215136,76.11246831796107
2021-06,94.129870461476,79.09258778506896
2021-07,90.60248901529312,82.44035427389147
2021-08,109.9723412128025,86.7709449979994
2021-09,90.73512176932356,77.0618675753896
2021-10,107.33915230247771,88.49487147365711
2021-11,89.94655468958901,86.06099187187924
2021-12,90.66181138224884,93.48972773410576
2022-01,75.76439851778606,82.32639439720333
2022-02,68.26371171280434,75.96182306565909
2022-03,62.987902321295294,81.72840040336958
2022-04,50.17663993552564,64.93004410964454
2022-05,61.02606045811972,64.61973346566097
2022-06,45.75572989805452,50.39305816658776
2022-07,63.009887207114176,63.58332363700867
2022-08,63.20248437032394,56.17968361598192
2022-09,43.2007468389146,41.27468684979705
2022-10,67.75069787316576,52.226231455511815
2022-11,88.42247577961287,60.02454756140712
2022-12,66.75138328324151,50.26395081014732
2023-01,76.89823291116834,59.16941063355425
2023-02,69.30129359135483,54.60518405359443
2023-03,57.97181109336853,59.76583582786561
2023-04,65.24617976099904,61.69377792940048
2023-05,56.43375458234898,61.85999736838248
2023-06,55.248714996560125,71.72745196955412
2023-07,70.65828599761083,76.66096742167841
2023-08,57.84870095512756,73.06741041615805
2023-09,55.310955056892254,64.21149361901914
2023-10,45.2584147850108,60.056258931311504
2023-11,64.23396893374127,74.10482330513003
2023-12,84.79161510747508,81.34791550823527
2024-01,83.16954415179167,83.50703905743686
2024-02,86.11596437395801,92.24760003064132
2024-03,98.98010848624368,97.68818168592452
2024-04,102.37991483955048,88.93484645802997
2024-05,116.85144371922812,97.6002404180828
2024-06,113.849662241065,103.75723223458996
2024-07,139.50473053327102,105.20664591144696
2024-08,140.30587317918304,109.20046109693476
2024-09,132.06201942579625,112.81713101926904
2024-10,141.52431095649013,109.86680013659824
2024-11,182.4350571027756,121.2414093440374
2024-12,165.64600088305514,115.0932289878278
2025-01,195.51904591125736,119.90914688842022
2025-02,187.0456614690641,116.16985545814332
