Date,rate_TDOC_5D,rate_VOO_20D
2015-06,0.0,0.0
2015-07,17.562231884956358,1.227831527709955
2015-08,-8.726076621294022,-5.127056327819835
2015-09,-17.30319760150909,-5.890541139221184
2015-10,-24.88397013934453,2.94382410558065
2015-11,-14.993481195041111,2.7210051236833843
2015-12,-26.74317004096507,0.4355868120193396
2016-01,-31.1263403263092,-4.396648960537375
2016-02,-38.58828111891746,-4.199688182830796
2016-03,-54.92201361582495,2.4706336232965587
2016-04,-37.6808477115631,2.5263751239776644
2016-05,-38.79391531386741,4.011360356844396
2016-06,-10.56790954225404,4.0073176721845405
2016-07,-1.9410135897636291,7.482761766052248
2016-08,0.3071780638396859,7.118511066913613
2016-09,2.907962200922132,6.701467624888702
2016-10,-8.702323952913282,4.414963817596429
2016-11,3.488063668577301,8.084818532843352
2016-12,-7.071797702193249,9.894248033523567
2017-01,13.008049807434997,11.308357773190458
2017-02,23.990072621367208,15.045992005434904
2017-03,39.279251681390015,14.46234554323944
2017-04,36.562820328652855,15.025524164199844
2017-05,66.60743356225969,16.000032613525406
2017-06,85.94384205445877,16.061443872598513
2017-07,72.78400198698046,17.815573752509216
2017-08,74.08320727356843,17.49383523886545
2017-09,69.38869206443327,19.249654201112957
2017-10,66.45436088194847,21.33348130111694
2017-11,84.69233899191889,24.296630803508144
2017-12,71.10649069781603,25.10681806397437
2018-01,81.17468132760311,31.24679533594305
2018-02,91.70467114971667,25.470210299996765
2018-03,90.1287940879413,21.69893582218716
2018-04,100.3188171955347,21.57004738235475
2018-05,133.91017909932782,23.88613142023861
2018-06,162.7228588837699,24.152774238184893
2018-07,166.4909897752053,27.915090138948884
2018-08,239.76236508117915,31.297483909034728
2018-09,271.73412981141485,31.27597197090708
2018-10,193.37782295941173,21.61223288853964
2018-11,160.16585387018117,23.351105338695444
2018-12,103.579988378709,11.938074009115065
2019-01,160.72707079197568,20.496044810316302
2019-02,157.89785335774008,23.930887656502108
2019-03,119.80522210763364,25.766569942717865
2019-04,122.37577606277664,30.228335836728416
2019-05,124.61983364164588,21.38944655204307
2019-06,153.97547883408546,29.40347549392701
2019-07,157.8225673404862,30.67920737547032
2019-08,116.04071937136466,27.96406381944509
2019-09,150.24187182834012,29.947362698105135
2019-10,179.92021328319447,32.226483945634634
2019-11,202.3799646053748,36.38180592831701
2019-12,198.79985854469876,39.759058370998936
2020-01,258.7514752282343,38.98319851269638
2020-02,335.2507610213921,27.09326095962525
2020-03,432.8569703708665,10.852421155250692
2020-04,458.0355671959639,24.85174453964234
2020-05,482.1410162786968,30.360519461960106
2020-06,529.7080273322521,32.24259783812493
2020-07,673.481703435088,39.44994292026096
2020-08,592.5733230822757,48.47060832190513
2020-09,594.6428601203993,42.15111859013485
2020-10,514.3875716830818,37.90155634122907
2020-11,513.8816751101551,52.30055272435432
2020-12,509.9732465387863,57.17423122450885
2021-01,695.0132319290119,54.76162788855512
2021-02,557.9567125776632,58.20573546360561
2021-03,434.4366784252718,64.54071045588105
2021-04,401.0612927737302,72.25913984362285
2021-05,333.0395007196256,72.39917304532824
2021-06,373.2069145210433,75.28311315773631
2021-07,318.0237936529096,78.52723414815269
2021-08,302.5865601591374,82.72030265988803
2021-09,250.03976060085176,73.16964672574133
2021-10,309.1231854445201,84.30951523061898
2021-11,174.29401413104503,81.88675781307946
2021-12,146.8639981035769,89.10106378879547
2022-01,104.68814535838588,78.13365293243784
2022-02,101.23247234228762,71.89743382691174
2022-03,90.07513092652862,77.52230847737877
2022-04,-11.521135741636856,61.1096446865627
2022-05,-10.638058321419884,60.79064660554776
2022-06,-12.779284823523009,46.86710163755195
2022-07,-3.1236054873795327,59.76153733194287
2022-08,-18.31759534932808,52.52888695092635
2022-09,-33.159269384421656,37.98365276945308
2022-10,-21.45047420627276,48.664132098049606
2022-11,-24.195565217159587,56.26577230013332
2022-12,-36.91427808372352,46.737442571391256
2023-01,-21.0264154309047,55.42094613352128
2023-02,-28.68581315908532,50.94653252199864
2023-03,-29.9596119342854,55.99801641235352
2023-04,-27.93027551124989,57.87465143203736
2023-05,-36.88121157540488,58.02978175731541
2023-06,-30.591550342876072,67.6687006692692
2023-07,-18.050273982659725,72.46681901411579
2023-08,-37.4879791754198,68.95019843292236
2023-09,-48.3752318303467,60.28380272168455
2023-10,-53.641390271069945,56.22831307115743
2023-11,-48.59904606900167,69.92011964297988
2023-12,-38.43742783671617,76.9708888351734
2024-01,-44.18178669226963,79.07054155447825
2024-02,-56.37116715931892,87.58416134154123
2024-03,-55.78545865403379,92.8704460529078
2024-04,-62.2209877135621,84.32186340586345
2024-05,-66.19861409464669,92.75292852727208
2024-06,-70.05717773209483,98.73588310546876
2024-07,-70.48158532722574,100.12966667546452
2024-08,-77.01384171187026,104.00328323936463
2024-09,-69.73591448666984,107.50871889151514
2024-10,-69.7029526912915,104.61545455129522
2024-11,-58.89819241573085,115.6765207646909
2024-12,-68.40400116980896,109.66645633723822
2025-01,-64.07931030013825,114.34870388872196
2025-02,-54.953581679045136,113.9518115870589
