Date,rate_VST_5D,rate_VOO_20D
2016-10,-5.451610181808464,-1.5151221233865586
2016-11,-11.285983001708978,2.181117206034465
2016-12,18.39835249435904,4.077040161928935
2017-01,20.051781847095505,5.58915473084467
2017-02,16.12506240129472,9.446881362693894
2017-03,14.61214935071129,8.970510823528222
2017-04,3.35282367557288,9.62151829918858
2017-05,1.664610913117737,10.681412024721904
2017-06,15.202581537914297,10.82318947956573
2017-07,11.223608427654618,12.660389228758609
2017-08,18.667012564897554,12.406918870646956
2017-09,23.68230015897752,14.241188771943005
2017-10,26.76512755513192,16.411020771277766
2017-11,21.55600033171972,19.48811906220257
2017-12,16.54588904199006,20.381483017433965
2018-01,22.94986223091801,26.66576630332651
2018-02,18.17819665749869,20.903165197298023
2018-03,28.771080877906407,17.12640429099539
2018-04,39.77768184471131,17.017921167788284
2018-05,47.99466805621557,19.40344141892618
2018-06,40.65585504804958,19.718074951187315
2018-07,32.58861086335389,23.572364816386717
2018-08,36.64182282551132,27.049699156985078
2018-09,42.90696662010194,27.0785669426296
2018-10,28.415134847934453,17.321603355132464
2018-11,32.048398234967856,19.11753707847734
2018-12,27.55329861559188,7.5473131041099455
2019-01,38.94246679950584,16.234043493532923
2019-02,42.72826142387392,19.736091579290925
2019-03,41.89873559213455,21.62427936962217
2019-04,47.16027875649929,26.20048381908064
2019-05,25.992952293222626,17.239569426986545
2019-06,20.92531339496726,25.39416955382459
2019-07,14.030894808823737,26.71424503722104
2019-08,32.0923271013631,23.97276202544467
2019-09,41.227944465070166,26.004486712969044
2019-10,41.725143283442456,28.33817327673398
2019-11,38.02870857830536,32.58730736265323
2019-12,19.408031584668173,36.06241685567953
2020-01,16.507419739164963,35.30801331069327
2020-02,-0.858525860264181,23.22942879318648
2020-03,-17.074658949896325,6.657797717747505
2020-04,2.097576655008604,20.9470620270694
2020-05,6.761623421446505,26.572173884199568
2020-06,-2.282166247689199,28.504911659740767
2020-07,-2.091488367760419,35.85914171237897
2020-08,0.9219305389026822,45.08873817178478
2020-09,-0.2851604046821498,38.68588282212442
2020-10,-8.066042377252568,34.37469639142628
2020-11,-1.0173340568635836,49.09737622397879
2020-12,4.95632720278778,54.09785827733052
2021-01,6.554025545992959,51.665962062064686
2021-02,-8.101131883647694,55.20407695351422
2021-03,-4.919063413047775,61.6934111541076
2021-04,-9.20331176514284,69.61587835994915
2021-05,-12.817133833726237,69.79916684241067
2021-06,1.0469872754113707,72.77922788277576
2021-07,4.257245587324698,76.12705276196938
2021-08,3.866514125879617,80.45765816334402
2021-09,-6.247057374070897,70.74856625328589
2021-10,7.53743269542726,82.18157035388818
2021-11,8.966422132529939,79.74767645232477
2021-12,25.484632534064367,87.17642649956822
2022-01,19.814594232948025,76.01310719522643
2022-02,25.052479167511965,69.64853557661021
2022-03,28.05181325716759,75.41508499559772
2022-04,37.33356241110495,58.61675613489791
2022-05,44.18493313042322,58.30641813171314
2022-06,25.399817972053818,44.07975668542008
2022-07,41.41511126431614,57.27002224009972
2022-08,34.86663380624853,49.86636858452454
2022-09,14.840436761013454,34.96139889295933
2022-10,25.352866251256035,45.91292991332308
2022-11,32.415673819052394,53.71124610060194
2022-12,26.86053082248414,43.95064914447915
2023-01,25.795230759812647,52.85612234534645
2023-02,19.629991480735637,48.29189567913717
2023-03,31.34025942658172,53.45250748195152
2023-04,30.19410850977302,55.380476122543705
2023-05,30.43639450859141,55.54668238606497
2023-06,43.56109465139089,65.41415023021128
2023-07,52.89889342952063,70.34765252455581
2023-08,70.50340566010134,66.75410865412805
2023-09,80.26633895642337,57.898191845966615
2023-10,76.86392271937328,53.742982987560055
2023-11,90.39626970761948,67.7915214254499
2023-12,107.13073395956108,75.03461367519091
2024-01,119.35338707325434,77.19373715865243
2024-02,189.72997926635213,85.93429803967057
2024-03,268.58626800976737,91.37486707108954
2024-04,298.12417323116114,82.62155711684717
2024-05,415.8964842902101,91.28693845619708
2024-06,345.0579452174522,97.44393026428224
2024-07,306.70499572998347,98.89334393286242
2024-08,335.176367039755,102.88715911021492
2024-09,500.6515661349691,106.50382902455172
2024-10,527.7560268933773,103.55349813401789
2024-11,696.1951527456371,114.92810733372508
2024-12,581.9002110398054,108.7799269699113
2025-01,723.9255257570578,113.59584486302424
2025-02,549.755185611421,109.85655342538944
2025-03,468.9858574674245,93.47195504482264
