Date,rate_MA_5D,rate_VOO_20D
2015-01,-1.758194017410264,-1.518865768432609
2015-02,7.92343939336142,3.8070967330932737
2015-03,1.0246054849624595,0.9869647312164442
2015-04,5.2169896430969365,1.7466341354370083
2015-05,6.416142726262408,2.445568261464448
2015-06,6.766309946332672,0.0477798167637377
2015-07,10.299144220829026,2.036018041610732
2015-08,3.5011371269226155,-4.434952682495108
2015-09,0.97017938041688,-6.094749427795398
2015-10,10.857301973863098,2.297204981023615
2015-11,8.702076357205723,2.398863956451436
2015-12,7.377582637199986,0.3434915243295755
2016-01,-1.9152356308528296,-4.526556339808863
2016-02,-4.110108626556386,-4.447784081013984
2016-03,4.238526215314864,2.171949174880994
2016-04,6.824907883363629,2.3246752135333004
2016-05,5.1886665655771935,3.915378206464992
2016-06,-3.6799112307899775,4.007233547411482
2016-07,4.49802780609132,7.591780266189585
2016-08,5.7865104083106855,7.342839679173085
2016-09,11.05542418254506,7.017387602719394
2016-10,16.457855146988585,4.798167252582064
2016-11,10.625389121691398,8.494435760815943
2016-12,11.387427481384282,10.390329889831552
2017-01,14.385192353468687,11.902454299339894
2017-02,18.293845511825,15.760171049329983
2017-03,19.699217548234135,15.283800436837346
2017-04,23.32195370628096,15.93482784639557
2017-05,29.43336996917727,16.994712705993663
2017-06,26.96342383846162,17.13648162201913
2017-07,32.955568655610094,18.97369029021263
2017-08,37.576175065127295,18.72022115048497
2017-09,44.52471339394064,20.55446527122051
2017-10,51.13113015202116,22.72431656079974
2017-11,51.40443484454686,25.801432640075703
2017-12,50.90285528894374,26.69478781292891
2018-01,67.19316355373985,32.979097834938464
2018-02,72.00189458641641,27.216479172535447
2018-03,69.64209622421265,23.439726686668404
2018-04,71.20152450635958,23.331226417169336
2018-05,80.71844731140136,25.716763833727164
2018-06,84.7789588993871,26.03139748205141
2018-07,84.4338969494213,29.885687597101395
2018-08,98.68743365478518,33.36300494995119
2018-09,102.937833600915,33.39184726350206
2018-10,78.4623574819362,23.634908765265283
2018-11,79.83402575159073,25.43083420419694
2018-12,67.11833810673929,13.860626727512916
2019-01,85.78636113418581,22.5473733505249
2019-02,95.94355314725988,26.049396373973188
2019-03,103.28294889435404,27.937600914588344
2019-04,117.65168277567736,32.51381356408463
2019-05,113.1750939445496,23.55288279554579
2019-06,122.10547361796986,31.70748295510036
2019-07,126.60093253285548,33.0275096953256
2019-08,131.85150156188428,30.286075488709585
2019-09,121.59726019721197,32.31780780660696
2019-10,124.0318438597857,34.65152613132283
2019-11,134.29363162345885,38.90058019104004
2019-12,137.17134396224728,42.37575301273535
2020-01,148.90102630578315,41.62133347615888
2020-02,126.46821069469148,29.542756531488344
2020-03,86.80017844092846,12.971086062192928
2020-04,111.49928046816316,27.260350125239466
2020-05,129.61063532361118,32.88549328000619
2020-06,123.7448341149857,34.818261140624095
2020-07,131.83701386451722,42.17244473300261
2020-08,166.88651018767428,51.401995016678526
2020-09,149.7199364897592,44.9992008796692
2020-10,111.57250063775292,40.6879994082384
2020-11,144.80099447727204,55.410648721165146
2020-12,157.52713651881805,60.41114590610872
2021-01,126.63405252126742,57.97924989824039
2021-02,151.59725101104735,61.51732006907147
2021-03,151.11121901210987,68.00669914657192
2021-04,167.62436382254072,75.92916654700738
2021-05,150.57400915048063,76.11246981214867
2021-06,151.77054326204714,79.0925746582611
2021-07,164.4144359908104,82.44037014970782
2021-08,135.4218329444226,86.77096113162573
2021-09,134.73099608937704,77.06188366150278
2021-10,125.21873618482108,88.49487339516145
2021-11,110.01413719041008,86.06096528707235
2021-12,138.1665844196095,93.4897294299855
2022-01,154.65830682665805,82.32635391652308
2022-02,136.15376722006962,75.96183871854588
2022-03,132.42068918011404,81.72837429852919
2022-04,135.1046068542995,64.9300734006903
2022-05,130.07069305292765,64.619721436988
2022-06,101.5576517690302,50.39305991916867
2022-07,125.11515654149264,63.5833392371302
2022-08,105.168805404417,56.17965829262685
2022-09,78.86982030657505,41.27471578549324
2022-10,105.76139842408834,52.22624675525866
2022-11,122.21727035403252,60.02453593579931
2022-12,115.56708736120798,50.26393921000687
2023-01,128.8491032505425,59.16941254261563
2023-02,118.1501357951309,54.605199260133695
2023-03,121.92042034751891,59.76579787330629
2023-04,131.1443098663481,61.693793016112686
2023-05,120.77812069156124,61.85999920257868
2023-06,136.57786946557798,71.72744066042114
2023-07,136.1837224434339,76.6609691616205
2023-08,145.79845713261196,73.0673991771153
2023-09,134.50471112801895,64.21149544186864
2023-10,122.05745181609538,60.0562736571838
2023-11,142.89925021326985,74.10481220902338
2023-12,148.97495765469054,81.34793010389696
2024-01,161.22338163042937,83.50704081400092
2024-02,174.4970202535681,92.24761441789234
2024-03,176.84323576498034,97.68817065872466
2024-04,158.29247874146856,88.93486069866621
2024-05,154.56767622114484,97.60024203230206
2024-06,149.88129140804128,103.75723383477252
2024-07,161.67622883231064,105.20664749783488
2024-08,171.30156000584006,109.20046266976384
2024-09,175.68197391981997,112.81713257876898
2024-10,177.77763862898374,109.86680168299316
2024-11,194.70433496748603,121.24141087754565
2024-12,189.59244147831944,115.09323050866244
2025-01,204.26730431572332,119.90914839678908
2025-02,207.7030419028057,112.86661911364304
