Date,price,Open,High,Low,Close,Volume,account_balance,deposit,cash,portfolio_value,shares,rate,invested_amount,signal,rsi_ta,sma05_ta,sma20_ta,sma60_ta,sma120_ta,sma240_ta,Recent_high,ppo_histogram,stock_ticker,rate_vs,shares_vs,Close_vs
2015-01-02,0.07699999958276749,0.07100000232458115,0.07699999958276749,0.07100000232458115,0.07699999958276749,35950,2000.0,0,2000.0,0.0,0.0,0.0,2000,Monthly invest,0.0,0.0,0.0,0.0,0.0,0.0,0.07699999958276749,0.0,ANDR,0.0,0.0,157.63282775878906
2015-01-05,0.0729999989271164,0.0729999989271164,0.0729999989271164,0.0729999989271164,0.0729999989271164,3000,1990.0501001462342,0,0.0701293930412703,1989.979970753193,27260.0,-0.49749499268829656,2000,Buy all cash ,0.0,0.0,0.0,0.0,0.0,0.0,0.07699999958276749,-0.3328,ANDR,-0.4645900268554714,12.0,154.86334228515625
2015-01-06,0.0729999989271164,0.0729999989271164,0.0729999989271164,0.0729999989271164,0.0729999989271164,6000,1990.0501001462342,0,0.0701293930412703,1989.979970753193,27260.0,-0.49749499268829656,2000,,0.0,0.0,0.0,0.0,0.0,0.0,0.07699999958276749,-0.5253,ANDR,-1.3782039184570327,12.0,153.3406524658203
2015-01-07,0.07100000232458115,0.07400000095367432,0.07400000095367432,0.07100000232458115,0.07100000232458115,5750,1935.5301927611233,0,0.0701293930412703,1935.460063368082,27260.0,-3.223490361943837,2000,,0.0,0.0,0.0,0.0,0.0,0.0,0.07699999958276749,-0.7876,ANDR,-0.228594543457028,12.0,155.2566680908203
2015-01-08,0.07900000363588333,0.07400000095367432,0.07900000363588333,0.07400000095367432,0.07900000363588333,15800,2153.610228507221,0,0.0701293930412703,2153.5400991141796,27260.0,7.6805114253610585,2000,,0.0,0.0746,0.0,0.0,0.0,0.0,0.07900000363588333,-0.2313,ANDR,1.4079472045898545,12.0,157.98423767089844
2015-01-09,0.07400000095367432,0.0783500000834465,0.0783500000834465,0.07249999791383743,0.07400000095367432,14080,2017.3101553902031,0,0.0701293930412703,2017.2400259971619,27260.0,0.8655077695101543,2000,,0.0,0.074,0.0,0.0,0.0,0.0,0.07900000363588333,-0.2884,ANDR,0.6097446899414161,12.0,156.65390014648438
2015-01-12,0.06949999928474426,0.06949999928474426,0.06949999928474426,0.06949999928474426,0.06949999928474426,30000,1894.6397623951734,0,0.0002818937601023336,1894.6394805014133,27261.0,-5.26801188024133,2000,Buy all cash ,0.0,0.0733,0.0,0.0,0.0,0.0,0.07900000363588333,-0.6878,ANDR,-0.0880336303710871,12.0,155.49093627929688
2015-01-13,0.06949999928474426,0.06965000182390213,0.06965000182390213,0.06949999928474426,0.06949999928474426,15000,1894.6397623951734,0,0.0002818937601023336,1894.6394805014133,27261.0,-5.26801188024133,2000,,0.0,0.0726,0.0,0.0,0.0,0.0,0.07900000363588333,-0.901,ANDR,-0.334063293457032,12.0,155.0808868408203
2015-01-14,0.07500000298023224,0.0714000016450882,0.07500000298023224,0.07000000029802322,0.07500000298023224,34183,2044.5753631378711,0,0.0002818937601023336,2044.575081244111,27261.0,2.228768156893546,2000,,0.0,0.0734,0.0,0.0,0.0,0.0,0.07900000363588333,-0.5066,ANDR,-0.8812556762695323,12.0,154.1688995361328
2015-01-15,0.07400000095367432,0.07500000298023224,0.07999999821186066,0.07400000095367432,0.07400000095367432,78800,2017.3143078918756,0,0.0002818937601023336,2017.3140259981155,27261.0,0.8657153945937912,2000,,0.0,0.0724,0.0,0.0,0.0,0.0,0.07900000363588333,-0.3093,ANDR,-1.7447169799804652,12.0,152.72979736328125
