Date,rate_PYPL_5D,rate_VOO_20D
2015-07,4.877419544219985,1.7795753479003862
2015-08,-7.230846165974924,-4.691465520328941
2015-09,-15.380079963207226,-6.351279295539847
2015-10,1.2415416191101205,2.0407262008840243
2015-11,-1.5771109984715648,2.1423686590194677
2015-12,1.2324288670676031,0.0869970329724801
2016-01,1.3730123150348827,-4.7830609363828325
2016-02,6.460612433751445,-4.704249107297264
2016-03,6.757586010932948,1.9154554429054336
2016-04,7.503764325055218,2.0681694250106912
2016-05,3.0830972609519947,3.658889676729848
2016-06,-0.7720735111236499,3.7507251284248033
2016-07,1.2603176091057875,7.335272109413138
2016-08,0.9311420748392862,7.08630232615699
2016-09,11.257619501829152,6.760887867407361
2016-10,12.484439803740566,4.541656744956991
2016-11,5.408072636286421,8.23791576576234
2016-12,5.729904107445183,10.13383803157808
2017-01,6.146896298313154,11.645962002607504
2017-02,11.785600599016476,15.503679027875265
2017-03,13.878203567504888,15.02732736410415
2017-04,25.65553383595012,15.678335843152016
2017-05,36.29291563042008,16.738211683464055
2017-06,38.51559578521731,16.879998493348403
2017-07,49.53614227360947,18.71718936991693
2017-08,55.52003889924511,18.463719695784818
2017-09,59.373616644246255,20.297954563309187
2017-10,78.2428874717581,22.46779625432151
2017-11,83.29771660289767,25.54492997328441
2017-12,75.5829678502852,26.43830278187831
2018-01,100.69205694442988,32.7225867486753
2018-02,84.19750070693277,26.95996781689083
2018-03,73.63515581349766,23.183241244506835
2018-04,68.70207520724708,23.074714936395967
2018-05,83.43361937856677,25.460252367973336
2018-06,83.77336616861501,25.77487737143318
2018-07,79.07377453588185,29.62915846972032
2018-08,98.9404840464959,33.10646765058308
2018-09,86.88133819241524,33.135369686168175
2018-10,77.08442735164923,23.378405707846305
2018-11,78.58378229727063,25.17431403891246
2018-12,73.14948493154661,13.60413185273386
2019-01,80.95047426756948,22.29084541164399
2019-02,97.8955242462582,25.79287693870768
2019-03,107.25565825093312,27.68108164515863
2019-04,122.5437729101384,32.25728593047162
2019-05,114.12569595324996,23.29637931940291
2019-06,120.94817310765328,31.45096322605829
2019-07,110.76212160930636,32.77104712949482
2019-08,106.02436521608692,30.02953195269067
2019-09,93.80999233036778,32.06132081916415
2019-10,92.99526714191796,34.39502288477301
2019-11,98.4299373500612,38.6440771493912
2019-12,96.95225959143208,42.11923431013454
2020-01,105.48703614592556,41.36481472719871
2020-02,93.05424257248328,29.28625391946522
2020-03,69.69191937463037,12.71459126079082
2020-04,116.53597705243,27.003870828115016
2020-05,170.42162718362812,32.62900610660786
2020-06,200.80260494379135,34.5617278629844
2020-07,234.7998154039383,41.915942504714536
2020-08,244.6735878822387,51.1454933074039
2020-09,228.94016640266776,44.74269888591768
2020-10,207.41775312062776,40.431466576818025
2020-11,249.97258341375988,55.15416165436639
2020-12,278.6731843961744,60.15465849135673
2021-01,274.7574791235924,57.72274700925158
2021-02,311.10759143804466,61.26083210892996
2021-03,279.96812114810945,67.75022584227511
2021-04,306.09788370640183,75.67269285299871
2021-05,298.3795613020526,75.85595184123213
2021-06,341.9540128621924,78.83605679679823
2021-07,313.4135890318123,82.18386712083816
2021-08,328.7324086585236,86.51447268157534
2021-09,282.59545772800954,76.80536644937933
2021-10,238.6850393990604,88.23837043326736
2021-11,166.82768994969592,85.8044907325109
2021-12,170.03421680274192,93.23319827866274
2022-01,144.2341480805159,82.0698930667833
2022-02,57.811681507510905,75.70533570950607
2022-03,62.38191519455793,81.47185738078032
2022-04,22.891216108597924,64.67354268105112
2022-05,18.788111675648462,64.36324581788384
2022-06,-2.791633286038553,50.136556698610505
2022-07,20.439775065688217,63.32682214998162
2022-08,29.768086051612077,55.92319572837379
2022-09,19.23423545991292,41.01818513011933
2022-10,15.55778081523167,51.96974334099421
2022-11,8.251045127042156,59.76803252355258
2022-12,-1.7628316879901185,50.00744923376303
2023-01,12.358316520960445,58.91290913428094
2023-02,1.3424057104664655,54.34870917045711
2023-03,4.540590454608839,59.50932101902007
2023-04,4.579082111780286,61.43728961335552
2023-05,-14.725397850215415,61.603482757437455
2023-06,-8.067776963558382,71.47093746963984
2023-07,4.5120453775172376,76.40446597055288
2023-08,-13.87299443464568,72.81090900660016
2023-09,-19.339881208782185,63.95499213450811
2023-10,-28.360315479996174,59.799770264643406
2023-11,-20.018943825890023,73.84830881807538
2023-12,-14.5778017569977,81.09141389152983
2024-01,-14.5266678711084,83.25053742615093
2024-02,-15.810800392514167,91.99109830214528
2024-03,-6.378053786943527,97.43167994410652
2024-04,-4.995265253512649,88.67835731525759
2024-05,-11.826313922811435,97.34373865032197
2024-06,-18.677926809258405,103.5007304541961
2024-07,-7.631012833005723,104.95014411863792
2024-08,1.7796306585879051,108.94395929192272
2024-09,9.62961395990849,112.56062920226078
2024-10,11.328883919825603,109.61029830779547
2024-11,21.726129273314232,120.98490750363666
2024-12,23.45336749577731,120.42515688808696
