Date,rate_QQQ_5D,rate_VOO_20D
2015-01,-0.8134884853363,-1.518865768432609
2015-02,6.009849674224865,3.8070967330932737
2015-03,1.7284838476181008,0.9869647312164442
2015-04,3.3079900199890044,1.7466341354370083
2015-05,4.735009593327844,2.445568261464448
2015-06,1.3644068630763506,0.0477798167637377
2015-07,5.62602682542801,2.036018041610732
2015-08,-2.121378026326504,-4.434952682495108
2015-09,-3.7894908584594655,-6.094749427795398
2015-10,7.35360241074996,2.297204981023615
2015-11,7.245311182022096,2.398863956451436
2015-12,4.882602852747997,0.3434915243295755
2016-01,-2.5712265099116616,-4.526556339808863
2016-02,-3.9735233970642048,-4.447784081013984
2016-03,2.6177520773410734,2.171949174880994
2016-04,-0.8647878680509646,2.3246752135333004
2016-05,3.4109203709496327,3.915378206464992
2016-06,0.8594066830685199,4.007233547411482
2016-07,7.958770428657536,7.591780266189585
2016-08,8.658525860014432,7.342839679173085
2016-09,10.620935193321923,7.017387602719394
2016-10,8.541495722231662,4.798167252582064
2016-11,8.666829079945892,8.494435760815943
2016-12,9.593149792480492,10.390329889831552
2017-01,14.771380076481757,11.902454299339894
2017-02,19.162400349934902,15.760171049329983
2017-03,20.815089918954044,15.283800436837346
2017-04,23.348225743787037,15.93482784639557
2017-05,27.29110986938477,16.994712705993663
2017-06,23.4618871848814,17.13648162201913
2017-07,27.724356074810053,18.97369029021263
2017-08,29.487356349829486,18.72022115048497
2017-09,28.23106770481785,20.55446527122051
2017-10,33.2730607323783,22.72431656079974
2017-11,34.93922905582851,25.801432640075703
2017-12,34.799359529443706,26.69478781292891
2018-01,45.53100621775579,32.979097834938464
2018-02,42.50838500331,27.216479172535447
2018-03,35.71571405124665,23.439726686668404
2018-04,35.58870770114806,23.331226417169336
2018-05,42.32707669539679,25.716763833727164
2018-06,42.90951113785147,26.03139748205141
2018-07,45.86655884101174,29.885687597101395
2018-08,53.182660615370025,33.36300494995119
2018-09,51.597087201325806,33.39184726350206
2018-10,37.591704299926775,23.634908765265283
2018-11,36.408987945556646,25.43083420419694
2018-12,23.87728324049348,13.860626727512916
2019-01,34.481092703247086,22.5473733505249
2019-02,37.79756201919857,26.049396373973188
2019-03,42.4164390734159,27.937600914588344
2019-04,49.35858478272639,32.51381356408463
2019-05,36.255985258738185,23.55288279554579
2019-06,45.927334707225455,31.70748295510036
2019-07,48.46102893774853,33.0275096953256
2019-08,44.81235328085382,30.286075488709585
2019-09,45.36954442964751,32.31780780660696
2019-10,50.92663457760569,34.65152613132283
2019-11,56.156413624064136,38.90058019104004
2019-12,61.27625969020656,42.37575301273535
2020-01,65.11946804428102,41.62133347615888
2020-02,54.12377904147196,29.542756531488344
2020-03,42.03310180735589,12.971086062192928
2020-04,62.583994297438416,27.260350125239466
2020-05,72.33395669139517,32.88549328000619
2020-06,81.99041011890014,34.818261140624095
2020-07,94.01702919230743,42.17244473300261
2020-08,113.6831121016793,51.401995016678526
2020-09,99.78729766475132,44.9992008796692
2020-10,92.32554342651368,40.6879994082384
2020-11,112.45932136493262,55.410648721165146
2020-12,121.22124854978796,60.41114590610872
2021-01,120.17228312518148,57.97924989824039
2021-02,118.2413264544678,61.51732006907147
2021-03,120.35964880069936,68.00669914657192
2021-04,131.68631084432235,75.92916654700738
2021-05,127.23833037625826,76.11246981214867
2021-06,139.73972762482077,79.0925746582611
2021-07,144.7894513532639,82.44037014970782
2021-08,153.24281190886322,86.77096113162573
2021-09,137.10454599743355,77.06188366150278
2021-10,153.9289949951172,88.49487339516145
2021-11,157.1161269583929,86.06096528707235
2021-12,158.21557094565,93.4897294299855
2022-01,133.94927477370862,82.32635391652308
2022-02,121.9975430145264,75.96183871854588
2022-03,130.9176571086537,81.72837429852919
2022-04,98.2493434954011,64.9300734006903
2022-05,94.00881711188424,64.619721436988
2022-06,75.80338831186819,50.39305991916867
2022-07,96.92076877378382,63.5833392371302
2022-08,85.82758520737517,56.17965829262685
2022-09,65.45304650927604,41.27471578549324
2022-10,71.3156317522551,52.22624675525866
2022-11,80.0330632596016,60.02453593579931
2022-12,63.06616815012509,50.26393921000687
2023-01,79.69746357400076,59.16941254261563
2023-02,78.22638500961152,54.605199260133695
2023-03,94.28510591171266,59.76579787330629
2023-04,94.33057637446944,61.693793016112686
2023-05,108.63719242544737,61.85999920257868
2023-06,120.64363607047368,71.72744066042114
2023-07,127.94758712988634,76.6609691616205
2023-08,123.36816873038158,73.0673991771153
2023-09,110.91826778066384,64.21149544186864
2023-10,105.53423007031024,60.0562736571838
2023-11,126.63911352228236,74.10481220902338
2023-12,138.05763847631053,81.34793010389696
2024-01,141.113654674322,83.50704081400092
2024-02,152.489913515658,92.24761441789234
2024-03,154.31203985677448,97.68817065872466
2024-04,141.88980586310197,88.93486069866621
2024-05,155.44945122541463,97.60024203230206
2024-06,170.521726912258,103.75723383477252
2024-07,164.5304097800419,105.20664749783488
2024-08,166.04203205910707,109.20046266976384
2024-09,171.5863740397308,112.81713257876898
2024-10,167.81865420788677,109.86680168299316
2024-11,180.64825667750043,121.24141087754565
2024-12,180.4079791963436,115.09323050866244
2025-01,184.9552709915912,119.90914839678908
2025-02,171.51323318952856,112.86661911364304
