Date,rate_PLD_5D,rate_VOO_20D
2015-01,3.4767143068313637,-1.51882910156248
2015-02,-3.3090458316802907,3.8071257731119967
2015-03,0.1681755642890969,0.986964778900168
2015-04,-7.597864738464355,1.7466588836670072
2015-05,-7.913582096099847,2.445591728210461
2015-06,-12.07742329406738,0.0477663748605028
2015-07,-2.4416939545869765,2.0360472745895475
2015-08,-8.507348419295402,-4.43497417958576
2015-09,-4.22364054775236,-6.094763901519762
2015-10,5.46322437589819,2.297218595331385
2015-11,4.832070914506925,2.3988573589325046
2015-12,5.683479928163382,0.343465715261626
2016-01,-3.0496611745698066,-4.526563192640021
2016-02,-5.359941264152512,-4.447791700744618
2016-03,9.809936593711388,2.171952146053324
2016-04,12.180502969349138,2.3246863511029447
2016-05,16.599188751379646,3.915388722737645
2016-06,20.363277926746196,4.007253548873124
2016-07,32.59964122176173,7.591781109619156
2016-08,27.698560417402373,7.342793983096185
2016-09,28.4947348041968,7.017408350164267
2016-10,24.02851297515374,4.798178873476777
2016-11,20.14557086678346,8.494419050216685
2016-12,24.83802400638581,10.39033191406251
2017-01,14.629555540048166,11.902437877948469
2017-02,19.23537202337053,15.760155580308698
2017-03,21.541951043231155,15.28381222043722
2017-04,26.645071944631397,15.934820806569071
2017-05,28.3290411157926,16.9947053909302
2017-06,35.52707461864719,17.136483155527426
2017-07,39.340802885741,18.973701075315464
2017-08,43.89372698393734,18.72021334214644
2017-09,43.76178798717611,20.55443929111258
2017-10,45.004228124754775,22.72430766732354
2017-11,47.39246846445404,25.80144264856976
2017-12,43.26374853322312,26.694798047452384
2018-01,43.454236840022254,32.97909041314377
2018-02,32.69707681717018,27.21648050944012
2018-03,37.92555990650654,23.43975369930272
2018-04,41.229294564340165,23.33122656677995
2018-05,39.02103574573428,25.71672129331317
2018-06,41.98821505890338,26.03138928666229
2018-07,40.91444994196027,29.885679240313443
2018-08,43.30525147635144,33.36301359744604
2018-09,44.70182589002278,33.39184743018775
2018-10,36.71895956309299,23.63487457632512
2018-11,41.98361013923089,25.430825044949867
2018-12,23.944333280349284,13.86062619547943
2019-01,45.475766044979096,22.54733147857666
2019-02,46.44816823867723,26.049363102632416
2019-03,50.57746197181483,27.93760097356943
2019-04,59.41792128849031,32.513805069545576
2019-05,52.09414082719663,23.552874231691742
2019-06,65.39716641979219,31.707498599243177
2019-07,65.26987102455752,33.027533808844446
2019-08,70.23944632896627,30.28605899663559
2019-09,73.30605971647132,32.317839955560125
2019-10,77.2023163429034,34.65152618330618
2019-11,83.50810925873122,38.90059595769246
2019-12,78.44760996010267,42.37578458016815
2020-01,84.6167751474842,41.621286074730655
2020-02,66.31545508256033,29.54274108014787
2020-03,58.84939807356895,12.971102133750945
2020-04,75.50367082069104,27.26037400148833
2020-05,78.82911721780084,32.88550918775617
2020-06,82.28070341606994,34.81824611208333
2020-07,104.48504503857389,42.17246053213233
2020-08,96.11867406089064,51.4020105859508
2020-09,93.46567256024224,44.999185883985234
2020-10,89.4106165508888,40.68795354483164
2020-11,89.7367666002512,55.41064867856769
2020-12,88.86079312302316,60.41113052044176
2021-01,94.37258185290004,57.97927938213865
2021-02,85.35164209575652,61.517319414774605
2021-03,98.32058819792148,68.00671347919263
2021-04,116.56848775265436,75.92916590970522
2021-05,117.4907789609004,76.11243952501738
2021-06,120.17274799633024,79.09257364886322
2021-07,134.2227589611173,82.44036892290121
2021-08,144.57275046945503,86.77091640359384
2021-09,127.21715762925729,77.06185362122699
2021-10,160.79501280498505,88.49487188012917
2021-11,169.21110442898387,86.06097799528216
2021-12,199.6045571016312,93.48972805884873
2022-01,176.93013382101063,82.32638066589004
2022-02,155.69262789514693,75.96183727317025
2022-03,182.56954380782085,81.72837273016849
2022-04,178.42011400425298,64.93004424748798
2022-05,119.9217601691458,64.61973370420668
2022-06,103.2105806314762,50.39307211865438
2022-07,127.66140049736396,63.58333773695905
2022-08,112.55885619781864,56.17968414364067
2022-09,73.57003330284483,41.27471451300764
2022-10,88.31735308208467,52.22624549616766
2022-11,99.32475834859412,60.02453459397954
2022-12,91.05733205108054,50.26395131604695
2023-01,118.02397872594912,59.16942452465759
2023-02,106.9572471727795,54.60522456151791
2023-03,109.706950165987,59.76583628791809
2023-04,109.4257800836563,61.69379171035314
2023-05,107.20750444544063,61.8599979697583
2023-06,104.45390957209209,71.72743943956988
2023-07,106.95204099461664,76.6609679525082
2023-08,105.02557580229438,73.06742396276569
2023-09,85.63149482062178,64.21148106852117
2023-10,65.97712585596283,60.05627225266221
2023-11,88.61494939773173,74.10481073231168
2023-12,119.16459697839755,81.34791581775076
2024-01,107.25448261688406,83.50703936413855
2024-02,116.9732666401992,92.24761298109176
2024-03,112.53695793581863,97.68815656450818
2024-04,65.8035978663031,88.93484672944736
2024-05,78.88226699642551,97.60024063331204
2024-06,82.71508051579517,103.75723250128708
2024-07,104.26303656536136,105.20664617584492
2024-08,106.21163703153074,109.20046135907296
2024-09,104.33927302917384,112.81713127918567
2024-10,81.97643346659076,109.8668003943307
2024-11,87.44721875080268,121.24140959962206
2024-12,70.4884216848405,115.09322924130024
2025-01,91.6981419435798,119.90914713981503
2025-02,93.71136748306928,118.31140993053155
