Date,rate_NFLX_5D,rate_VOO_20D
2015-01,32.68922854042056,-1.5188014984130582
2015-02,30.67443625831605,3.807135581970256
2015-03,7.620261507511161,0.9869557209015056
2015-04,41.72096749534609,1.7466253829956369
2015-05,50.91932521788283,2.4455828768412458
2015-06,51.1139822483063,0.0477736042567844
2015-07,76.14907031893732,2.0360589675903595
2015-08,68.86278429730734,-4.434945819430869
2015-09,46.16480490818024,-6.094744166564925
2015-10,48.683914975079645,2.297225984053197
2015-11,64.5770779862404,2.398856895446788
2015-12,47.87933678362921,0.3434536602313853
2016-01,16.211181452751177,-4.5265589207240335
2016-02,16.906348487981184,-4.447785873413079
2016-03,26.372982618927978,2.1719379606246925
2016-04,9.731125504101046,2.3246717435051467
2016-05,24.111200089030827,3.915383999718558
2016-06,9.621638541071054,4.007238067225405
2016-07,8.600093877506264,7.591822246932978
2016-08,15.341426147915072,7.34277793920608
2016-09,15.91514574024895,7.017382352308821
2016-10,45.692002344297336,4.798142991107457
2016-11,34.76944907736779,8.494393696784975
2016-12,41.07767934181214,10.390344809875508
2017-01,58.35585133222434,11.902449391585158
2017-02,57.74697612769515,15.760184633890796
2017-03,61.861173715659554,15.283821703774604
2017-04,64.46995256943539,15.934839433867351
2017-05,73.80086333319349,16.99472390594483
2017-06,57.08499393740007,17.13649245945099
2017-07,88.81535065346957,18.973691967487348
2017-08,78.98221930284213,18.72021236627752
2017-09,83.34451078398088,20.554455844430365
2017-10,96.05936785719736,22.72431568450928
2017-11,84.65300542879106,25.80144937705995
2017-12,86.61252210715014,26.694795436343632
2018-01,159.2416040505359,32.97910566028796
2018-02,175.08942141024272,27.216478386120933
2018-03,174.39089730839729,23.4396994440079
2018-04,185.9200917567277,23.331224846258426
2018-05,216.70224682985037,25.716719066074933
2018-06,246.88320847200796,26.03139594854312
2018-07,194.24537573523955,29.88570263775913
2018-08,215.84193801409404,33.36298561028377
2018-09,216.61894090109283,33.391853222059176
2018-10,151.71155424763296,23.634880929338188
2018-11,135.56483789352578,25.430806183338174
2018-12,117.76162705001056,13.860632287940213
2019-01,173.15504516452788,22.54736250411988
2019-02,184.5183868348739,26.049344452353097
2019-03,179.76797191242068,27.93759843738266
2019-04,187.14467983235053,32.51378628655202
2019-05,162.77371140914494,23.5528798421224
2019-06,178.02426954043997,31.70744742875533
2019-07,141.74270000215944,33.02751483045305
2019-08,117.6180940228178,30.28607193742721
2019-09,96.45879679663427,32.317820576108744
2019-10,109.19115973265696,34.651474647651305
2019-11,126.98713685102464,38.90059283955893
2019-12,131.2943015757389,42.37573433797868
2020-01,144.37601938312287,41.62131495494228
2020-02,158.79567156646365,29.542738694690527
2020-03,160.73777798750996,12.971099402189278
2020-04,188.80835304732688,27.26035555959849
2020-05,185.8735742536892,32.88547535081343
2020-06,206.8428786587217,34.8182597444449
2020-07,226.2473391618448,42.17247409865437
2020-08,249.7581465465435,51.40200891909392
2020-09,226.82623742089956,44.99923001665389
2020-10,207.8436861273806,40.68799757234815
2020-11,214.5055362084972,55.410646910773394
2020-12,243.2535008584898,60.411159212086304
2021-01,234.7668687981528,57.97926265077336
2021-02,235.63412578921,61.51733289632162
2021-03,221.92695581719755,68.00666735378067
2021-04,214.01912748562205,75.92917903989324
2021-05,204.8292945007177,76.11243812913162
2021-06,217.47965886700308,79.09255782385718
2021-07,208.4103602754832,82.4403824792862
2021-08,236.2991782123189,86.77093001923737
2021-09,257.4667870254749,77.06188158565617
2021-10,300.70174159206255,88.49488542542974
2021-11,269.2998771691323,86.06097724678403
2021-12,243.6873968730478,93.48971328160904
2022-01,141.79379022023846,82.32639409406796
2022-02,121.749917674821,75.96183676200079
2022-03,109.26079496697945,81.72837236421758
2022-04,5.772628783000999,64.93005753180687
2022-05,9.577859999868622,64.6197055404663
2022-06,-3.008112579911604,50.39307156254695
2022-07,24.719606976985943,63.58335085346387
2022-08,23.70270542983599,56.1796833026845
2022-09,29.96472105986008,41.27469991464818
2022-10,60.695771704282265,52.22623095510384
2022-11,67.55413403465352,60.02454706621172
2022-12,61.00938929026891,50.26393669631801
2023-01,92.45842670598324,59.16943683530847
2023-02,74.35741283981247,54.605183418505135
2023-03,86.22782237657547,59.76582192398072
2023-04,77.03582148019396,61.69379054124286
2023-05,111.18769339664314,61.860010036692906
2023-06,134.12507245186004,71.72743826338387
2023-07,132.02695791583795,76.66095378875733
2023-08,127.99179696846012,73.0674228381929
2023-09,97.45875040696704,64.21148007029409
2023-10,114.2533178826626,60.056271263764295
2023-11,145.401635742629,74.10482263776994
2023-12,150.72301034729634,81.34791484699775
2024-01,188.90966844747717,83.50705116410691
2024-02,206.9511790665807,92.24759938131795
2024-03,207.31461729065012,97.68818109716688
2024-04,176.9666786884038,88.93484587448255
2024-05,220.8976128686102,97.60023983965422
2024-06,235.4951350552932,103.7572316611912
2024-07,210.4771572980059,105.20664534299128
2024-08,244.49220360325543,109.20046053333776
2024-09,246.32468666505005,112.8171304604482
2024-10,266.9271136673518,109.8667995824734
2024-11,327.69186372771264,121.24140879453024
2024-12,327.1290193677067,115.09322844286204
2025-01,365.1751965653623,119.90914634792142
2025-02,363.9985837500503,116.16985492203878
2025-03,307.5227472993328,103.11468455517678
