Date,rate_DUK_5D,rate_VOO_20D
2015-01,4.601282375335702,-1.518856567382798
2015-02,-6.155414292653405,3.8071064453125247
2015-03,-6.395021145820612,0.9869624786377208
2015-04,-4.260204385757438,1.7466326019287326
2015-05,-5.001983224550877,2.445580993652352
2015-06,-10.82373297228132,0.0477839791434231
2015-07,-5.023984792470926,2.036032562255885
2015-08,-7.869735211478335,-4.434950297037743
2015-09,-5.518007668876635,-6.094785122680657
2015-10,-5.518099431818168,2.2972336952903127
2015-11,-8.986736606597889,2.398854419708263
2015-12,-3.475551394976084,0.343471801757822
2016-01,2.0513828291211844,-4.526587851933062
2016-02,1.4152114344278877,-4.447778301493321
2016-03,10.09165823209286,2.1719462037086634
2016-04,6.859440071891343,2.3246813897525698
2016-05,6.804593222830047,3.915403195275213
2016-06,16.638317163065874,4.007239552949615
2016-07,15.521989480876927,7.591786889266983
2016-08,7.90022348385766,7.342783149719256
2016-09,8.05006354522706,7.017388160358795
2016-10,7.702218328641819,4.798139123999556
2016-11,0.1862146651745,8.49442609564466
2016-12,5.434629511260991,10.390340148010257
2017-01,6.445979720775896,11.902473492842455
2017-02,12.898118686393456,15.76016325802274
2017-03,11.711649804319668,15.283810358319982
2017-04,11.944944081668195,15.934819801856737
2017-05,17.043243571345013,16.99474129638674
2017-06,13.611811540049912,17.136482957655375
2017-07,15.25019572484494,18.973673224687595
2017-08,18.923503446521185,18.72021245921742
2017-09,13.777906571219956,20.5544563856686
2017-10,19.28365447638376,22.72432558571953
2017-11,21.10656221516929,25.801441626230904
2017-12,13.68818999646162,26.69479672117494
2018-01,5.788034923955032,32.97914127972255
2018-02,2.6408390146402283,27.21647818951731
2018-03,5.452772348070156,23.439725728225703
2018-04,8.974613053670755,23.331242301754827
2018-05,5.931694845472069,25.716745444706525
2018-06,8.456444234848037,26.03136199010807
2018-07,11.709280438206427,29.88572864913943
2018-08,12.206359893163054,33.362986291843
2018-09,10.244678068119551,33.39184492990246
2018-10,13.6160927286757,23.63489758333248
2018-11,22.813135443091404,25.43083972136182
2018-12,19.180207036115693,13.860623942161098
2019-01,20.86134113811493,22.547354019317645
2019-02,24.306693601832684,26.04938544015325
2019-03,24.301663073282988,27.93760653554478
2019-04,25.3885415269024,32.51377782094704
2019-05,18.643693541738717,23.55287970013089
2019-06,21.918929083702785,31.707463769947395
2019-07,19.431046236344752,33.02750692953382
2019-08,28.69391562495316,30.28606439088521
2019-09,32.48226786077435,32.31782076118734
2019-10,29.71685308834657,34.65152298633125
2019-11,22.17193874228796,38.90057709846497
2019-12,26.01399873799184,42.37571845370434
2020-01,34.44137725371701,41.62129932760424
2020-02,26.98397651705666,29.54274588484993
2020-03,11.550382714837792,12.971090935111064
2020-04,16.63256801191477,27.260362857759944
2020-05,19.11829118147765,32.88545935012355
2020-06,10.839291696206852,34.818228085190505
2020-07,17.350856555013095,42.17245807400873
2020-08,12.31615339801624,51.40202373272442
2020-09,23.621130183056422,44.99921414467949
2020-10,28.19611105338622,40.68798205415969
2020-11,29.821115399758025,55.41066195699906
2020-12,27.86263080782434,60.41115896000275
2021-01,30.90256047070994,57.97923287675189
2021-02,20.06062025983175,61.51733314168296
2021-03,35.06874715205244,68.00669718933108
2021-04,40.408282068054405,75.92914971250065
2021-05,40.570475631933945,76.11245284016928
2021-06,37.95727787575542,79.09255774621118
2021-07,46.36315204360486,82.44036798362733
2021-08,46.49576188242879,86.77092971632217
2021-09,36.05302437668312,77.06186677123279
2021-10,41.74264326810262,88.49485659808425
2021-11,35.62461340788434,86.06100551114764
2021-12,46.19429665982864,93.48972717482624
2022-01,45.88933507118671,82.32639384442706
2022-02,40.33053683333563,75.96183651522934
2022-03,55.537565055175286,81.72837198084054
2022-04,52.816002263979954,64.9300573595026
2022-05,56.90370819246506,64.61973317599828
2022-06,48.90876653929072,50.39307152884347
2022-07,52.11027984107059,63.58332338698016
2022-08,48.741558862358026,56.17968326970582
2022-09,28.95994845152916,41.27470007778737
2022-10,28.844248730569145,52.22624464063141
2022-11,39.26625098476811,60.02452036460242
2022-12,43.10221435894916,50.26393713898021
2023-01,41.901771735969874,59.16942388308779
2023-02,31.498763722333067,54.60519723094595
2023-03,34.28047010198594,59.765809047546384
2023-04,37.29533925494584,61.69377779275123
2023-05,24.911813912316877,61.8599972932105
2023-06,25.306122097552407,71.72745189511198
2023-07,30.45362133215024,76.6609673184615
2023-08,24.86916336708069,73.0673973515102
2023-09,23.88148183234236,64.21148062004237
2023-10,24.56619407277689,60.05627180837472
2023-11,30.560367295953974,74.10481037733292
2023-12,36.989260631333785,81.34791546602864
2024-01,34.93725348776038,83.50703895985
2024-02,30.4487544113881,92.24759985104124
2024-03,37.100148937038014,97.68816883768356
2024-04,38.964371444584025,88.93485889374048
2024-05,47.55390419677268,97.60024024320906
2024-06,42.39436516904416,103.75723206123686
2024-07,54.83522308647222,105.20664573958824
2024-08,62.44404274529678,109.200460926545
2024-09,63.8140825222953,112.8171308503232
2024-10,63.224096092785096,109.86679996907212
2024-11,66.7996684442997,121.24140917790736
2024-12,53.03749259682333,115.09322882307067
2025-01,53.2918308298236,115.4103163987457
