Date,rate_JNJ_5D,rate_VOO_20D
2015-01,-3.9229250431060634,-1.5188015899658236
2015-02,-0.060718068440746,3.80712582143148
2015-03,-2.1936683607101326,0.9869720630645727
2015-04,-2.925300655364993,1.746598487854012
2015-05,-1.0478656628926442,2.4456059939066632
2015-06,-3.5860113421848694,0.047791912623829
2015-07,-0.6206146755218356,2.036095389366155
2015-08,-6.009710350884312,-4.43492938656277
2015-09,-5.878749148178086,-6.09476446762084
2015-10,2.3653638392361787,2.297216133811264
2015-11,2.9933359403610416,2.3988375663757555
2015-12,4.136725465921276,0.3434724391057075
2016-01,5.689787297657567,-4.52653036608014
2016-02,6.824281870269777,-4.447768793741858
2016-03,9.26654261255264,2.1719354686737136
2016-04,12.52127662344542,2.3246796336454656
2016-05,13.171838324864726,3.915392471313473
2016-06,21.03323930378964,4.007255647358154
2016-07,23.83622618999481,7.591773106384281
2016-08,17.69337287848338,7.342824876694465
2016-09,15.691720046650293,7.0174013571305816
2016-10,12.888782419619371,4.798180807030716
2016-11,8.565534319400792,8.49442013645174
2016-12,11.989947906494148,10.39034309234621
2017-01,9.595464092401372,11.902457661261945
2017-02,18.622824666765013,15.760184293111168
2017-03,20.14550315380097,15.283813753945497
2017-04,18.39593000411988,15.934821229605856
2017-05,23.13015021705629,16.99471495513918
2017-06,26.20556446136968,17.136492409983006
2017-07,25.76460192632677,18.973692159175883
2017-08,25.436308846213617,18.72022180106423
2017-09,22.481868616440725,20.55449170236028
2017-10,30.597101503644677,22.72432370169504
2017-11,30.44056938181985,25.80142199261985
2017-12,29.956006373328137,26.69478594785124
2018-01,27.75127362080625,32.979069233743786
2018-02,20.124191364875223,27.2164681277153
2018-03,18.06646254901887,23.439707221412664
2018-04,16.162677025027406,23.33122409820556
2018-05,10.30036338606337,25.716744349343458
2018-06,11.599352964179468,26.03137788160459
2018-07,21.55920409323953,29.88566774680399
2018-08,23.864658996582037,33.36300208740235
2018-09,26.532925238402004,33.39186987304687
2018-10,27.590786260888954,23.63490628554974
2018-11,34.10159562508266,25.430840008894616
2018-12,17.219778871030233,13.86061603452722
2019-01,20.5352523236084,22.5473464239502
2019-02,24.13670464594224,26.0493945097082
2019-03,26.48885665526759,27.937582300039445
2019-04,27.26357896581686,32.51378674949792
2019-05,18.52934302393596,23.55287235740382
2019-06,25.502562472187407,31.707472484241865
2019-07,16.91224284628461,33.02754796763831
2019-08,15.802384748693113,30.286064955861946
2019-09,16.43334788618416,32.31778964338632
2019-10,18.5239719690226,34.651476207151255
2019-11,23.946610118420946,38.9006102930705
2019-12,31.069129985183963,42.3757197860968
2020-01,33.24139405705853,41.62131624111054
2020-02,20.63406177369376,29.542731723603755
2020-03,17.250598261654382,12.97110064816478
2020-04,33.86940918637791,27.260364957486672
2020-05,33.136740471233026,32.885476814616844
2020-06,25.4166392208498,34.81821459015804
2020-07,29.59350416800557,42.17244464279624
2020-08,36.817010373875725,51.402041102202055
2020-09,32.27766288855416,44.99918575254169
2020-10,21.417904242179773,40.68799932184355
2020-11,28.66290242714353,55.41067915439606
2020-12,39.48623627660047,60.41116120774779
2021-01,44.02642651088819,57.97926499248196
2021-02,40.20059569905599,61.51737988393149
2021-03,44.8461247823615,68.00671408452487
2021-04,42.84786393499995,75.92918129036643
2021-05,48.895485028487,76.11246977282795
2021-06,44.34817404512816,79.09253081319304
2021-07,50.28524777555467,82.44035569238666
2021-08,51.35886608349836,86.7709610937613
2021-09,40.59806178814027,77.06186918370317
2021-10,41.309283975072674,88.49487328430546
2021-11,35.690821801866825,86.06097938274205
2021-12,48.36934222842946,93.4897294299855
2022-01,48.85107363377061,82.3264101256437
2022-02,42.560534498368206,75.9618385070275
2022-03,53.00363850914352,81.728387926015
2022-04,55.173541913407576,64.93005906531518
2022-05,54.75767702882557,64.61972106213041
2022-06,52.427686244335824,50.39305961583735
2022-07,49.283797350593225,63.58332517051699
2022-08,38.44909549089659,56.17967151494181
2022-09,39.73445923841761,41.2747018233766
2022-10,48.353648861051866,52.22623284374035
2022-11,52.24730167150498,60.02454903101921
2022-12,50.5496838013954,50.26395207489642
2023-01,38.79385916122124,59.16942527576372
2023-02,30.71874765615752,54.60519860955444
2023-03,31.89130322395326,59.76581041236879
2023-04,38.93728096937426,61.69377905296098
2023-05,32.23119047366871,61.859985316482245
2023-06,40.81339953376253,71.72745316062856
2023-07,42.13249542221658,76.66095545497309
2023-08,37.767164950706864,73.06741158454533
2023-09,32.375391321794055,64.21149477638389
2023-10,25.788926148316584,60.05628591797733
2023-11,31.93949026044212,74.10482435586718
2023-12,33.39155387171475,81.34791660560819
2024-01,34.8968090004661,83.5070400890697
2024-02,37.7172935246648,92.24760097008784
2024-03,34.66160789210457,97.68817000150682
2024-04,22.808225044790653,88.93486004726445
2024-05,25.3316422657214,97.60024138661436
2024-06,24.665717122550657,103.75723319469952
2024-07,34.398665327335245,105.2066468632797
2024-08,41.95552970475418,109.2004620406322
2024-09,38.34705047588025,112.817131954969
2024-10,36.14892016223301,109.86680106443517
2024-11,32.7774606602351,121.24141026414236
2024-12,23.62742622142196,115.09322990032858
2025-01,29.856222157212557,119.90914779344152
2025-02,41.69747243536974,116.16985635580671
2025-03,39.60762421361863,99.78525797523992
