Date,rate_UNH_5D,rate_VOO_20D
2015-01,6.553099681854246,-1.518865859985341
2015-02,11.056173486073815,3.807067644755047
2015-03,12.780672242164638,0.98695016288759
2015-04,3.855381841278094,1.7466224807739517
2015-05,10.971442296981817,2.4455631497701136
2015-06,11.449573722839368,0.0477686909267083
2015-07,9.263632267951971,2.0360424346923978
2015-08,3.1835602027045606,-4.434959498087543
2015-09,3.798782036590586,-6.094785783386215
2015-10,4.926376444036307,2.297206327264978
2015-11,-0.0732200171152719,2.398835809707656
2015-12,4.455612165597778,0.3434926564143348
2016-01,1.97880870873588,-4.52654679652621
2016-02,5.240579954528823,-4.447791850789374
2016-03,13.815073312282578,2.171940740585332
2016-04,15.356030123991138,2.324665381038904
2016-05,16.1804439722697,3.915369942559166
2016-06,22.28535198091206,4.0072343067370175
2016-07,22.866516771698,7.591760991668717
2016-08,15.687229142688588,7.342803162711031
2016-09,18.842644951907083,7.017378959308984
2016-10,19.168814586141835,4.798131523132332
2016-11,33.14816979122162,8.494428987820957
2016-12,33.166861464843755,10.390305325012218
2017-01,33.533986788823064,11.902448460212137
2017-02,34.93491799955017,15.760194082472069
2017-03,33.01128417887007,15.28380438859125
2017-04,40.54196111376533,15.934822717074717
2017-05,39.4182184829712,16.99471639175416
2017-06,46.71145542563162,17.13647632894211
2017-07,50.20832759785654,18.973693743228925
2017-08,54.14530619465224,18.72022380065921
2017-09,50.75637789041858,20.554440464019773
2017-10,60.192554317365385,22.72429986833846
2017-11,72.62551843049793,25.80141662534079
2017-12,64.91162176307472,26.69481602704849
2018-01,75.22776139711078,32.979090732373706
2018-02,65.5456599259988,27.21648066241926
2018-03,55.62864040088655,23.43972833004
2018-04,70.33477588188359,23.331218787030505
2018-05,72.28519612630208,25.71672212655205
2018-06,73.88891286379793,26.03136458640876
2018-07,77.70200491922554,29.885705766677884
2018-08,86.53897603658041,33.36297212371828
2018-09,83.60122141730268,33.391831337140964
2018-10,78.58920842434497,23.634884574240832
2018-11,91.06919597784676,25.430818495591502
2018-12,67.5206670460604,13.86061940422838
2019-01,80.27090102645874,22.547341118011488
2019-02,60.20078722471352,26.04936453471465
2019-03,62.92852273368836,27.9375777879862
2019-04,52.46321935056293,32.51379029630266
2019-05,57.15563284358274,23.55287538358901
2019-06,58.2738684402466,31.707451180059262
2019-07,60.4504214258194,33.02751928097862
2019-08,49.77116012091387,30.286060731988208
2019-09,38.980853787126215,32.3178572854667
2019-10,60.79153146258855,34.651519347497995
2019-11,76.91627698109946,38.90060556475324
2019-12,85.19869268248512,42.37571533640878
2020-01,70.36996409114715,41.621343216803794
2020-02,58.37600880165708,29.542734921773285
2020-03,54.57414879989626,12.971087676405912
2020-04,80.33580383394683,27.260359649188715
2020-05,86.73478159401635,32.88548726214786
2020-06,80.18894229125979,34.81824004671468
2020-07,83.73436549153048,42.17245455596028
2020-08,88.38991256912895,51.40200434079378
2020-09,87.41936287732808,44.9992256352016
2020-10,82.22229037454096,40.68796282099336
2020-11,99.51972818819684,55.410643162197545
2020-12,107.30233536623604,60.41114017120779
2021-01,95.83280801288504,57.97924399216112
2021-02,93.75161092753096,61.51731411905925
2021-03,116.344922934482,68.00670813209133
2021-04,130.27661436204787,75.92919007893353
2021-05,136.09307677987906,76.11247833017202
2021-06,128.68739739932292,79.09256854363937
2021-07,133.73093741245268,82.44036411151887
2021-08,134.33904478021316,86.77095505438912
2021-09,119.21308748198716,77.06189202397044
2021-10,156.58008212923718,88.49483885873082
2021-11,145.75032026726862,86.06098791031611
2021-12,176.73549496980553,93.48972381914923
2022-01,158.50600378577658,82.3263905277696
2022-02,158.47900910037689,75.96183313093515
2022-03,175.8552598847476,81.72838261101462
2022-04,173.10648525572358,64.93005401679908
2022-05,164.92518125389947,64.61972956373427
2022-06,172.99597660156925,50.39308180723088
2022-07,186.23367965548977,63.583306420036
2022-08,172.19547507386568,56.17966638675813
2022-09,163.7427923822606,41.27471061398123
2022-10,187.9550295405338,52.22625516228929
2022-11,182.20359437576928,60.0245443506241
2022-12,172.1866733324503,50.26393419843853
2023-01,154.6506859313031,59.169420878663374
2023-02,141.31079122724438,54.6051941949093
2023-03,139.05540366531372,59.76580613388063
2023-04,147.42392060791622,61.69378814228927
2023-05,143.54619914350323,61.85998127222998
2023-06,139.84006059354024,71.72744915564084
2023-07,151.28001856789223,76.66095142951382
2023-08,135.1400684105283,73.06740759742374
2023-09,148.36863395460597,64.21149082687667
2023-10,162.32021862735925,60.05628191939025
2023-11,169.29797437823262,74.10480759429933
2023-12,155.80353314124994,81.34791270852746
2024-01,147.25283489074707,83.50703628318092
2024-02,137.22499956450588,92.24759719848636
2024-03,137.45863178116932,97.68817887905668
2024-04,131.02286335848922,88.93485628813349
2024-05,135.41371859660907,97.60023766045822
2024-06,141.81612384961997,103.75722950094476
2024-07,172.21579277249043,105.20664320136764
2024-08,177.33163189801598,109.20045841001853
2024-09,174.20027755582134,112.81712835512324
2024-10,163.32432611545596,109.86679749484024
2024-11,183.1689102427165,121.241406724294
2024-12,134.443429540713,115.0932263897352
2025-01,150.7891535569488,112.74038730758916
