Date,rate_MRK_5D,rate_VOO_20D
2015-01,0.8030984205766201,-1.4158077590909035
2015-02,-2.243506916840865,3.808791287500024
2015-03,-3.0685193777817976,1.863188711538477
2015-04,0.6803619146346973,2.705429132142889
2015-05,2.771005696105955,3.691142920000012
2015-06,-3.31096777129174,1.429526193750008
2015-07,0.2207848652110655,3.4511866764705967
2015-08,-8.460775653203322,-2.9928535027777703
2015-09,-14.796666513844537,-5.108952689473667
2015-10,-4.998039503860474,2.984488282499997
2015-11,-7.690067629223773,3.189208647619046
2015-12,-6.984401076663627,1.2520510227272963
2016-01,-10.468921088011363,-3.685903910869548
2016-02,-10.843544611056643,-3.700129491666672
2016-03,-4.9479265406799255,2.892050278000013
2016-04,-1.4035770065600972,3.1069315000000097
2016-05,1.165040116274807,4.7547645018518825
2016-06,4.34709695250648,4.890968573214294
2016-07,6.038271424523711,8.533867196551736
2016-08,13.258688349723812,8.37481894333334
2016-09,12.944743957273433,8.115613756451623
2016-10,5.878754019677657,5.945094323437505
2016-11,10.104624811114691,9.693039977272733
2016-12,6.470332028893888,11.653962494117652
2017-01,11.824796466554922,13.252561067142876
2017-02,18.393023394849585,17.21726517083335
2017-03,14.52391762114862,16.861334477027047
2017-04,11.960689741285236,17.612116342105267
2017-05,16.59295130201488,18.77622078846155
2017-06,15.185321666765228,19.01238393375
2017-07,14.433987098228652,20.961762321951216
2017-08,14.051625794819422,20.79407229166665
2017-09,14.837683698742898,22.741619488372105
2017-10,-1.4841324022899838,25.029317062500024
2017-11,-1.157655773205224,28.245105676666693
2017-12,1.4760438197592096,29.254781706521737
2018-01,6.793469376543748,35.74811962553195
2018-02,-2.380026871204366,30.03107289687501
2018-03,-1.027826053269043,26.245111528571453
2018-04,6.996001441993727,26.16977496000001
2018-05,8.085635832842675,28.6710306156863
2018-06,10.83559504718048,29.05453046250002
2018-07,20.02430642977302,33.05475122169812
2018-08,24.58639467811585,36.67532623333332
2018-09,29.25816921528905,36.78591476181818
2018-10,33.55164369545665,26.85186765089285
2018-11,43.305792223813256,28.729903712280723
2018-12,38.268799974573085,16.9355443060345
2019-01,34.07801356842559,25.846015194915275
2019-02,45.73449593874614,29.455631208333344
2019-03,49.328632828884444,31.42824507295084
2019-04,40.57796684111319,36.146256222580654
2019-05,40.80556568200249,27.01419131031748
2019-06,49.31886856251957,35.38658496953126
2019-07,47.00842618631218,36.77851623461539
2019-08,52.40027794757034,34.015230761363654
2019-09,48.58141659471882,36.11977784701492
2019-10,52.23237979664523,38.55943307058827
2019-11,52.41682911234315,42.95859067826087
2019-12,59.290701250076296,46.56646496785717
2020-01,48.85114846850114,45.83929644647888
2020-02,32.75579931370418,33.4805196701389
2020-03,33.977084410262435,16.51573973835618
2020-04,37.69711683500137,31.13765267162161
2020-05,39.603267863311785,36.913133996
2020-06,34.304548155634016,38.90831643750001
2020-07,38.86345103206883,46.49921472077922
2020-08,46.99358363254256,56.02157691025642
2020-09,43.44811618032336,49.48102152341774
2020-10,29.601625744485855,45.06877626062498
2020-11,38.081291707309695,60.242525666049374
2020-12,41.10760404651921,65.43734311036589
2021-01,32.488688173684736,62.9815793801205
2021-02,24.472363710675936,66.67009821726194
2021-03,32.97073932640973,73.41405775294119
2021-04,28.1359589379111,81.63294445872094
2021-05,30.15800508878424,81.89115024712646
2021-06,40.60159201524476,85.02866856136362
2021-07,38.51282989302647,88.54694326067418
2021-08,37.049424854723625,93.06939241333336
2021-09,35.729142433145554,83.10889503956042
2021-10,58.53173272487393,94.98336628043478
2021-11,34.3485700254748,92.53445716290324
2021-12,38.38163730168851,100.24662386117024
2022-01,46.66978380932056,88.76622089526316
2022-02,37.39721045356988,82.2516110046875
2022-03,48.08840185246026,88.26079588608249
2022-04,59.50792574238291,70.95946663979593
2022-05,64.89388026160425,70.66748653484846
2022-06,64.05804002080919,55.956027253000016
2022-07,60.126969472016434,69.63323556930693
2022-08,52.445238377458914,61.99185034950983
2022-09,54.5016242364865,46.57219422330099
2022-10,80.88839244895716,57.91568076153848
2022-11,95.99053342232476,66.02858637952383
2022-12,97.85361860302262,55.95490566462262
2023-01,90.64790780324134,65.17035245327105
2023-02,87.7571877858374,60.44592740324075
2023-03,88.50312555195872,65.8054511298165
2023-04,103.67174593289116,67.8203309686364
2023-05,93.84438864003432,68.01169368243245
2023-06,103.03768180375444,78.25797785089283
2023-07,86.84128822031272,83.38592259601769
2023-08,90.14705276303545,79.69491617412284
2023-09,80.10887179606895,70.52700782173915
2023-10,78.98332529812846,66.23701583663792
2023-11,77.91929191851821,80.79761455641025
2023-12,89.90561108884974,88.3232875245763
2024-01,109.48829915315966,90.59356428571432
2024-02,119.52510246653549,99.68024073583332
2024-03,128.22690409531083,105.35054632190084
2024-04,122.48484432037544,96.31204311598364
2024-05,115.18596933760298,105.3192694418699
2024-06,112.5322785355507,111.73528231935484
2024-07,93.38300231459044,113.27065419640002
2024-08,101.6850618857581,117.45439428849208
2024-09,93.89153270287404,121.24216003818896
2024-10,74.04933759315313,118.21647296757808
2024-11,72.32356162766156,130.05871449496124
