Date,rate_PEP_5D,rate_VOO_20D
2015-01,-0.4381712570190266,-1.5188475036620908
2015-02,4.442984199523936,3.807125676473011
2015-03,0.4120903959274447,0.98696698379519
2015-04,-0.1780725746154732,1.74660570678713
2015-05,1.0541833909352816,2.4455445861816694
2015-06,-1.6040258947099817,0.0477582223074923
2015-07,1.5433055062294088,2.036055038452167
2015-08,-2.3740915366278648,-4.4349642215304685
2015-09,0.2077579303741528,-6.094779649353022
2015-10,8.516365395979463,2.297220499212105
2015-11,5.697668357849128,2.3988732376098776
2015-12,5.633196612431468,0.3434891650860194
2016-01,4.626920615060004,-4.526560721261141
2016-02,2.7549359443664656,-4.44777983500162
2016-03,8.098716577053079,2.171915580749517
2016-04,8.017693288242134,2.324660287296098
2016-05,5.656600250032229,3.9153736911349935
2016-06,11.056579093732344,4.007239310816724
2016-07,13.59915385379793,7.591767125701909
2016-08,11.466697070167186,7.342808639526388
2016-09,12.992603999744778,7.017385023637268
2016-10,10.806197858727518,4.798145944346555
2016-11,3.813198380788174,8.494423987070721
2016-12,8.360774875488296,10.39031858886721
2017-01,7.144206415029686,11.902451881115253
2017-02,13.684434411366798,15.760168379889606
2017-03,15.477413131305152,15.283769522258227
2017-04,16.383156257760966,15.934806152080672
2017-05,20.333458366012596,16.994690970611572
2017-06,18.238805483787317,17.136478060322435
2017-07,18.795201483845723,18.97368707942966
2017-08,18.157329471356952,18.72021757229893
2017-09,13.239099253373986,20.554425218694373
2017-10,11.691547199249277,22.72430293535505
2017-11,18.513532098028417,25.801401592254656
2017-12,21.434016839104757,26.69476576892751
2018-01,21.279819339952976,32.97909335548
2018-02,10.130599887554473,27.216448475959982
2018-03,10.110833840560908,23.439748370361336
2018-04,1.638040562792531,23.331212883181696
2018-05,1.8631631361643477,25.71672497449604
2018-06,10.55224883474306,26.031401148241628
2018-07,16.491085164590324,29.88567394273933
2018-08,13.12209219207765,33.36299187232123
2018-09,13.563918881789494,33.391901608176866
2018-10,13.872801130741207,23.634878645389644
2018-11,23.24647908123336,25.43081230751674
2018-12,12.160446202725804,13.860621407177987
2019-01,14.147232520599374,22.54733508682252
2019-02,17.812848920934353,26.049383154925177
2019-03,24.46086639433642,27.937571606709422
2019-04,29.55975528601882,32.513792321690985
2019-05,28.964473446740048,23.55287782584297
2019-06,32.51415443066685,31.70748620452884
2019-07,28.577133201803505,33.02751332432885
2019-08,37.00545692597777,30.28606304570249
2019-09,37.66219340350712,32.31782778049337
2019-10,37.08258968644225,34.65149024071128
2019-11,35.12828807907107,38.900640011723866
2019-12,36.32312342234128,42.37570163926922
2020-01,41.04545522160685,41.6213298897282
2020-02,30.51977182660785,29.542761044093545
2020-03,19.02754690372945,12.971121305108092
2020-04,30.805205781437795,27.260393230027425
2020-05,29.62597531220408,32.88550502869578
2020-06,30.86320573801069,34.81824201509849
2020-07,35.718739374833966,42.17244092178345
2020-08,37.56075710843958,51.402022043642816
2020-09,36.57276326648167,44.99919717734202
2020-10,30.819487060600625,40.687995628464414
2020-11,41.05739727322262,55.41064550505745
2020-12,45.46092474412266,60.4111426080155
2021-01,33.41982678227813,57.97927641873748
2021-02,25.78053183761597,61.51733154683432
2021-03,38.408532989953706,68.00669573653373
2021-04,40.54506475993564,75.92917796444584
2021-05,43.67398802463826,76.11248084669846
2021-06,44.386551808369326,79.09257118360304
2021-07,52.34694116778376,82.44036683349611
2021-08,51.15827888936173,86.77097221035427
2021-09,45.75349984457435,77.0618804635769
2021-10,55.99094526024327,88.49489884139831
2021-11,53.571562644277314,86.06097637049356
2021-12,67.37684840415508,93.48971230738024
2022-01,66.41016842425147,82.32636502660708
2022-02,56.31584117516706,75.96183581016804
2022-03,60.18809207114308,81.72841300270774
2022-04,63.61591134433533,64.93004271397966
2022-05,59.17396963411967,64.61973218773738
2022-06,58.59209065913107,50.39307061884956
2022-07,65.79385102707408,63.58334982001264
2022-08,62.53288341378656,56.17966876122262
2022-09,54.42399658377628,41.27471276741841
2022-10,71.0892288213228,52.22624376895304
2022-11,74.03472316873076,60.024546459198014
2022-12,69.78509888139706,50.26394962444503
2023-01,60.05969985420852,59.16942294420515
2023-02,61.78302996305987,54.60519630154699
2023-03,70.46324348514558,59.7658214025879
2023-04,77.75298466586122,61.69379002501234
2023-05,69.06515456753152,61.8600094653859
2023-06,72.22651203351809,71.72742466143266
2023-07,73.59802710969632,76.6609663747641
2023-08,65.25216130992344,73.06739635838102
2023-09,56.798971842891774,64.21149253398968
2023-10,50.58493537400148,60.056257856422505
2023-11,55.88652152729034,74.10482224019368
2023-12,56.79742549087805,81.34791445306901
2024-01,55.05556309880344,83.50702524996672
2024-02,52.77103942881405,92.24761164099893
2024-03,61.201442711796105,97.6881552911486
2024-04,61.49172143240735,88.93484546735647
2024-05,58.19847959588704,97.6002393822921
2024-06,51.61500156405905,103.75723126114558
2024-07,58.26766382108885,105.20664494639428
2024-08,57.94549186559826,109.2004601401305
2024-09,56.03458404880459,112.8171300705732
2024-10,51.92393492719507,109.86679919587463
2024-11,49.09255411507289,121.24140841115316
2024-12,40.18972882783118,120.68565344843591
