Date,rate_RKLB_5D,rate_VOO_20D
2020-11,-0.497499990463246,-0.5132004631890155
2020-12,1.0324919705390956,4.487266259347294
2021-01,2.861734712362285,2.05538515154808
2021-02,0.9684261274337967,5.593425269449035
2021-03,11.265652598142628,12.082834153063835
2021-04,-2.7819237885475023,20.005316158342858
2021-05,-6.978228831529599,20.18858963751996
2021-06,2.2096947563489344,23.168709104627844
2021-07,-4.856844938468907,26.51647559345036
2021-08,-5.6414071530428656,30.84706631755828
2021-09,52.2407992120584,21.137988894948485
2021-10,29.16393317149237,32.570992793216
2021-11,43.28386381810054,30.137113191438125
2021-12,8.916988941192638,37.56584905366464
2022-01,-20.22012869766353,26.402515716762217
2022-02,-14.876208068651298,20.037944385217976
2022-03,-27.268333588202783,25.804521722928463
2022-04,-31.94826402741984,9.006165429203428
2022-05,-55.12294069645402,8.695854785219858
2022-06,-62.15298908942085,-5.530820513853357
2022-07,-49.93038834711637,7.659444956567555
2022-08,-38.5655033491798,0.2558049355408087
2022-09,-53.22695934701957,-14.649191830644064
2022-10,-39.147466990270594,-3.697647224929298
2022-11,-48.74991917205773,4.100668880966005
2022-12,-52.30199141592449,-5.659927870293792
2023-01,-34.80218324361527,3.2455319531131366
2023-02,-39.901364280692455,-1.3186946268466857
2023-03,-44.79743273173968,3.841957147424495
2023-04,-45.05031781364256,5.769899248959369
2023-05,-34.136455106869334,5.936118687941367
2023-06,-12.517037075346147,15.803573289113013
2023-07,7.905781742243212,20.737088741237294
2023-08,-7.782391606133309,17.14353173571694
2023-09,-35.85689747279882,8.287614938578024
2023-10,-37.1362277252674,4.132380250870391
2023-11,-33.9152254028132,18.180944624688912
2023-12,-15.54153325151173,25.42403682779416
2024-01,-25.50566160699128,27.583160376995743
2024-02,-28.524447825373656,36.32372135020021
2024-03,-35.309260145891265,41.764303005483406
2024-04,-40.06150648944321,33.01096777758885
2024-05,-29.35412332793257,41.67636173764169
2024-06,-21.67677751630676,47.83335355414885
2024-07,-13.85884131539903,49.28276723100584
2024-08,3.5549671702233,53.276582416493646
2024-09,60.67554562343658,56.89325233882793
2024-10,75.44134662205349,53.94292145615713
2024-11,343.08967849349494,65.31753066359627
2024-12,307.6368260055009,59.169350307386686
2025-01,358.2179781661171,63.98526820797911
2025-02,218.45871046835973,60.24597677770221
