Date,rate_V_5D,rate_VOO_20D
2015-01,-2.113767525672905,-1.5188015899658236
2015-02,4.799990818659472,3.80712582143148
2015-03,-0.8440524144172512,0.9869720630645727
2015-04,0.2629910488128661,1.746598487854012
2015-05,4.353200807889301,2.4456059939066632
2015-06,1.2705099476405524,0.047791912623829
2015-07,13.17094671869279,2.036095389366155
2015-08,5.807643948449037,-4.43492938656277
2015-09,3.1009700077056834,-6.09476446762084
2015-10,14.38734550545433,2.297216133811264
2015-11,15.697089145660414,2.3988375663757555
2015-12,12.262369274139417,0.3434724391057075
2016-01,7.139853801454832,-4.52653036608014
2016-02,3.8384749435425034,-4.447768793741858
2016-03,9.217195281028756,2.1719354686737136
2016-04,9.642316341624536,2.3246796336454656
2016-05,11.580868796030709,3.915392471313473
2016-06,4.242989884426729,4.007255647358154
2016-07,9.422142542839062,7.591773106384281
2016-08,13.105286044529516,7.342824876694465
2016-09,14.963227385954436,7.0174013571305816
2016-10,14.019681435128929,4.798180807030716
2016-11,6.550060037930816,8.49442013645174
2016-12,7.330707920532231,10.39034309234621
2017-01,13.383204007955696,11.902457661261945
2017-02,20.244651573605022,15.760184293111168
2017-03,20.726420787266346,15.283813753945497
2017-04,23.142086093244885,15.934821229605856
2017-05,27.954233219909685,16.99471495513918
2017-06,25.09742896516862,17.136492409983006
2017-07,31.96587878358365,18.973692159175883
2017-08,36.36266726534296,18.72022180106423
2017-09,37.51128608602636,20.55449170236028
2017-10,42.55357949948993,22.72432370169504
2017-11,44.93684304459891,25.80142199261985
2017-12,45.57599113546837,26.69478594785124
2018-01,57.25898404211747,32.979069233743786
2018-02,54.39545193853135,27.2164681277153
2018-03,48.9441727666855,23.439707221412664
2018-04,56.72302523747887,23.33122409820556
2018-05,60.301925248827246,25.716744349343458
2018-06,60.9859828287169,26.03137788160459
2018-07,64.75199381967025,29.88566774680399
2018-08,75.65878485599096,33.36300208740235
2018-09,77.7800407089565,33.39186987304687
2018-10,61.76007438335014,23.63490628554974
2018-11,65.20671906614304,25.430840008894616
2018-12,52.53770483149316,13.86061603452722
2019-01,54.98342111877441,22.5473464239502
2019-02,69.03883800237321,26.0493945097082
2019-03,76.80926146903406,27.937582300039445
2019-04,84.58249554961583,32.51378674949792
2019-05,79.85381624631532,23.55287235740382
2019-06,91.93667699598836,31.707472484241865
2019-07,95.16007570062366,33.02754796763831
2019-08,96.8171700233326,30.286064955861946
2019-09,85.65639026773388,32.31778964338632
2019-10,91.50108967305847,34.651476207151255
2019-11,96.27286554616296,38.9006102930705
2019-12,98.28100229569732,42.3757197860968
2020-01,108.2367417606231,41.62131624111054
2020-02,88.92145660037085,29.542731723603755
2020-03,66.20035862946511,12.97110064816478
2020-04,83.27693392991287,27.260364957486672
2020-05,99.18035881736064,32.885476814616844
2020-06,95.60584229312728,34.81821459015804
2020-07,91.4023347798516,42.17244464279624
2020-08,111.92486348801766,51.402041102202055
2020-09,98.3893927770342,44.99918575254169
2020-10,78.99646991729739,40.68799932184355
2020-11,106.17989583280352,55.41067915439606
2020-12,112.86023934926072,60.41116120774779
2021-01,86.72895958462279,57.97926499248196
2021-02,104.20972640635172,61.51737988393149
2021-03,102.17455500803494,68.00671408452487
2021-04,121.51221251945992,75.92918129036643
2021-05,114.3719732460609,76.11246977282795
2021-06,119.0219906587239,79.09253081319304
2021-07,129.2087386851311,82.44035569238666
2021-08,111.96416634067488,86.7709610937613
2021-09,104.75592428858688,77.06186918370317
2021-10,93.42926984460674,88.49487328430546
2021-11,76.27670712580002,86.06097938274205
2021-12,96.1416656379251,93.4897294299855
2022-01,103.5004918002639,82.3264101256437
2022-02,93.6103616167266,75.9618385070275
2022-03,97.61205493588882,81.728387926015
2022-04,88.83990655131824,64.93005906531518
2022-05,87.36666051186457,64.61972106213041
2022-06,72.99886409675685,50.39305961583735
2022-07,85.48511168148207,63.58332517051699
2022-08,73.21857359445222,56.17967151494181
2022-09,54.16750440313463,41.2747018233766
2022-10,79.06626336605673,52.22623284374035
2022-11,87.12011241332691,60.02454903101921
2022-12,78.2962336160719,50.26395207489642
2023-01,96.65629055646,59.16942527576372
2023-02,87.30846438205606,54.60519860955444
2023-03,91.11266065895084,59.76581041236879
2023-04,96.3197562830708,61.69377905296098
2023-05,85.91629570882462,61.859985316482245
2023-06,98.81518270733288,71.72745316062856
2023-07,98.065355256154,76.66095545497309
2023-08,104.09186818716869,73.06741158454533
2023-09,90.14718553003276,64.21149477638389
2023-10,93.48142903479462,60.05628591797733
2023-11,110.7064897694058,74.10482435586718
2023-12,112.68261506848818,81.34791660560819
2024-01,122.14712893440942,83.5070400890697
2024-02,129.03969060000858,92.24760097008784
2024-03,125.01445940371924,97.68817000150682
2024-04,115.5093221584084,88.93486004726445
2024-05,117.9724690998814,97.60024138661436
2024-06,109.00102493259598,103.75723319469952
2024-07,110.58898616448762,105.2066468632797
2024-08,118.5150519210946,109.2004620406322
2024-09,116.38534024358198,112.817131954969
2024-10,127.0590838428145,109.86680106443517
2024-11,146.11191207593285,121.24141026414236
2024-12,145.64012266414426,115.09322990032858
2025-01,164.36642514713475,119.90914779344152
2025-02,179.5746384917469,116.16985635580671
2025-03,151.95400293067195,99.78525797523992
