Date,rate_XOM_5D,rate_VOO_20D
2015-01,-3.652120731353736,-1.518829010009759
2015-02,-1.4262879962921082,3.8071451975504766
2015-03,-4.974905945777874,0.986967510223402
2015-04,-1.2958520812988206,1.7466516174316604
2015-05,-3.0744483893712204,2.44560931650799
2015-06,-4.966878339222491,0.0477733851841577
2015-07,-8.868648201227181,2.036083360672003
2015-08,-11.569070248285918,-4.434930579291441
2015-09,-11.08472820453642,-6.09475030059814
2015-10,0.0302292235981438,2.297229003212675
2015-11,-0.710923244317363,2.398860425949101
2015-12,-5.2211622556539545,0.3434664230346884
2016-01,-4.960752720696582,-4.526533323560433
2016-02,-0.8041980645497548,-4.447762605285632
2016-03,3.38196835696698,2.171950804233558
2016-04,9.118644835528222,2.3246773784862063
2016-05,10.214916655540485,3.915391363779719
2016-06,15.439515998338392,4.007256050912966
2016-07,8.7835857085228,7.59179256324769
2016-08,7.2115498328436,7.342787458147315
2016-09,7.048317206122667,7.017373407537297
2016-10,1.8975282256084915,4.79815247842541
2016-11,7.585596884727486,8.494469037373875
2016-12,10.89835275360107,10.390334367675802
2017-01,2.644149188408496,11.902439647381136
2017-02,0.3394033383263606,15.760203567504892
2017-03,1.08671686363222,15.283832884924765
2017-04,0.5854390189072411,15.934804453093433
2017-05,0.0539168682098578,16.994753672027606
2017-06,0.314108137130753,17.136476968088466
2017-07,-0.6229304903149546,18.973703663110754
2017-08,-4.306470889351576,18.72023411698776
2017-09,2.875953473596016,20.554468428443464
2017-10,4.509362440599718,22.724300657871808
2017-11,5.243334924380005,25.80142586898806
2017-12,5.523645927996257,26.694807204375405
2018-01,9.92843574157516,32.97909932809129
2018-02,-3.932217744533817,27.21648872316802
2018-03,-5.262828234815586,23.43973580589296
2018-04,-1.1133584014613396,23.33122667898784
2018-05,4.408811836378934,25.71675584411624
2018-06,6.189156094129711,26.03140635503727
2018-07,4.501069500576382,29.88568756224894
2018-08,3.764265372636588,33.36298796166315
2018-09,9.93618066791868,33.39187223998361
2018-10,2.8048079306825624,23.63489168710913
2018-11,3.518080922961242,25.430833820819853
2018-12,-11.31682072141218,13.86064310611026
2019-01,-4.511446350517256,22.54734835617068
2019-02,4.132426905949926,26.049387905794053
2019-03,6.348713025936736,27.937576118762685
2019-04,5.514914422125194,32.513796864347654
2019-05,-5.975308508661048,23.55289033706103
2019-06,1.8801467592066023,31.70745795537775
2019-07,-1.1747808139664695,33.02751707594736
2019-08,-7.798314319945209,30.28605050846572
2019-09,-4.804596750818446,32.31786339306009
2019-10,-8.79292706673831,34.65150968053785
2019-11,-6.836071956952406,38.9005958554586
2019-12,-4.481223197030237,42.37575276134056
2020-01,-14.93158329277653,41.62130142999465
2020-02,-28.31881478355043,29.542763843354724
2020-03,-46.81586559823154,12.9711244440079
2020-04,-34.022526172858,27.26038080420863
2020-05,-33.567708565581924,32.88547711667149
2020-06,-34.20183865352174,34.818198623201745
2020-07,-37.58775803842263,42.17249052922867
2020-08,-39.07828309403294,51.40199397211491
2020-09,-47.141942418766,44.99919985002792
2020-10,-49.10150828701341,40.68796770230148
2020-11,-38.32955579086144,55.410647634930086
2020-12,-32.78856073814548,60.41112986922592
2021-01,-26.42197273974805,57.97921881866457
2021-02,-8.848470903460171,61.5173638260905
2021-03,-6.336204190944351,68.00669787537426
2021-04,-3.929955767284732,75.92919450021722
2021-05,-0.5977895652942045,76.11246786577274
2021-06,7.375980342201061,79.09255813444113
2021-07,-2.095257270133477,82.44038278598786
2021-08,-5.857502163039308,86.7709303221526
2021-09,1.652436051868822,77.06185300408339
2021-10,11.340155064284096,88.49487127042106
2021-11,4.581786509071084,86.06097746585665
2021-12,6.880123567839247,93.48971360635196
2022-01,32.51517371147732,82.32640839598902
2022-02,37.856403834912975,75.96183700877224
2022-03,44.71376920415055,81.72837260818484
2022-04,48.8410221328414,64.93007183272115
2022-05,68.68095611891218,64.61973378940158
2022-06,49.78540519363279,50.39307220291307
2022-07,68.87793516475223,63.58333772029048
2022-08,67.44743225311977,56.17967041015628
2022-09,52.30538201848496,41.274687355528506
2022-10,92.51705648379075,52.22624538317231
2022-11,94.0031309671104,60.02453448216123
2022-12,91.23127900063623,50.26395130023762
2023-01,100.18198117148148,59.16942450900955
2023-02,90.15852938959333,54.60518447182396
2023-03,88.81210762146952,59.76582296676638
2023-04,102.741572165357,61.69376519609207
2023-05,75.72778057723887,61.859997924655104
2023-06,83.65547851515281,71.727439305574
2023-07,82.82722205445401,76.66096787878185
2023-08,90.29032724388668,73.06742394816084
2023-09,100.29811783982224,64.21148111192237
2023-10,79.4859545294236,60.05625946159008
2023-11,75.08228467747901,74.10482374530369
2023-12,69.70254846678745,81.34791588809513
2024-01,73.82761309659264,83.50702667194716
2024-02,77.67711393735217,92.24761305016872
2024-03,96.80301634799582,97.688169357981
2024-04,99.35674727418784,88.9348467973017
2024-05,98.40141758531438,97.60024075437848
2024-06,93.95780771156808,103.75723262130076
2024-07,98.96651149040254,105.206646294824
2024-08,98.62799169244522,109.20046147703518
2024-09,96.59910812883057,112.81713139614816
2024-10,95.03070898502416,109.86680051031033
2024-11,97.82239998481276,121.2414097146352
2024-12,79.66549356994157,115.0932293553628
2025-01,77.77892301447666,119.90914725294267
2025-02,85.1641297644096,120.24751725024716
