Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,2154.4,72.6,2.7,9.2,22.2,26.7,25.8,90.4,303.8,510.8,1239.2,5467.4,2972.5,-10.6,1.2,2684.8,605.0,2249.9,5.0,5.0,5.0,18.0,-10,0.2
2,BTC-USD,Unknown,7919.0,87.9,6.6,7.2,12.3,16.2,40.4,98.9,191.8,232.6,616.0,7339.5,9014.3,-11.6,1.1,7641.3,1658.7,8015.2,1.0,1.0,4.0,8.0,0,4.4
3,AMD,Technology,783.5,44.7,0.0,11.8,27.1,26.2,8.8,-5.6,4.7,3.2,84.2,1080.5,1791.0,-31.6,1.2,2341.8,1271.6,878.9,8.0,8.0,6.0,10.0,13,21.4
4,TSLA,Consumer Cyclical,2832.4,86.2,-0.1,-2.2,-0.7,-7.6,3.7,9.1,6.7,0.4,353.0,770.0,3296.9,-60.2,1.2,2239.8,476.7,2927.9,3.0,3.0,7.0,20.0,11,21.6
5,ETN,Industrials,119.0,81.3,-2.9,3.0,6.3,8.1,4.8,7.9,29.1,62.4,106.4,154.3,150.6,-18.6,1.2,137.1,33.4,215.2,22.0,24.0,31.0,45.0,-10,23.4
6,AVGO,Technology,169.1,90.0,-0.2,3.7,17.2,23.1,39.5,84.0,166.0,272.8,423.3,734.4,190.0,-19.8,1.2,104.8,17.7,264.6,16.0,19.0,35.0,50.0,0,34.0
7,DOGE-USD,Unknown,5420.6,37.4,5.2,12.0,6.7,-10.7,14.2,50.3,66.1,702.2,2636.0,2919.3,14539.2,-31.9,1.6,11383.1,4332.3,5484.7,2.0,2.0,2.0,4.0,33,35.8
8,LLY,Healthcare,159.7,55.2,1.0,-2.6,-5.3,-9.0,-13.5,-8.0,17.0,102.3,200.4,372.4,311.6,-27.3,1.2,392.7,132.6,255.8,17.0,20.0,14.0,31.0,17,39.6
9,AAPL,Technology,191.7,64.7,-1.2,1.6,-5.7,-10.8,-13.8,-15.1,-15.9,-10.1,40.8,155.8,307.5,-20.9,1.1,371.0,136.6,287.2,14.0,16.0,16.0,30.0,20,41.2
10,NFLX,Communication Services,187.2,82.0,-3.5,-2.2,1.8,14.2,36.8,77.5,146.3,134.3,139.1,355.4,229.0,-3.3,1.6,136.7,25.6,283.3,15.0,17.0,32.0,46.0,15,46.2
11,MSTR,Technology,1388.3,70.9,5.4,12.0,14.2,24.5,80.9,349.1,783.4,946.2,1514.7,1791.8,1984.7,-66.9,1.4,1043.3,125.5,1483.7,6.0,6.0,9.0,32.0,30,47.0
12,XRP-USD,Unknown,457.1,50.9,8.7,16.6,14.3,7.8,152.9,240.6,323.0,351.7,447.3,433.7,954.0,-58.7,2.1,601.8,148.4,521.3,9.0,9.0,11.0,29.0,30,47.4
13,AMAT,Technology,63.9,31.7,3.5,8.8,17.0,15.9,4.8,-3.0,8.6,19.6,76.5,196.7,253.7,-24.1,1.5,311.0,227.8,159.4,29.0,31.0,18.0,25.0,23,48.6
14,SOL-USD,Unknown,2574.5,31.4,2.3,3.8,5.3,-2.5,-4.3,107.9,266.9,1310.0,0.0,0.0,8255.5,-24.9,1.2,10692.2,5132.9,2574.5,4.0,4.0,3.0,3.0,46,49.4
15,MSFT,Technology,66.5,37.4,1.5,2.1,6.1,12.3,10.6,7.4,16.2,25.2,67.1,235.0,196.5,-11.1,1.2,188.1,119.5,162.0,28.0,30.0,26.0,33.0,20,50.0
16,COST,Consumer Defensive,209.8,85.1,-1.0,-5.2,-12.5,-9.7,-5.2,7.4,16.8,41.1,75.6,158.3,249.1,-14.0,1.1,206.5,44.0,306.0,13.0,13.0,21.0,42.0,24,50.2
17,CAT,Industrials,68.2,62.3,2.7,6.6,13.9,11.2,7.2,7.2,16.7,33.7,50.6,88.4,120.5,-18.2,1.3,121.7,41.0,164.4,26.0,29.0,34.0,43.0,20,55.0
