Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,TSLA,Consumer Cyclical,2330.9,81.6,-1.1,6.3,0.3,-0.7,5.3,12.2,9.6,0.6,346.2,788.2,2869.1,-53.7,1.2,2098.4,475.5,2413.5,3.0,3.0,4.0,15.0,3,11.0
2,COST,Consumer Defensive,199.3,85.7,3.6,-1.2,-8.0,-9.7,-5.7,5.4,15.8,39.3,72.8,157.7,232.7,-0.6,1.1,196.1,41.5,281.9,14.0,15.0,17.0,41.0,4,29.6
3,AMD,Technology,291.2,43.6,-4.7,12.3,31.3,44.0,29.2,12.4,25.2,24.6,115.3,1294.7,694.9,-20.3,1.3,871.5,496.2,373.8,10.0,10.0,7.0,14.0,20,31.0
4,DOGE-USD,Unknown,6009.0,41.5,-0.5,14.9,13.9,6.0,20.4,57.4,77.5,690.6,2796.1,3158.5,14530.4,-37.1,1.6,10472.9,3794.9,6091.6,1.0,1.0,2.0,6.0,30,33.2
5,NVDA,Technology,697.6,75.1,-1.9,7.3,21.1,32.3,36.0,98.0,317.2,545.1,1338.7,5962.4,942.7,-42.5,1.2,799.7,164.5,780.2,6.0,6.0,8.0,24.0,20,33.6
6,MSFT,Technology,67.1,37.7,-0.6,0.5,6.6,11.6,10.8,7.3,16.1,25.4,67.7,238.6,196.5,-11.1,1.2,186.6,117.0,166.7,22.5,26.5,18.5,27.5,10,34.5
7,MSFT,Technology,67.1,37.7,-0.6,0.5,6.6,11.6,10.8,7.3,16.1,25.4,67.7,238.6,196.5,-11.1,1.2,186.6,117.0,166.7,22.5,26.5,18.5,27.5,10,34.5
8,BTC-USD,Unknown,701.1,92.8,-0.9,3.2,5.3,12.9,33.5,87.2,177.3,212.3,597.0,7181.5,758.8,-48.0,1.3,567.4,98.6,783.7,5.0,5.0,9.0,32.0,20,36.6
9,LLY,Healthcare,109.1,38.1,-4.1,-18.2,-22.0,-27.8,-30.4,-31.1,-13.4,51.3,123.7,259.5,307.4,-12.8,1.2,560.6,256.1,191.7,19.0,20.0,10.0,18.0,20,37.0
10,MSTR,Technology,1441.7,65.6,-0.5,3.8,1.1,13.5,55.8,285.8,657.4,809.7,1353.1,1627.0,2218.1,-41.5,1.4,1373.1,197.0,1524.3,4.0,4.0,5.0,22.0,30,41.4
11,AVGO,Technology,121.0,94.3,5.6,6.2,16.7,31.8,49.9,96.5,183.4,302.4,471.6,825.2,130.2,-31.6,1.2,60.4,7.7,203.6,18.0,18.0,29.0,47.0,10,41.8
12,SOL-USD,Unknown,2704.7,33.0,0.2,8.1,6.7,7.1,1.4,97.4,283.3,1052.0,0.0,0.0,8255.5,-24.9,1.2,10008.4,4946.7,2704.7,2.0,2.0,3.0,3.0,40,42.6
13,ETN,Industrials,100.0,77.4,-16.4,-4.3,1.2,7.5,4.4,5.9,25.6,58.6,103.8,153.5,132.3,-10.4,1.2,126.9,32.8,182.6,20.0,22.0,23.0,42.0,15,44.8
14,XRP-USD,Unknown,554.7,60.9,1.9,25.3,35.6,36.0,167.3,307.4,408.5,445.9,588.9,571.6,952.2,-63.5,2.0,511.2,104.3,637.3,8.0,8.0,11.0,31.0,30,47.8
15,ETH-USD,Unknown,543.3,32.7,0.5,27.8,53.0,58.9,44.8,37.6,54.2,103.3,624.8,610.4,1802.9,-69.7,1.3,1276.5,823.4,625.9,9.0,9.0,6.0,11.0,40,49.2
16,WMT,Consumer Defensive,64.0,73.8,10.4,2.5,-1.5,-1.1,6.8,27.0,37.4,47.4,54.1,79.9,93.5,-19.3,1.4,45.4,6.4,146.6,26.0,28.0,35.0,48.0,16,53.0
17,ENPH,Technology,605.5,7.2,-0.1,-13.7,-23.6,-37.2,-55.2,-78.1,-99.0,-113.0,-64.2,377.5,8418.5,-1.9,1.4,32365.7,52825.4,688.1,7.0,7.0,1.0,1.0,50,53.4
18,VST,Utilities,251.6,78.9,-2.2,0.7,14.1,26.9,51.8,185.5,356.9,565.0,596.0,660.5,337.1,-68.6,1.3,174.0,11.1,334.2,11.0,13.0,20.0,46.0,30,57.2
19,WM,Industrials,15.3,29.5,4.2,0.6,-6.0,-6.7,-4.0,-3.7,-6.8,1.8,3.5,30.4,68.6,-7.0,1.4,143.6,97.0,97.9,39.0,39.0,22.0,33.0,25,58.2
20,AVAV,Industrials,69.8,70.4,-1.5,2.0,21.3,43.4,35.6,51.2,76.6,102.7,122.5,269.9,129.9,-73.4,1.4,38.1,1.0,152.4,25.0,25.0,37.0,52.0,20,58.2
21,PANW,Technology,29.3,29.8,-1.5,-11.4,-16.3,-16.3,-15.5,-12.8,0.5,42.0,102.5,202.1,155.4,-24.3,1.4,300.8,174.0,111.9,38.0,36.0,14.0,23.0,37,63.8
22,NFLX,Communication Services,79.5,82.1,0.6,-5.0,-7.8,1.2,22.7,60.2,115.5,117.2,119.7,319.6,104.5,-35.2,1.6,49.0,4.3,162.1,24.0,24.0,34.0,50.0,28,64.4
23,NTRA,Healthcare,32.6,9.3,0.7,-4.9,-13.6,-13.6,-8.4,35.2,70.2,57.7,137.8,418.9,630.1,-29.0,1.6,463.2,264.9,115.2,36.0,34.0,12.0,17.0,44,67.2
24,TMDX,Healthcare,149.7,60.0,-3.3,-7.2,-5.8,22.0,13.5,18.1,22.4,157.3,207.3,207.3,293.6,-66.0,1.4,221.8,62.9,221.2,16.0,17.0,15.0,36.0,48,72.0
25,LIN,Basic Materials,-3.1,5.7,5.7,-0.7,-4.3,-5.5,-6.7,-12.2,-12.4,-4.1,8.4,38.0,55.1,-6.6,1.5,0.0,588.8,79.5,45.0,46.0,72.0,13.0,35,72.8
