Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,BTC-USD,Unknown,7461.9,82.8,-3.1,1.3,10.5,9.5,31.4,90.8,168.5,211.6,550.3,6544.2,9014.3,-11.6,1.2,7954.7,1816.4,7547.7,1.0,1.0,4.0,6.0,0,3.6
2,TSLA,Consumer Cyclical,2668.1,93.1,-3.9,7.3,14.2,4.8,25.8,26.9,25.3,28.4,425.5,877.0,2869.1,-53.7,1.2,1741.9,337.6,2740.1,3.0,3.0,6.0,14.0,0,8.0
3,ETN,Industrials,114.9,78.9,-0.5,1.5,8.8,2.1,-2.6,4.8,24.8,53.2,92.5,130.9,150.6,-18.6,1.2,139.8,34.9,200.5,20.0,25.0,23.0,41.0,-7,23.0
4,NVDA,Technology,578.6,63.0,2.5,7.6,13.7,10.3,9.9,69.9,253.9,432.5,1035.5,4566.8,942.7,-42.5,1.2,908.9,211.7,650.6,7.0,7.0,9.0,19.0,20,32.2
5,MELI,Consumer Cyclical,152.0,29.0,-1.6,4.9,19.8,28.5,31.9,43.7,73.7,60.6,155.3,531.6,587.2,-25.7,1.2,372.7,245.8,237.6,17.0,18.5,12.0,16.0,20,35.9
6,LLY,Healthcare,154.4,52.2,-0.6,-6.9,-11.5,-9.0,-14.8,-6.7,18.7,101.1,196.9,354.2,307.4,-12.8,1.2,411.2,142.2,226.3,18.0,17.0,11.0,25.0,17,36.2
7,NFLX,Communication Services,200.3,87.6,-0.9,0.7,18.2,24.2,49.8,90.8,169.7,137.2,141.1,353.4,229.0,-3.3,1.5,120.5,21.5,285.9,14.0,15.0,26.0,47.0,10,39.8
8,COST,Consumer Defensive,245.3,99.2,2.7,-1.5,0.3,4.7,10.3,28.1,39.5,66.1,109.4,199.1,247.3,-14.0,1.1,171.0,29.7,330.9,11.0,12.0,19.0,44.0,15,41.0
9,PANW,Technology,71.6,53.4,-0.7,-0.4,2.8,3.8,6.6,12.2,33.3,89.8,163.0,283.4,155.4,-24.3,1.4,173.6,65.8,143.6,28.0,29.0,18.0,31.0,15,42.4
10,DOGE-USD,Unknown,4696.2,32.4,-2.1,-0.4,-1.1,-19.6,11.3,52.5,65.4,833.1,2569.9,2810.0,14539.2,-31.9,1.7,12590.0,4990.2,4751.8,2.0,2.0,2.0,4.0,41,43.8
11,AMD,Technology,236.3,35.9,-0.2,5.7,8.3,1.5,-13.0,-25.7,-18.8,-20.5,45.9,818.8,694.9,-20.3,1.3,1111.2,681.1,308.2,13.0,13.0,8.0,9.0,34,44.4
12,AVGO,Technology,116.7,99.5,12.3,8.7,23.2,23.5,37.3,77.7,152.6,251.5,385.3,662.0,117.4,-31.6,1.2,49.6,5.9,188.6,22.0,24.0,35.0,49.0,10,45.8
13,MSTR,Technology,1380.4,62.9,-0.5,-5.1,13.5,12.1,67.5,334.5,705.9,843.3,1314.1,1528.1,2218.1,-41.5,1.5,1230.0,168.8,1452.3,5.0,5.0,7.0,22.0,35,47.2
14,WM,Industrials,54.1,63.2,5.5,-2.6,0.6,5.9,7.1,8.5,6.3,17.3,22.3,52.9,91.9,-10.8,1.2,101.8,39.7,139.7,29.0,31.0,29.0,39.0,15,48.4
15,ISRG,Healthcare,47.9,40.7,-1.8,1.0,0.3,1.6,8.8,23.8,45.4,48.6,66.8,198.2,127.7,-6.8,1.2,133.3,60.3,133.5,31.0,33.0,24.0,33.0,20,50.8
16,WMT,Consumer Defensive,94.4,89.6,0.3,-4.5,0.8,3.4,17.2,35.6,45.8,51.3,60.6,83.5,108.4,-26.4,1.4,40.3,5.1,180.0,24.0,27.0,36.0,52.0,15,53.2
17,SOL-USD,Unknown,2561.7,31.2,-1.8,-1.9,4.9,-8.7,-7.3,129.6,256.1,1688.0,0.0,0.0,8255.5,-24.9,1.2,10900.5,4791.5,2561.7,4.0,4.0,3.0,5.0,51,55.2
