Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,1907.5,64.4,8.8,12.6,12.2,7.7,9.9,78.0,262.9,440.5,1034.0,4606.3,2965.6,-10.6,1.2,2930.4,714.7,1990.5,4.0,4.0,6.0,16.0,-10,-0.8
2,BTC-USD,Coin,7314.4,81.2,0.1,7.6,11.9,9.5,32.2,96.0,167.8,217.9,546.5,6449.0,9008.0,-11.4,1.3,7040.4,1636.0,7397.4,1.0,1.0,3.0,8.0,0,4.2
3,TSLA,Technology,3107.0,98.5,14.3,20.7,14.4,5.7,32.1,28.3,22.8,30.3,435.3,864.4,3154.5,-60.4,1.2,1861.0,335.3,3189.9,3.0,3.0,8.0,19.0,0,10.4
4,ETN,Industrials,127.2,85.1,11.6,7.0,11.9,3.4,0.9,9.4,30.7,67.1,112.6,170.4,153.0,-19.7,1.2,126.0,27.8,209.1,28.0,30.0,39.0,52.0,-10,30.2
5,AMD,Technology,764.3,43.8,7.3,14.4,11.9,1.0,-14.4,-26.3,-19.8,-23.2,48.8,819.1,1784.8,-31.6,1.2,2491.1,1315.2,846.2,9.0,9.0,7.0,12.0,24,33.8
6,DOGE-USD,Coin,4945.9,34.2,8.0,25.1,10.5,-12.7,33.2,87.6,99.0,1126.9,3086.1,3347.1,14535.2,-31.9,2.1,9313.8,3810.5,4996.8,2.0,2.0,2.0,6.0,33,36.6
7,AVGO,Technology,162.8,88.2,16.1,15.1,16.1,20.3,32.2,74.1,144.4,254.8,408.7,755.8,188.0,-26.4,1.2,107.3,18.3,244.7,25.0,24.0,43.0,56.0,0,40.8
8,AAPL,Technology,219.5,72.4,5.8,-5.8,-9.8,-9.5,-9.3,-12.0,-11.0,-3.6,51.7,173.8,311.5,-21.3,1.1,333.4,105.7,302.4,18.0,21.0,20.5,37.0,15,41.7
9,LLY,Healthcare,159.7,55.1,-4.9,-13.9,-16.7,-12.6,-18.7,-9.5,16.1,100.2,204.7,380.1,312.7,-27.7,1.2,395.0,124.1,241.5,26.0,25.0,18.0,32.0,17,43.6
10,NFLX,Communication Services,199.3,87.3,1.1,7.7,13.8,23.9,45.8,85.6,159.5,123.2,123.7,318.2,228.7,-3.2,1.6,115.3,20.1,281.1,20.0,23.0,41.0,54.0,10,48.4
11,MSTR,Financials,1276.3,65.4,2.1,9.6,27.6,23.3,95.9,418.0,815.5,964.3,1449.3,1650.4,1990.6,-72.8,1.5,978.1,114.5,1358.1,7.0,7.0,11.0,34.0,30,48.6
12,COST,Consumer Defensive,221.4,94.4,-3.8,-4.8,-2.4,3.0,7.4,24.9,35.8,64.8,109.9,213.8,235.3,-14.2,1.1,164.8,31.4,303.2,17.0,19.0,31.0,50.0,18,51.4
13,XRP-USD,Coin,454.6,52.5,3.2,6.9,5.1,38.1,190.4,250.6,321.0,355.9,409.0,400.4,919.3,-60.0,2.6,420.0,92.5,505.4,12.0,12.0,17.0,40.0,30,54.2
14,MSFT,Technology,80.3,43.7,1.7,4.7,11.4,9.3,4.5,1.1,9.5,16.6,58.4,222.9,198.2,-11.1,1.2,181.7,103.7,161.9,33.0,37.0,29.0,39.0,20,55.4
