Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,BTC-USD,Unknown,7559.4,83.9,3.2,0.0,0.8,6.3,21.1,69.8,159.5,191.0,563.2,7090.8,9014.3,-11.6,1.1,8199.0,1959.9,7663.9,2.0,2.0,5.0,14.0,0,7.4
2,NVDA,Technology,2243.1,75.5,1.3,-1.9,5.3,21.0,24.3,81.1,280.9,507.0,1279.7,5808.3,2972.5,-10.6,1.2,2703.7,602.5,2347.6,7.0,7.0,9.0,27.0,-5,10.4
3,TSLA,Consumer Cyclical,3290.9,99.8,11.7,13.8,19.7,23.4,20.9,37.0,37.4,24.6,440.5,998.8,3296.9,-60.2,1.2,2029.6,348.5,3395.3,6.0,6.0,11.0,33.0,0,17.8
4,ETN,Industrials,116.8,80.0,6.1,1.5,-1.7,3.1,1.5,2.6,20.3,53.2,98.9,149.9,150.6,-18.6,1.2,141.8,36.0,221.3,27.0,32.0,32.0,51.0,-7,31.6
5,AMD,Technology,809.1,46.1,0.5,-7.9,4.3,20.3,13.0,-2.6,7.4,6.1,78.8,1157.5,1791.0,-31.6,1.3,2219.2,1199.5,913.6,11.0,11.0,10.0,20.0,18,32.4
6,DOGE-USD,Unknown,6556.3,45.2,7.4,30.2,49.1,45.8,45.1,102.0,134.0,848.1,3623.6,4182.7,14535.2,-32.8,1.5,10132.9,3554.6,6639.4,3.0,3.0,4.0,10.0,30,36.0
7,LINK-USD,Unknown,1469.9,18.1,-0.1,6.6,52.4,51.7,52.0,54.9,96.7,59.5,830.8,1503.1,8353.4,-49.1,1.3,7354.0,5862.5,1553.0,8.0,8.0,7.0,5.0,30,36.6
8,AVGO,Technology,198.8,94.6,1.4,14.5,24.0,46.5,64.5,122.6,222.0,363.9,565.2,999.2,211.2,-19.8,1.2,110.0,16.9,303.3,19.0,19.0,37.0,56.0,0,37.4
9,LLY,Healthcare,125.4,45.1,2.7,7.9,-7.9,-13.8,-18.3,-21.4,0.1,75.0,162.2,331.4,311.6,-27.3,1.3,465.9,199.9,229.9,25.0,28.0,21.0,37.0,12,41.6
10,ADA-USD,Unknown,1043.4,30.2,0.8,3.6,31.7,20.8,40.8,64.2,73.5,73.6,468.0,458.2,3577.1,-53.7,1.5,2846.1,1439.4,1126.5,10.0,10.0,8.0,17.0,30,42.4
11,SOL-USD,Unknown,3520.7,42.8,5.0,24.3,47.1,51.8,39.9,147.0,434.7,1375.3,0.0,0.0,8255.5,-24.9,1.2,7641.5,3473.7,3520.7,5.0,5.0,6.0,11.0,40,47.6
12,AAPL,Technology,189.6,64.1,-6.6,-2.0,5.2,-1.8,-6.6,-7.8,-9.7,-3.9,48.5,180.7,307.5,-20.9,1.2,368.8,139.5,294.1,21.0,22.0,22.0,38.0,22,50.2
13,XRP-USD,Unknown,545.3,59.9,2.7,3.5,18.7,18.7,112.3,260.9,348.6,390.3,527.7,509.4,950.8,-59.2,1.8,598.0,126.6,628.4,13.0,13.0,19.0,40.0,30,55.0
14,NFLX,Communication Services,162.1,71.2,-8.7,-5.1,-8.4,-3.8,13.6,51.6,102.1,113.0,113.8,312.6,229.0,-3.3,1.5,172.9,37.1,266.6,23.0,24.0,31.0,50.0,21,56.6
15,ETH-USD,Unknown,521.8,31.4,0.5,2.9,47.9,82.2,65.1,58.8,81.2,131.7,763.8,744.1,1807.5,-67.9,1.3,1372.1,890.9,604.9,14.0,14.0,13.0,22.0,40,57.0
16,WMT,Consumer Defensive,62.1,65.7,2.8,0.0,0.2,-2.1,0.7,20.7,30.6,41.9,47.0,72.3,108.4,-26.4,1.4,67.2,12.5,166.6,34.0,36.0,42.0,59.0,13,59.0
17,COST,Consumer Defensive,189.7,77.4,-1.8,-2.5,-6.3,-11.7,-10.7,-2.0,8.7,30.5,61.5,145.0,249.1,-14.0,1.1,237.2,57.0,294.2,20.0,21.0,27.0,48.0,27,59.8
