Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,BTC-USD,Unknown,5508.6,90.4,0.4,1.1,-1.9,2.9,16.7,64.0,152.2,182.4,545.8,6934.6,6095.2,-13.0,1.1,5566.2,1156.3,5606.1,3.0,3.0,5.0,16.0,3,11.6
2,TSLA,Consumer Cyclical,1156.1,69.6,0.8,26.8,33.0,35.6,32.4,53.2,54.6,41.4,486.0,1126.4,1682.4,-49.4,1.3,1262.1,406.0,1253.7,6.0,6.0,12.0,21.0,0,13.2
3,AVGO,Technology,191.9,77.9,-5.8,5.3,9.1,34.3,46.2,98.0,189.1,313.9,485.6,882.1,248.3,-6.9,1.2,178.8,35.3,289.4,18.0,21.0,25.0,42.0,-10,19.6
4,NVDA,Technology,988.7,87.4,0.5,3.7,6.5,26.4,28.3,87.8,300.9,529.2,1317.9,6029.9,1132.5,-11.7,1.2,908.6,162.9,1086.3,8.0,8.0,14.0,31.0,10,28.4
5,DOGE-USD,Unknown,4662.2,41.3,1.1,4.5,20.4,13.6,11.4,55.1,77.7,654.4,2856.6,3298.8,11337.3,-39.0,1.7,11261.8,4905.0,4738.8,4.0,4.0,4.0,5.0,30,34.4
6,AAPL,Technology,179.4,65.0,-0.3,5.5,13.7,6.4,1.4,1.1,0.1,7.2,64.0,213.1,285.1,-16.5,1.2,306.2,118.6,277.0,21.0,23.0,20.0,33.0,10,36.0
7,LINK-USD,Unknown,853.5,20.6,1.3,-10.1,31.5,30.2,29.7,27.4,65.2,32.6,684.0,1287.0,4323.2,-45.8,1.5,5453.7,4520.4,930.0,9.0,9.0,6.0,6.0,35,42.2
8,LLY,Healthcare,82.6,41.2,-3.4,-4.1,-10.9,-18.5,-22.2,-25.9,-7.0,65.7,144.9,309.6,248.5,-33.6,1.3,395.2,181.3,180.1,30.0,32.0,18.0,27.0,20,46.8
9,XRP-USD,Unknown,1084.6,54.6,2.1,-0.7,8.3,9.9,94.4,230.6,305.5,350.5,469.6,458.3,2033.0,-57.1,1.7,1573.4,420.7,1161.2,7.0,7.0,9.0,20.0,35,47.6
10,SOL-USD,Unknown,1326.2,45.4,3.4,0.8,20.6,26.4,14.0,97.7,343.2,1146.5,0.0,0.0,2954.5,-28.5,1.3,3492.0,1674.9,1326.2,5.0,5.0,7.0,12.0,40,48.2
11,AVAV,Industrials,148.4,66.5,9.6,25.6,14.0,67.9,56.4,71.9,107.1,143.6,170.4,352.0,243.3,-39.9,1.4,113.2,32.3,246.0,23.0,25.0,30.0,44.0,20,53.2
12,AMD,Technology,277.4,41.6,0.1,-3.7,0.2,21.0,13.6,-1.9,9.5,7.0,79.0,1177.8,711.6,-31.7,1.4,849.6,484.6,375.0,15.0,15.0,15.0,19.0,38,54.6
13,ADA-USD,Unknown,533.9,27.0,1.1,-5.5,17.0,4.5,19.6,38.7,45.5,43.6,382.1,375.2,2088.2,-41.0,1.6,2246.6,1397.3,610.4,11.0,11.0,8.0,14.0,45,56.6
14,ENPH,Technology,218.2,6.8,-1.4,-10.1,-11.4,-30.9,-48.2,-75.5,-98.7,-115.0,-72.8,425.9,4326.2,-81.4,1.6,14092.8,26441.6,315.8,16.0,17.0,3.0,2.0,50,58.0
15,COST,Consumer Defensive,115.6,67.4,-3.0,-5.5,-10.9,-17.5,-15.9,-9.0,0.8,20.8,48.1,126.7,179.3,-16.2,1.1,184.9,48.1,213.2,27.0,29.0,24.0,40.0,27,59.0
16,PANW,Technology,74.2,60.8,-1.9,4.0,0.9,-0.4,-0.2,2.7,20.5,70.5,146.0,277.6,155.5,-51.8,1.3,143.7,47.4,171.8,31.0,33.0,27.0,41.0,26,60.6
17,CAT,Industrials,31.8,55.9,0.5,10.1,10.2,18.7,15.0,17.8,27.5,47.0,70.9,119.0,81.7,-31.4,1.4,66.1,27.1,129.3,39.0,40.0,37.0,46.0,20,61.6
18,BNB-USD,Unknown,42747.1,95.2,-4.8,4.5,17.8,24.3,28.6,80.7,96.5,385.9,2052.3,3273.0,44897.0,-24.0,1.1,33055.6,5933.7,42897.7,1.0,1.0,2.0,3.0,60,62.0
19,ETH-USD,Unknown,207.2,34.0,3.0,-7.2,32.5,62.5,44.9,38.1,58.4,102.1,662.5,646.1,740.2,-67.5,1.4,490.2,325.2,283.7,19.0,19.0,16.0,23.0,45,65.0
20,UNI-USD,Unknown,7188.4,2.4,0.0,2.4,-2.6,6.4,11.9,-9.9,-6.9,-30.5,-42.6,-42.6,306013.3,-131.8,1.5,404262.2,427721.5,7223.5,2.0,2.0,1.0,1.0,64,65.4
21,GS,Financial Services,47.2,95.3,-3.2,4.2,4.7,15.9,22.1,44.3,53.0,68.8,95.6,96.9,51.8,-46.0,1.1,23.7,2.3,144.8,37.0,37.0,44.0,56.0,20,66.0
22,ASML,Technology,-11.9,21.6,1.9,28.6,23.1,25.6,21.6,4.8,3.4,3.6,56.7,214.6,139.2,-53.5,2.3,0.0,117.0,85.7,49.0,54.0,78.5,34.0,20,69.9
23,MKR-USD,Unknown,357.3,30.9,0.9,13.9,-4.3,5.3,8.3,-17.3,16.8,2.0,41.8,44.3,1275.9,-53.7,1.3,1426.1,902.7,433.8,13.0,14.0,10.0,17.0,56,70.2
24,WMT,Consumer Defensive,49.6,77.6,2.7,3.0,-0.7,-3.4,0.1,19.9,29.4,41.0,45.4,71.1,75.9,-41.4,1.3,32.8,3.1,147.2,35.0,36.0,40.0,55.0,26,70.2
25,MSTR,Technology,579.4,50.2,-3.1,-8.5,-19.8,-19.2,0.8,169.7,467.5,567.0,996.9,1229.9,1219.5,-65.2,1.4,966.0,160.7,676.9,10.0,10.0,13.0,32.0,51,70.4
26,WM,Industrials,2.9,16.6,1.7,-5.5,-9.6,-17.2,-13.8,-16.2,-20.0,-13.6,-14.7,6.9,72.9,-11.0,1.3,288.1,242.5,100.5,44.0,45.0,21.0,26.0,40,72.4
27,ETN,Industrials,25.8,48.7,-3.8,4.2,-2.7,4.9,1.4,3.3,21.2,54.5,99.7,152.7,76.1,-22.0,1.4,81.8,28.4,123.4,40.0,41.0,35.0,45.0,33,74.2
28,MELI,Consumer Cyclical,6.0,11.5,-2.7,-5.5,-10.2,-7.6,-1.2,8.8,24.5,25.7,81.8,436.5,247.3,-25.3,1.3,307.2,251.1,103.5,43.0,44.0,19.0,25.0,44,75.2
29,NFLX,Communication Services,121.2,60.5,-0.8,-5.2,-11.0,-5.0,12.4,51.8,100.2,111.5,112.5,310.8,220.7,-31.1,1.5,140.6,25.9,218.7,25.0,27.0,28.0,48.0,41,76.2
30,QQQ,Unknown,-5.5,5.2,-0.5,2.1,1.6,4.3,4.9,6.3,14.3,15.6,33.3,86.1,49.2,-8.5,1.6,0.0,115.3,92.0,47.0,51.0,78.5,35.0,30,79.3
31,FSLR,Technology,-38.1,18.2,0.4,6.9,17.1,34.2,15.3,2.9,-10.0,31.9,78.1,108.4,102.7,-69.5,1.7,0.0,76.8,59.5,61.0,69.0,78.5,37.0,23,79.5
32,TMDX,Healthcare,111.9,57.9,-9.5,-2.5,-14.3,6.6,8.8,8.8,10.1,137.3,186.7,186.7,247.2,-74.5,1.4,202.0,53.0,184.7,29.0,31.0,23.0,39.0,48,80.2
33,IONQ,Technology,261.0,76.1,-23.9,40.6,43.7,83.9,172.2,327.5,502.5,490.8,490.8,490.8,352.2,-28.8,1.8,127.4,26.8,307.2,17.0,16.0,29.0,47.0,50,81.2
34,MSFT,Technology,-9.8,4.6,0.3,-1.9,-4.6,2.9,5.4,1.2,9.1,18.1,52.8,226.6,121.5,-16.1,1.6,0.0,335.3,87.7,48.0,53.0,78.5,22.0,38,82.7
35,GOOG,Communication Services,32.8,51.5,-10.9,5.5,19.5,25.2,22.9,24.2,38.4,43.6,77.0,164.8,79.5,-16.7,1.8,29.7,17.6,130.3,38.0,39.0,42.0,50.0,40,83.8
36,LIN,Basic Materials,-15.3,0.7,0.7,-3.0,-4.8,-9.6,-8.9,-15.8,-17.4,-8.9,1.2,31.3,56.1,-15.8,1.6,0.0,3347.9,82.2,51.0,55.0,78.5,8.0,45,85.1
37,VST,Utilities,113.1,58.7,-11.7,-0.7,-6.5,12.9,19.3,137.8,305.6,499.3,531.7,592.0,253.4,-86.7,1.3,163.1,8.1,206.0,28.0,30.0,26.0,51.0,48,85.2
38,NVDL,Unknown,151.1,35.3,0.3,8.7,16.2,67.6,51.8,153.5,430.5,430.5,430.5,430.5,428.0,0.0,1.8,427.7,163.7,217.0,26.0,24.0,17.0,30.0,60,85.4
39,AMAT,Technology,6.4,31.5,7.2,29.6,13.9,20.5,11.1,-1.5,7.2,16.9,73.9,205.2,103.0,-38.0,2.0,29.8,33.2,104.0,42.0,43.0,41.0,43.0,43,85.4
40,COIN,Financial Services,117.5,84.6,4.2,0.1,1.2,25.5,30.6,61.7,162.3,131.4,131.4,131.4,149.0,-56.0,1.3,87.0,5.7,157.1,33.0,28.0,34.0,52.0,50,89.8
41,RKLB,Industrials,216.6,75.4,-6.5,-4.0,12.1,66.1,131.7,523.3,620.2,522.0,522.0,522.0,301.6,-44.6,1.8,91.6,3.8,263.6,22.0,18.0,33.0,54.0,55,91.2
42,HOOD,Financial Services,360.1,100.0,4.3,32.1,37.6,115.4,221.3,557.5,770.8,759.9,759.9,759.9,360.1,-57.8,1.2,106.7,4.2,397.4,14.0,13.0,32.0,53.0,60,93.0
43,META,Communication Services,51.0,73.2,-6.3,-4.2,-7.0,0.0,3.0,25.5,107.1,108.1,125.6,189.0,98.5,-78.8,1.1,59.2,-0.2,148.6,34.0,35.0,38.0,60.0,48,93.4
