Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,BTC-USD,Unknown,5891.9,96.7,2.5,4.5,3.2,7.2,20.1,65.8,161.2,190.3,579.6,7417.7,6095.2,-13.0,1.1,5215.9,990.0,5990.3,2.0,2.0,4.0,13.0,0,6.8
2,TSLA,Consumer Cyclical,1119.4,67.5,-2.5,9.0,19.7,23.7,25.4,47.9,50.1,34.9,467.5,1090.0,1682.4,-49.4,1.3,1305.0,432.7,1217.9,6.0,6.0,13.0,19.0,0,12.6
3,ANET,Technology,389.4,88.3,5.8,6.7,21.1,43.0,41.1,70.6,134.1,292.0,453.1,1077.2,443.4,-19.1,1.2,339.5,68.5,489.0,14.0,16.0,20.0,38.0,0,25.2
4,AVGO,Technology,211.2,85.5,5.1,-0.4,10.5,30.0,47.1,99.4,192.3,327.7,517.6,938.7,248.3,-6.9,1.2,165.2,29.1,310.9,22.0,23.0,27.0,44.0,-5,27.0
5,NVDA,Technology,1008.3,89.1,0.9,4.5,4.0,22.0,25.9,80.3,276.3,523.9,1340.0,6137.9,1132.5,-11.7,1.2,901.4,157.9,1107.9,8.0,8.0,15.0,29.0,10,27.8
6,SMCI,Technology,616.7,38.9,4.8,26.9,14.0,28.1,44.2,19.3,134.0,635.8,1211.9,1481.6,1712.8,-81.9,1.7,1729.9,708.8,716.3,10.0,10.0,9.0,15.0,20,31.8
7,DOGE-USD,Unknown,5056.4,44.8,0.3,0.8,15.8,21.2,14.1,62.1,90.4,573.5,3091.5,3581.9,11337.3,-39.0,1.7,10405.5,4319.7,5133.8,3.0,3.0,3.0,4.0,30,33.4
8,AAPL,Technology,180.2,65.2,0.8,2.5,9.5,9.7,1.9,1.1,0.1,6.8,64.0,214.1,285.1,-16.5,1.2,304.9,117.8,279.8,25.0,25.0,21.0,34.0,10,37.8
9,AMD,Technology,490.4,70.2,28.0,47.2,43.6,79.3,70.5,51.3,72.6,75.2,190.8,1802.6,711.6,-31.7,1.4,504.0,186.8,590.0,13.0,13.0,16.0,26.0,20,38.8
10,LLY,Healthcare,124.2,55.9,2.2,6.2,3.6,-2.7,-7.6,-12.0,10.1,91.4,190.5,388.1,248.5,-33.6,1.3,290.3,108.1,223.8,29.0,31.0,22.0,36.0,9,39.8
11,LINK-USD,Unknown,894.7,21.5,-0.2,-3.3,19.0,31.7,31.3,30.6,71.3,39.9,646.7,1346.5,4323.2,-45.8,1.5,5190.5,4273.2,972.2,9.0,9.0,5.0,5.0,35,41.6
12,SOL-USD,Unknown,1450.9,49.6,1.8,2.9,21.5,32.3,24.4,86.3,377.8,1169.3,0.0,0.0,2954.5,-28.5,1.3,3179.1,1447.9,1450.9,5.0,5.0,6.0,9.0,40,46.8
13,XRP-USD,Unknown,1067.5,53.8,-2.3,-5.1,-1.4,6.5,71.1,213.5,290.2,330.6,464.1,449.9,2033.0,-57.1,1.6,1616.8,437.4,1145.0,7.0,7.0,10.0,18.0,38,50.0
14,BNB-USD,Unknown,2549.6,79.8,6.5,34.1,55.1,71.3,80.5,147.8,194.8,477.8,2900.3,4904.7,3199.6,-19.8,1.1,1914.6,524.1,2627.0,4.0,4.0,8.0,17.0,40,50.0
15,CAT,Industrials,43.7,66.4,7.9,9.3,12.0,23.9,21.3,24.5,32.8,55.1,83.2,136.7,81.7,-31.4,1.4,55.9,19.7,143.3,40.0,42.0,42.0,49.0,10,54.4
16,ADA-USD,Unknown,555.3,28.0,-1.3,-5.8,6.7,7.9,16.6,38.2,51.7,39.6,394.2,392.0,2088.2,-41.0,1.6,2169.2,1330.8,632.8,12.0,12.0,7.0,11.0,45,55.6
17,AVAV,Industrials,250.1,100.0,21.0,42.5,47.8,90.5,101.6,122.8,173.6,222.4,269.5,518.4,250.1,-39.9,1.4,77.6,13.1,349.7,20.0,20.0,36.0,54.0,20,56.8
18,PANW,Technology,88.3,67.6,6.3,5.6,7.3,4.9,4.4,7.8,27.0,77.3,162.5,303.9,155.5,-51.8,1.3,129.3,38.9,187.9,35.0,36.0,30.0,43.0,20,57.4
19,LRCX,Technology,126.3,88.5,-1.1,15.5,28.6,50.8,57.6,49.4,70.6,84.2,182.8,485.8,144.8,-15.5,1.7,68.4,18.7,225.9,28.0,29.0,39.0,50.0,20,59.2
20,ENPH,Technology,233.8,7.2,0.0,-2.7,-4.8,-19.9,-39.7,-69.4,-93.6,-112.3,-69.0,449.9,4326.2,-81.4,1.6,13203.3,24611.2,332.3,21.0,21.0,2.0,2.0,50,59.6
21,ETH-USD,Unknown,230.4,36.9,1.3,1.6,18.8,60.7,51.9,45.5,67.4,101.3,701.5,696.5,740.2,-67.5,1.4,450.3,286.7,307.9,23.0,22.0,17.0,24.0,40,62.0
22,KLAC,Technology,65.7,72.2,-15.3,3.3,8.1,19.7,27.6,30.0,53.1,98.9,228.4,518.1,98.3,-19.0,1.5,62.9,18.1,165.3,36.0,37.0,41.0,51.0,20,63.2
23,COST,Consumer Defensive,109.1,64.1,-1.1,-5.3,-9.3,-18.3,-17.4,-11.8,-2.5,16.2,43.4,119.6,179.3,-16.2,1.1,195.4,53.7,208.7,32.0,35.0,26.0,41.0,30,65.0
24,UNI-USD,Unknown,7188.4,2.4,0.0,2.4,-2.6,6.4,11.9,-9.9,-6.9,-30.5,-42.6,-42.6,306013.3,-131.8,1.5,404262.2,427721.5,7223.5,1.0,1.0,1.0,1.0,64,65.0
25,MSTR,Technology,600.5,51.8,-1.6,-3.2,-13.4,-14.8,-5.2,143.6,451.2,555.1,1026.3,1269.9,1219.5,-65.2,1.4,953.4,158.6,700.1,11.0,11.0,14.0,28.0,54,72.4
26,WM,Industrials,0.2,13.3,-1.5,-2.0,-7.5,-16.4,-14.5,-17.5,-20.5,-15.5,-16.9,4.0,72.9,-11.0,1.3,354.1,317.9,99.8,49.0,53.0,19.0,22.0,40,73.0
27,ASML,Technology,-11.7,21.7,-2.2,9.0,19.5,22.1,21.9,4.5,2.5,2.9,57.4,216.7,139.2,-53.5,2.3,0.0,114.7,88.0,55.0,61.0,83.0,35.0,20,73.8
28,GS,Financial Services,39.2,87.1,-4.2,-0.4,0.9,9.9,14.6,36.1,45.1,59.0,86.8,87.0,51.8,-46.0,1.1,26.6,3.0,138.8,41.0,43.0,48.0,59.0,25,75.0
29,MKR-USD,Unknown,354.2,30.7,-0.1,2.0,-1.1,0.8,8.2,-16.2,14.1,-0.6,39.2,43.3,1275.9,-53.7,1.3,1430.7,913.1,431.6,16.0,17.0,11.0,14.0,61,75.4
30,AMAT,Technology,10.8,34.6,-1.1,14.8,12.4,19.9,14.5,1.2,9.0,17.9,79.5,215.4,103.0,-38.0,2.0,27.2,28.7,110.4,46.0,48.0,47.0,45.0,30,76.2
31,ETN,Industrials,26.4,49.3,0.3,2.1,-1.8,2.3,1.7,2.8,19.2,52.6,100.4,154.3,76.1,-22.0,1.4,81.0,28.2,126.0,44.0,46.0,35.0,46.0,33,76.4
32,TMDX,Healthcare,120.9,60.7,2.0,5.1,-4.7,1.0,16.7,12.1,12.9,138.3,198.4,198.4,247.2,-74.5,1.3,195.7,49.4,195.7,34.0,32.0,25.0,42.0,43,78.0
33,NFLX,Communication Services,119.5,59.8,0.8,-1.6,-4.7,-6.3,9.4,47.3,95.2,114.4,115.1,316.5,220.7,-31.1,1.5,144.3,27.3,219.1,31.0,33.0,29.0,47.0,41,78.4
34,QQQ,Unknown,-5.6,5.0,0.1,0.8,1.2,3.2,4.3,5.9,13.4,15.4,33.1,86.1,49.2,-8.5,1.6,0.0,118.7,92.9,51.5,56.5,83.0,33.0,30,81.4
35,WMT,Consumer Defensive,44.4,73.1,0.7,-1.4,-1.6,-6.2,-3.0,15.8,24.9,37.1,40.7,65.2,75.9,-41.4,1.3,35.6,3.7,144.0,38.0,40.0,44.0,58.0,34,81.6
36,MSFT,Technology,-8.2,5.7,0.3,1.0,-3.0,0.6,6.4,1.9,9.8,19.2,55.2,232.1,121.5,-16.1,1.7,0.0,259.7,91.4,53.0,59.0,83.0,25.0,33,82.0
37,FSLR,Technology,-31.4,22.1,3.1,6.2,11.5,29.7,23.0,9.0,-4.5,37.1,88.2,121.8,102.7,-69.5,1.7,0.0,58.4,67.1,63.0,71.0,83.0,40.0,23,82.4
38,VST,Utilities,125.3,62.3,-3.5,1.8,-2.1,13.0,19.8,132.1,306.0,515.8,558.4,623.5,253.4,-86.7,1.3,155.6,7.9,219.2,30.0,30.0,28.0,55.0,43,82.6
39,IONQ,Technology,338.0,91.7,14.2,47.0,57.3,97.2,165.7,404.6,602.2,611.4,611.4,611.4,371.3,-28.8,1.9,109.1,17.7,385.5,19.0,19.0,33.0,52.0,50,85.0
40,NVDL,Unknown,158.8,37.1,1.0,10.6,11.7,65.1,52.1,145.0,444.3,444.3,444.3,444.3,428.0,0.0,1.8,412.1,154.1,226.7,27.0,28.0,18.0,30.0,60,86.6
41,GOOG,Communication Services,34.1,52.8,-1.5,0.2,13.3,20.5,21.8,24.0,37.9,43.1,78.5,167.6,79.5,-16.7,1.8,29.6,16.6,133.7,43.0,45.0,46.0,53.0,40,88.0
42,RKLB,Industrials,351.7,100.0,23.5,34.1,42.4,105.6,185.7,722.6,881.0,770.9,770.9,770.9,351.7,-44.6,1.8,73.2,2.2,400.8,18.0,18.0,38.0,60.0,50,88.8
43,MELI,Consumer Cyclical,-5.6,7.2,-9.0,-3.1,-9.1,-12.6,-6.3,0.6,13.3,16.1,66.8,400.0,247.3,-25.3,1.4,0.0,427.4,92.9,51.5,56.5,83.0,20.0,44,90.2
44,LIN,Basic Materials,-20.6,0.0,-0.3,-2.6,-5.2,-10.7,-10.5,-18.0,-20.7,-13.0,-3.7,24.3,56.1,-20.6,1.6,0.0,3374.4,77.9,56.5,63.0,83.0,6.0,50,92.9
45,COIN,Financial Services,117.5,84.6,4.2,0.1,1.2,25.5,30.6,61.7,162.3,131.4,131.4,131.4,149.0,-56.0,1.3,87.0,5.7,157.1,37.0,34.0,34.0,56.0,50,93.4
46,LUNR,Industrials,167.2,30.5,4.5,19.3,8.3,9.2,-3.0,73.7,39.5,21.8,21.8,21.8,642.3,-41.4,2.0,198.2,68.7,199.9,33.0,27.0,24.0,37.0,63,94.6
47,HOOD,Financial Services,390.8,100.0,5.1,16.2,37.4,108.8,200.7,556.2,805.2,815.9,815.9,815.9,390.8,-57.8,1.2,112.2,4.7,430.1,17.0,15.0,32.0,57.0,60,95.6
48,NEE,Utilities,-27.4,13.5,5.0,4.7,4.1,0.7,-2.8,-6.7,-22.9,-38.2,-49.5,-45.6,93.3,-46.2,2.1,0.0,129.3,71.1,60.0,67.0,83.0,31.0,44,98.4
49,HIMS,Healthcare,207.9,72.1,2.6,8.0,5.4,20.0,56.5,217.7,345.5,447.4,431.1,431.1,321.5,-86.1,1.4,113.9,2.0,281.4,24.0,24.0,31.0,61.0,60,100.2
50,PLTR,Technology,179.4,84.4,-1.5,6.2,10.4,30.6,104.2,415.6,858.8,922.6,937.1,937.1,221.0,-46.5,1.8,77.0,0.6,232.4,26.0,26.0,37.0,62.0,60,102.6
51,META,Communication Services,43.8,69.1,-0.7,-4.4,-7.3,-3.7,-1.3,17.8,92.4,100.7,117.1,178.0,98.5,-78.8,1.1,63.7,0.4,143.4,39.0,41.0,40.0,63.0,54,103.2
52,NTRA,Healthcare,-22.0,25.3,3.6,2.4,5.5,0.2,1.1,49.4,97.6,89.1,184.5,532.9,174.8,-88.5,1.5,0.0,-139.4,77.9,56.5,64.0,83.0,84.0,30,104.3
53,AMZN,Consumer Cyclical,-36.9,1.6,1.4,-3.4,-3.3,-3.5,-4.8,-1.9,13.3,1.5,1.8,116.2,145.5,-39.9,1.9,0.0,1127.8,62.7,69.0,77.0,83.0,12.0,57,107.6
54,GE,Industrials,21.9,93.0,-0.1,2.9,5.6,14.4,29.0,68.4,142.9,242.7,304.7,191.8,30.5,-93.1,1.2,-6.4,-7.9,121.5,45.0,47.0,117.0,67.0,40,108.6
55,GOOGL,Communication Services,3.5,39.2,-3.7,5.7,16.0,23.5,23.7,26.2,39.9,44.9,79.5,163.6,71.7,-40.5,1.9,-32.7,-2.1,101.8,48.0,50.0,119.0,65.0,40,109.4
56,TGTX,Healthcare,-11.0,22.1,-1.4,1.9,-2.1,-14.0,-3.6,50.7,80.4,83.0,124.9,107.4,305.5,-101.0,1.5,0.0,-101.6,88.6,54.0,60.0,83.0,78.0,39,109.6
57,ADBE,Technology,-34.4,0.5,0.5,-2.8,-7.0,-16.8,-27.3,-48.5,-56.2,-70.6,-82.8,-49.1,169.7,-35.4,2.6,0.0,5003.5,65.2,67.0,74.0,83.0,3.0,65,111.0
58,PLD,Real Estate,-36.1,3.8,1.8,1.0,1.5,-2.1,-7.7,-21.5,-35.5,-48.6,-57.7,-59.2,76.7,-40.6,1.9,0.0,340.6,62.4,70.0,76.0,83.0,21.0,57,111.2
59,SPOT,Communication Services,57.5,68.5,-5.7,-7.1,-7.1,-8.0,10.9,78.0,192.1,190.6,200.2,196.8,115.1,-67.6,1.5,31.7,-12.2,138.5,42.0,38.0,45.0,69.0,61,113.6
60,ISRG,Healthcare,-32.7,1.8,1.8,-3.4,-10.6,-21.2,-24.8,-19.7,-12.3,-6.7,0.3,93.3,98.9,-35.1,1.5,0.0,697.4,66.9,64.0,72.0,83.0,16.0,65,115.2
61,BLK,Financial Services,-29.7,4.0,3.4,1.6,0.1,3.0,2.5,8.8,8.2,1.2,6.6,5.0,32.1,-32.3,1.9,0.0,-215.7,69.9,62.0,69.0,83.0,89.0,40,118.4
62,ARM,Technology,3.7,16.8,10.1,13.1,12.0,20.4,12.1,33.4,36.8,36.8,36.8,36.8,119.2,-19.7,1.9,222.9,161.2,57.7,71.0,49.0,23.0,27.0,80,119.4
63,SEDG,Technology,-168.4,0.0,-0.6,-0.6,13.9,66.4,88.2,16.6,-36.9,-81.5,-107.0,-117.4,491.8,-168.6,2.7,0.0,1468.5,-69.1,119.0,120.0,83.0,7.0,53,120.2
64,SO,Utilities,-24.8,15.2,-2.4,-0.6,-3.3,-8.8,-7.1,-7.1,-13.0,-15.0,-25.6,-50.0,44.4,-37.2,1.4,0.0,63.1,73.7,58.0,66.0,83.0,39.0,65,122.0
65,ALB,Basic Materials,-113.3,2.3,-0.4,5.2,14.0,21.1,4.5,-26.6,-58.2,-80.1,-88.8,-119.6,190.4,-120.5,2.8,0.0,1466.5,-14.8,108.0,108.5,83.0,8.0,61,124.1
