Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,BTC-USD,Unknown,3483.8,75.8,-3.0,-2.2,-2.7,1.6,15.7,63.4,151.2,180.5,542.2,6899.8,4597.1,-11.9,1.1,4676.6,1358.4,3553.4,3.0,3.0,3.0,7.0,8,12.6
2,AAPL,Technology,239.9,74.3,3.4,5.4,12.4,5.8,0.5,-0.2,-1.4,5.8,63.8,209.2,329.6,-18.8,1.1,348.4,111.4,309.5,16.0,16.0,19.0,28.0,-4,17.4
3,TSLA,Consumer Cyclical,1013.2,100.0,0.0,25.6,31.7,36.0,34.4,55.3,56.5,43.7,510.3,1140.0,1013.2,-54.8,1.1,670.2,121.4,1082.3,10.0,10.0,16.0,27.0,0,18.0
4,AVGO,Technology,71.0,65.9,-12.6,9.5,15.0,36.4,51.8,106.1,200.1,331.1,516.7,922.1,118.2,-20.2,1.2,98.0,28.8,140.6,26.0,29.0,27.0,40.0,-10,22.4
5,LINK-USD,Unknown,2213.7,79.2,-5.9,-12.1,34.4,31.6,32.8,32.9,70.3,36.9,705.1,1324.4,2802.5,-27.1,1.3,2032.2,569.3,2265.5,4.0,4.0,6.0,12.0,25,32.6
6,DOGE-USD,Unknown,4330.3,62.6,-10.1,9.9,30.6,23.0,22.6,70.9,96.1,724.1,3122.6,3602.1,6918.6,-10.5,1.5,6603.7,2061.7,4382.0,2.0,2.0,2.0,4.0,30,32.8
7,AVAV,Industrials,117.0,88.0,18.9,20.6,21.7,59.1,49.9,64.7,97.6,133.0,156.8,331.5,136.7,-27.7,1.3,86.9,18.4,186.6,18.0,21.0,29.0,43.0,10,40.8
8,NVDA,Technology,470.8,60.1,1.9,-2.3,3.5,19.0,22.8,79.9,283.3,503.5,1271.7,5777.8,791.9,-12.6,1.3,837.2,244.3,539.9,11.0,11.0,15.0,21.0,25,40.8
9,LLY,Healthcare,80.4,54.3,-4.2,0.4,-9.4,-16.7,-20.7,-24.1,-4.0,69.7,155.2,320.4,173.5,-30.4,1.2,219.0,78.7,150.0,24.0,27.0,21.0,33.0,15,42.6
10,AMD,Technology,105.5,22.7,-0.2,-4.4,1.8,18.9,13.5,-1.9,8.7,6.7,80.5,1175.1,517.5,-15.4,1.4,1031.1,929.5,175.0,21.0,24.0,13.0,10.0,28,43.6
