Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,TSLA,Consumer Cyclical,1117.6,67.4,-0.4,1.3,20.2,27.8,30.8,59.5,64.5,46.3,493.5,1185.8,1682.4,-49.4,1.3,1317.5,436.5,1217.1,5.0,5.0,15.0,22.0,0,13.8
2,BTC-USD,Unknown,4298.1,70.6,-7.2,-13.4,-18.0,-19.6,-15.5,15.7,90.0,103.7,403.1,5704.2,6095.3,-12.1,1.1,7214.4,2080.3,4396.6,2.0,2.0,6.0,11.0,14,20.4
3,AVGO,Technology,249.8,82.4,-3.0,-2.9,3.1,13.5,40.3,86.1,171.8,311.0,498.2,921.8,304.5,-6.4,1.2,187.2,33.5,348.2,17.0,20.0,28.0,46.0,-5,26.4
4,AAPL,Technology,200.6,71.9,1.9,5.7,8.0,14.7,8.5,8.4,7.9,14.9,75.4,236.4,285.3,-16.2,1.2,274.6,96.2,299.0,20.0,22.0,21.0,36.0,0,27.0
5,ANET,Technology,287.0,66.1,-2.7,-10.8,-10.9,6.3,14.3,33.9,81.2,204.2,343.3,857.6,443.5,-18.8,1.2,467.2,132.9,385.4,15.0,15.5,20.0,32.0,8,30.9
6,LLY,Healthcare,192.8,80.2,13.5,20.3,29.8,25.1,17.2,11.2,38.4,134.3,259.6,512.4,248.6,-33.4,1.3,202.0,53.9,291.2,22.0,24.0,25.0,42.0,0,31.0
7,NVDA,Technology,949.9,84.0,1.0,-1.1,0.3,9.8,23.9,68.6,233.6,507.2,1322.2,6126.6,1132.6,-11.0,1.2,995.5,190.3,1048.3,6.0,6.0,16.0,29.0,15,32.2
8,AMD,Technology,519.8,74.2,5.2,4.2,31.6,56.9,77.8,56.2,74.3,84.2,199.7,1884.7,711.7,-31.1,1.4,487.6,166.3,618.3,9.0,9.0,19.0,30.0,20,39.4
9,TRX-USD,Unknown,417.9,5.8,0.1,-4.2,-13.0,-9.0,3.1,54.6,127.0,209.6,518.9,772.0,7353.9,-12.6,1.2,8010.3,5699.1,495.6,12.0,13.0,5.0,6.0,31,39.4
10,SMCI,Technology,305.1,21.6,-2.5,-29.6,-24.2,-29.4,-9.1,-34.9,16.9,314.8,665.7,832.3,1712.9,-81.8,1.7,3138.3,1753.5,403.6,14.0,14.0,9.0,12.0,37,49.2
11,DOGE-USD,Unknown,3014.6,27.0,-3.2,-15.8,-27.4,-25.9,-38.9,-10.0,9.0,213.4,1914.6,2217.2,11273.4,-39.5,1.7,17238.6,9676.5,3092.3,3.0,3.0,2.0,3.0,47,49.8
12,XRP-USD,Unknown,811.5,41.6,-1.9,-7.2,-20.7,-16.5,-4.6,133.8,201.3,222.5,334.6,321.3,2032.9,-57.1,1.6,2210.7,730.9,889.2,7.0,7.0,11.0,17.0,44,55.8
13,COST,Consumer Defensive,116.9,68.1,6.4,2.7,-2.5,-11.0,-14.1,-9.4,0.6,19.5,46.7,127.6,179.3,-16.2,1.1,185.4,48.3,216.4,27.0,31.0,29.0,43.0,22,56.6
14,CAT,Industrials,75.8,94.6,-5.4,7.6,18.2,30.8,36.6,41.7,51.1,79.4,114.9,181.5,81.9,-31.4,1.4,40.5,9.2,175.3,34.0,37.0,44.0,60.0,10,57.0
15,BNB-USD,Unknown,2122.6,66.6,-0.9,-17.5,-2.8,12.0,20.9,58.0,98.8,253.9,1956.3,3443.6,3196.4,-20.0,1.3,2361.6,781.0,2200.2,4.0,4.0,10.0,15.0,48,57.6
