Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend
17,SNDK,Data Storage Devices,2034.5,100.0,0.0,71.0,111.2,329.0,1693.9,,,,,2034.5,2010.1,-4.5,1.5,341.7,341.7,2050.6,6.0,5.0,17.5,55.9,-4,21.5,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
18,SOL-USD,Cryptocurrency,1103.3,9.8,1.4,8.4,2.8,-15.7,-37.8,-54.6,0.9,29.5,,1103.3,11126.9,-44.7,1.5,20748.6,5000.0,1177.6,16.0,15.0,48.99,55.99,7,-21844.2,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,
19,QBTS,Quantum Computing,757.6,42.8,4.0,30.0,18.1,-0.0,19.9,612.2,1036.1,819.4,,757.6,1840.5,-110.7,1.5,1476.2,836.5995757922939,821.0,27.0,25.0,27.0,56.8,2,500.49957579229385,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,
20,FIX,Engineering & Construction,2999.3,96.8,-3.2,13.1,29.9,58.4,133.0,265.8,459.0,1033.7,1900.0,2999.3,3049.5,-40.0,1.1,1232.9,26.779131050103132,3144.2,2.0,2.0,8.89,59.29,-10,-119.32086894989686,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
21,MPWR,Semiconductors,655.7,95.5,0.6,14.6,24.4,40.2,65.9,82.0,97.2,137.6,264.6,655.7,685.0,-5.3,1.4,311.9,82.83946110570487,800.6,30.0,32.0,0.0,63.2,10,17.939461105704865,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
22,FTNT,Cybersecurity Software,372.3,79.9,29.5,28.9,32.1,31.2,17.1,15.9,13.4,12.9,84.5,372.3,471.6,-20.2,1.4,374.1,360.55320351559317,517.2,52.0,52.0,11.44,66.44,55,74.65320351559319,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
23,HOOD,Capital Markets,286.1,38.0,1.6,-0.2,-8.9,-25.4,-25.4,62.3,214.4,,,286.1,820.7,-60.3,1.3,1109.0,815.204497414615,344.1,75.0,58.0,19.5,66.9,5,458.40449741461504,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
24,ASTS,Satellite Communications,693.1,55.7,3.0,-9.8,-17.8,-8.2,35.7,267.4,740.9,764.1,,693.1,1284.2,-128.2,1.3,935.8,667.9858437004249,773.9,33.0,30.0,31.3,67.1,8,480.38584370042486,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
25,IONQ,Quantum Computing,298.3,45.8,3.2,34.4,26.6,10.6,7.4,136.6,179.1,304.3,,298.3,660.4,-66.8,1.4,568.9,316.29334346005186,360.9,71.0,57.0,10.0,68.2,4,131.09334346005187,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
26,AXON,Public Safety Technology,390.2,32.7,-0.3,-9.7,-18.9,-28.4,-45.2,-39.9,-23.8,18.3,80.3,390.2,1246.3,-25.7,1.4,2494.9,414.859114125435,535.1,51.0,51.0,25.0,68.8,-11,-916.7408858745649,STRONG_DOWN,MID_RANGE,NEUTRAL,S5_TRASH,,,,
27,AAPL,Consumer Electronics,237.4,91.5,5.8,2.3,3.6,1.3,7.5,4.2,0.8,5.8,49.7,237.4,260.7,-12.6,1.2,214.0,222.87421810974644,382.4,67.0,69.0,0.0,71.2,26,158.77421810974644,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
28,PWR,Construction & Engineering,1091.2,93.8,-6.2,9.2,23.4,39.3,58.7,94.1,131.4,252.1,596.2,1091.2,1124.7,-22.8,1.1,572.3,20.339599899995513,1236.2,15.0,16.0,8.89,72.09,-6,-71.1604001000045,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
29,DELL,Computer Hardware & Services,584.3,100.0,8.2,31.4,63.0,70.6,85.0,90.5,138.7,248.0,387.2,584.3,579.5,-23.7,1.4,210.2,46.1,717.3,34.0,34.0,5.0,77.0,17,-10.699999999999996,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
30,TSM,Semiconductors,560.5,97.2,0.8,4.6,7.6,17.5,41.4,74.3,132.0,185.3,278.1,560.5,577.1,-6.0,1.2,328.4,55.62604645855781,705.5,35.0,36.0,11.44,79.44,17,3.2260464585578106,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
31,CDNS,Electronic Design Automation Software,274.0,74.9,6.9,10.4,12.4,9.2,1.0,-1.3,-9.8,7.5,52.1,274.0,367.1,-3.4,1.2,329.7,327.0576233622702,419.0,61.0,63.0,17.44,79.84,13,184.9576233622702,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
32,VST,Independent Power Producers,421.6,55.9,-4.5,-11.9,-14.9,-18.5,-26.9,-11.5,84.8,270.5,353.5,421.6,796.7,-76.3,1.2,1021.6,181.12809202549334,551.4,48.0,48.0,29.61,81.81,-2,-118.47190797450668,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
33,RKLB,Aerospace & Defense,1183.3,100.0,25.0,39.9,37.5,57.8,117.6,620.7,1080.2,1224.7,,1183.3,1151.4,-77.2,1.3,505.6,44.8,1247.7,14.0,13.0,27.0,82.4,6,-38.8,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
34,APO,Asset Management,192.3,46.1,0.8,4.0,5.1,-0.6,-10.3,-20.4,-15.5,12.8,48.4,192.3,428.2,-9.1,1.3,533.8,561.8515946598088,337.2,79.0,81.0,25.44,84.24,9,249.7515946598088,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
35,ARES,Asset Management,250.9,40.1,3.5,5.2,-1.6,-12.6,-27.1,-38.0,-39.2,-20.8,35.7,250.9,631.0,-8.6,1.3,1047.2,1127.551350953797,395.8,63.0,65.0,39.44,85.04,1,391.05135095379705,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,
36,URI,Equipment Rental,276.0,78.2,-3.1,5.9,7.4,6.4,2.2,0.9,10.1,45.3,139.0,276.0,362.9,-36.0,1.3,315.9,59.808887333653125,420.9,60.0,62.0,8.89,85.49,4,-30.59111266634688,STRONG_UP,UPPER_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
37,WSM,Specialty Retail,258.7,65.5,0.1,-5.8,-11.4,-9.7,-10.9,-9.1,21.2,53.1,129.9,258.7,417.3,-40.6,1.2,465.1,155.83026689612765,403.7,62.0,64.0,21.6,85.6,5,1.1302668961276652,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
38,PANW,Cybersecurity Software,200.6,69.3,15.2,14.6,18.1,9.3,-0.4,-6.1,-6.5,21.6,90.3,200.6,305.2,-34.6,1.2,289.5,275.54342730522444,345.6,74.0,77.0,18.44,88.84,21,93.94342730522445,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
39,EME,Construction & Engineering,706.5,96.9,-3.1,4.2,12.4,23.3,36.1,63.7,127.9,302.3,489.3,706.5,717.4,-42.2,1.2,432.0,11.435000243539564,851.5,26.0,29.0,13.33,89.53,-4,-57.76499975646044,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
40,TRGP,Oil & Gas Midstream,468.6,92.1,-3.8,-8.0,-0.3,16.7,25.2,30.2,68.5,160.7,424.2,468.6,518.1,-93.5,1.2,367.5,43.7022819130369,613.6,42.0,43.0,19.13,89.93,9,-27.997718086963104,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
41,STX,Data Storage Devices,1530.5,99.4,-0.6,38.8,61.8,114.9,266.3,481.9,647.5,779.5,1011.6,1530.5,1539.5,-36.7,1.3,332.7,21.91827715047568,1675.4,9.0,9.0,24.78,90.38,23,0.4182771504756815,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
42,DOGE-USD,Cryptocurrency,1324.6,6.1,-0.3,1.1,1.9,-13.4,-37.2,-50.7,-46.1,-66.6,892.7,1324.6,22199.9,-45.9,1.5,41744.9,1645.1726678453288,1435.4,12.0,10.0,74.64,91.24,-35,-42017.127332154676,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,
43,MU,Semiconductors,1552.7,100.0,0.0,62.9,68.2,121.9,327.2,466.0,586.6,740.0,905.7,1552.7,1552.2,-25.2,1.6,312.8,26.1,1697.7,7.0,8.0,27.33,91.53,23,0.7000000000000028,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
44,IRM,Data Storage & Management,243.8,78.3,0.2,7.0,14.7,24.6,20.4,11.3,23.4,59.7,150.4,243.8,320.0,-29.9,1.2,209.6,97.2822321342725,388.8,65.0,67.0,13.33,91.53,14,20.982232134272508,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
45,JBL,Electronic Manufacturing Services,644.7,93.7,-5.5,9.7,22.3,35.6,49.5,97.1,111.8,221.5,394.2,644.7,640.2,-28.8,1.1,327.3,2.2840031545814874,789.7,31.0,33.0,0.0,91.6,-7,-43.31599684541851,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
46,XRP-USD,Cryptocurrency,100.8,16.6,1.2,1.1,-3.1,-18.2,-38.2,5.6,35.1,50.1,116.1,100.8,898.4,-75.3,1.5,1843.3,1006.1262502022947,211.6,134.0,118.0,23.09,91.89,5,-39.17374979770523,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,
47,AMAT,Semiconductor Equipment & Materials,505.3,100.0,10.7,10.0,14.5,37.2,81.6,93.2,102.9,138.8,249.0,505.3,505.3,-21.2,1.6,196.7,34.8,650.3,40.0,41.0,15.89,95.89,15,-10.900000000000006,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
48,TPL,Homebuilding,438.9,48.0,-8.0,-17.1,-14.9,2.4,-1.5,-3.5,17.5,30.8,125.5,438.9,919.6,-5.5,1.4,1003.9,28.598960776693403,583.9,46.0,46.0,28.33,96.33,-31,-322.1010392233066,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
49,FICO,Financial Technology,133.5,19.9,3.5,-0.1,-14.3,-26.3,-38.2,-52.2,-52.2,-13.8,0.4,133.5,694.1,-6.1,1.4,1784.7,2040.779904643374,278.5,96.0,99.0,45.89,98.29,6,-71.42009535662578,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,
50,GWW,Industrial Distribution,160.8,74.0,8.2,1.9,3.0,9.5,6.1,-1.3,-2.9,28.0,78.1,160.8,230.8,-40.3,1.2,185.4,204.70257573235503,305.8,91.0,93.0,17.44,101.84,26,113.70257573235503,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
51,TKO,Entertainment,195.6,67.4,-1.1,-10.8,-15.0,-14.2,-13.3,2.8,16.0,61.7,82.3,195.6,307.5,-34.9,1.2,337.6,57.58068800161257,340.5,77.0,79.0,19.25,103.05,10,-25.019311998387423,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
52,CAT,Construction Machinery,508.7,95.2,-3.8,4.4,13.0,28.3,66.6,94.2,123.0,189.9,292.2,508.7,533.7,-5.5,1.2,231.3,1.1212492604720856,653.6,38.0,39.0,4.44,104.44,4,-32.07875073952792,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
53,TDG,Aerospace & Defense,179.4,54.7,4.2,-3.1,-10.4,-13.3,-21.9,-24.3,-14.9,23.7,49.8,179.4,343.7,-21.8,1.2,476.2,480.43522391245307,324.4,85.0,86.0,40.89,104.69,10,243.13522391245306,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,
54,GE,Aerospace & Defense,180.0,74.9,2.6,-4.8,-9.9,-9.8,-6.7,13.5,56.6,173.6,251.0,180.0,260.3,-96.0,1.1,227.2,190.90806296152462,325.0,84.0,85.0,26.51,105.11,33,143.80806296152463,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
55,ASML,Semi-Conductors,401.0,100.0,14.5,6.9,5.3,20.2,52.3,61.3,58.9,65.7,131.2,401.0,399.8,-5.8,1.7,192.3,36.4,546.0,50.0,50.0,22.89,106.49,12,-16.5,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
56,IBKR,Capital Markets,332.3,95.0,-0.9,7.1,8.0,13.2,20.9,57.9,114.6,197.4,268.9,332.3,310.5,-46.8,1.2,201.2,15.782720529899036,477.3,55.0,56.0,13.33,106.93,18,-10.917279470100963,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
57,LLY,Pharmaceuticals,445.8,74.2,-2.7,-8.5,-12.2,-12.0,-4.4,-10.5,-3.3,68.0,194.7,445.8,607.2,-21.4,1.2,598.5,8.99704936343141,590.8,45.0,45.0,25.0,107.2,-30,-176.10295063656858,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
58,GOOG,Internet Content & Information,279.3,100.0,0.4,11.7,13.6,17.5,50.4,71.9,92.0,115.7,170.0,279.3,279.6,-10.8,1.3,113.9,14.6,424.3,59.0,61.0,4.44,107.44,24,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
59,ORCL,Software,83.4,28.9,9.4,17.0,18.4,3.4,-9.0,-4.1,1.2,27.1,54.6,83.4,346.0,-22.8,1.7,414.8,294.08616944822245,228.4,125.0,129.0,21.77,107.57,12,-92.41383055177755,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,
60,PLTR,Software,577.3,55.9,-3.6,-12.6,-11.2,-20.2,-22.0,97.9,294.0,569.0,,577.3,1018.1,-71.2,1.2,1203.9,11.71868833275267,644.4,41.0,35.0,34.0,107.8,-27,-243.08131166724735,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
61,GOOGL,Internet Conglomerates,279.9,100.0,0.6,11.9,14.3,18.6,52.4,75.1,95.8,120.1,174.7,279.9,280.1,-11.4,1.3,110.1,13.6,424.9,58.0,60.0,4.44,108.04,27,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
62,MRVL,Semiconductors,405.4,97.8,0.3,23.9,64.5,71.8,98.0,93.5,105.0,118.8,178.7,405.4,365.9,-14.2,2.2,97.9,27.082485775981826,550.3,49.0,49.0,15.89,108.49,23,2.0824857759818265,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
63,TT,Building Products,234.2,80.0,-8.8,-5.1,-3.1,-0.1,-4.4,-1.3,16.9,52.8,101.0,234.2,294.6,-7.0,1.2,278.5,18.524504777855274,379.2,68.0,70.0,17.32,110.72,-18,-43.77549522214473,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
64,MS,Investment Banking & Brokerage,189.4,95.1,0.4,1.4,2.6,4.6,14.1,32.6,49.5,59.6,118.5,189.4,200.4,-20.8,1.1,135.2,24.63929858693637,334.4,82.0,83.0,8.89,113.49,28,4.0392985869363685,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
65,TER,Semiconductors,430.4,79.7,3.5,2.2,13.1,44.6,141.4,157.8,168.5,161.9,194.8,430.4,539.1,-50.5,2.4,125.1,39.77789656675006,575.4,47.0,47.0,27.33,114.33,35,24.177896566750057,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
66,CASY,Retail Specialty Group,281.2,98.1,-1.9,2.2,14.4,29.7,41.3,66.3,97.9,155.5,197.6,281.2,287.2,-38.6,1.1,129.4,5.652037652243353,426.2,57.0,59.0,8.89,115.49,17,-11.247962347756646,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
67,PH,Diversified Machinery,195.7,70.5,-1.9,-9.7,-12.9,-8.2,-0.9,8.0,22.8,67.6,121.2,195.7,289.7,-29.7,1.1,260.9,15.827645398666592,340.7,76.0,78.0,18.98,117.78,-7,-50.572354601333416,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
68,STLD,Steel,334.1,95.5,-4.0,8.1,13.9,23.1,41.7,47.7,47.9,87.9,238.3,334.1,352.4,-47.6,1.3,175.2,18.45012254675907,479.1,54.0,55.0,24.78,118.78,18,-14.549877453240931,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
69,COHR,,526.3,92.6,1.1,11.0,23.9,58.7,153.0,230.3,363.4,398.1,444.4,526.3,574.7,-81.6,1.6,129.0,18.499390915468616,671.3,37.0,38.0,29.22,119.82,39,13.599390915468616,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
70,ADI,Semiconductors,166.2,99.8,6.4,9.9,14.2,31.5,47.3,53.9,57.8,72.5,96.6,166.2,166.8,-7.8,1.8,44.3,24.038901947100804,311.1,90.0,92.0,4.44,119.84,39,15.938901947100804,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
71,GS,Investment Banking & Brokerage,176.5,85.2,0.1,-2.3,-2.1,1.4,11.0,34.1,65.2,86.7,143.2,176.5,212.9,-35.7,1.1,146.4,24.850671606025674,321.5,87.0,88.0,14.77,120.37,27,3.150671606025675,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
72,WMB,Oil & Gas Midstream,168.3,82.9,-9.6,-9.7,-6.4,3.5,5.8,22.1,48.0,96.3,158.2,168.3,215.4,-57.9,1.1,162.1,23.231970631759435,313.2,89.0,91.0,15.18,121.38,21,-0.8680293682405669,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
73,CIEN,Communications Equipment,1170.4,94.3,-5.7,9.7,45.0,92.9,278.6,515.0,669.6,735.8,804.2,1170.4,1245.5,-63.2,1.4,276.4,0.057700791758205555,1315.3,13.0,14.0,27.33,122.33,7,-7.142299208241795,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
74,ANET,Networking Equipment,658.6,73.5,-21.9,-9.6,-6.8,-6.2,1.5,13.1,43.3,152.1,308.4,658.6,904.1,-19.6,1.3,810.3,1.9235070014427623e-07,803.6,28.0,31.0,11.5,123.3,-56,-125.2999998076493,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
75,NRG,Independent Power Producers,337.8,61.6,-12.0,-16.4,-19.7,-21.8,-23.9,1.2,56.0,126.2,170.2,337.8,554.2,-22.3,1.1,675.8,0.04929032900770025,482.8,53.0,54.0,22.09,125.09,-38,-125.8507096709923,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
76,CRWD,Cybersecurity Software,151.9,72.9,19.1,17.5,20.6,10.2,2.8,16.9,46.4,70.4,,151.9,175.3,-38.3,1.3,149.4,130.06207710190773,239.0,115.0,95.0,30.5,126.3,40,53.36207710190773,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
77,381180.KS,Asset Management,173.9,98.7,9.1,18.7,26.5,37.5,68.8,86.6,114.2,172.4,,173.9,157.0,-10.3,1.6,43.6,43.940035392003104,233.8,118.0,89.0,12.5,126.9,50,35.74003539200311,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
78,RCL,Travel Services,75.0,56.0,1.7,-6.9,-13.6,-11.4,-17.4,0.8,37.1,128.1,130.5,75.0,219.6,-108.0,1.3,210.4,171.32580651645773,220.0,131.0,135.0,27.29,127.09,34,114.72580651645774,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
79,LINK-USD,Cryptocurrency,480.6,7.1,1.1,12.9,11.4,-6.1,-28.6,-43.3,-47.9,-65.9,-10.9,480.6,7258.0,-53.1,1.6,12003.0,5000.0,591.4,44.0,42.0,114.36,132.56,12,-10887.6,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,
80,ETH-USD,Cryptocurrency,224.3,18.3,-0.8,-1.0,0.8,-14.4,-25.7,-37.7,-44.1,-57.3,143.9,224.3,1484.0,-71.9,1.6,2059.5,147.05123304676113,335.1,81.0,71.0,73.11,135.31,-23,-1610.348766953239,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,
81,FCX,Copper Mining,120.4,61.6,8.8,-2.6,-6.6,8.7,20.1,15.6,8.0,-1.1,77.7,120.4,208.6,-56.5,1.7,89.1,98.83630749923238,265.4,104.0,107.0,35.98,138.78,49,47.03630749923238,EARLY_DOWN,UPPER_RANGE,MOMENTUM_UP,S0_NEUTRAL,,,,
82,TPR,Luxury Goods,208.0,72.5,-8.9,-14.5,-13.0,-4.3,11.8,76.0,127.4,166.0,264.3,208.0,323.5,-95.4,1.1,214.4,2.447843149796521,353.0,73.0,76.0,30.02,140.42,24,-12.05215685020348,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
