Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,2182.8,73.5,-1.9,9.2,27.2,26.5,26.9,91.5,304.7,517.1,1255.5,5538.2,2972.5,-10.6,1.2,2671.5,597.1,2279.9,4.0,4.0,5.0,14.0,-10,-1.8
2,BTC-USD,Unknown,7976.2,88.5,-0.5,9.2,8.9,15.7,38.9,100.3,191.9,233.9,617.2,7392.7,9014.3,-11.6,1.1,7625.0,1651.3,8073.3,1.0,1.0,4.0,7.0,0,4.0
3,AMD,Technology,788.7,45.0,-0.7,13.4,36.9,32.4,15.6,0.0,10.8,9.7,96.6,1151.4,1791.0,-31.6,1.2,2314.9,1256.3,885.7,7.0,7.0,6.0,9.0,10,17.6
4,ETN,Industrials,131.4,88.7,4.4,5.3,11.2,11.9,9.1,12.8,34.9,69.8,117.0,168.3,150.6,-18.6,1.2,126.2,27.6,228.4,20.0,22.0,32.0,45.0,-10,22.8
5,DOGE-USD,Unknown,6341.6,45.1,4.1,45.1,25.5,8.4,35.0,82.5,104.3,886.3,3161.0,3536.0,14099.9,-22.5,1.6,9272.8,3165.1,6406.5,2.0,2.0,2.0,5.0,20,23.2
6,AVGO,Technology,169.0,90.0,-1.5,4.4,20.6,23.8,41.6,86.0,168.7,278.0,432.6,747.0,190.0,-19.8,1.2,106.5,17.9,266.1,17.0,18.0,34.0,48.0,0,33.0
7,LLY,Healthcare,146.7,51.3,-1.7,-2.7,-11.0,-9.7,-15.3,-10.5,13.9,97.3,193.0,361.2,311.6,-27.3,1.2,421.3,153.0,243.8,18.0,20.0,13.0,26.0,17,37.6
8,AAPL,Technology,193.0,65.1,1.4,1.3,-6.9,-10.1,-14.5,-15.9,-16.9,-10.8,40.4,156.6,307.5,-20.9,1.1,367.4,135.1,291.9,15.0,16.0,15.0,29.0,20,40.8
9,SOL-USD,Unknown,2967.6,36.1,2.0,25.4,14.1,9.3,8.1,137.3,322.5,1483.2,0.0,0.0,8255.5,-24.9,1.2,9218.4,4244.1,2967.6,3.0,3.0,3.0,4.0,40,43.4
10,MSTR,Technology,1356.9,69.4,-2.9,12.0,6.2,19.4,70.5,337.6,748.8,922.0,1481.8,1752.7,1984.7,-66.9,1.4,1093.8,136.4,1454.0,5.0,5.0,8.0,28.0,30,44.8
11,NFLX,Communication Services,180.4,79.1,-3.8,-9.6,-7.7,6.0,29.8,67.9,128.9,120.9,124.3,327.6,229.0,-3.3,1.6,144.2,28.0,277.4,16.0,17.0,30.0,44.0,18,48.2
12,MSFT,Technology,67.0,37.6,-1.2,0.5,6.7,11.9,10.7,7.2,16.3,25.4,67.4,238.0,196.5,-11.1,1.2,187.1,117.7,165.9,26.0,30.0,24.0,32.0,20,48.8
13,XRP-USD,Unknown,587.9,63.8,-6.6,44.7,36.5,29.1,194.0,307.0,415.4,454.8,576.0,560.6,954.0,-58.7,2.1,496.2,100.5,652.8,9.0,9.0,12.0,33.0,30,49.2
14,COST,Consumer Defensive,205.4,83.4,-2.0,-8.5,-16.1,-12.5,-8.5,2.8,11.7,35.2,67.6,146.8,249.1,-14.0,1.1,212.6,46.5,302.5,14.0,15.0,21.0,40.0,24,50.0
15,ETH-USD,Unknown,565.5,33.6,2.5,50.9,67.9,50.1,35.1,33.3,48.9,111.7,595.9,582.2,1813.8,-67.4,1.3,1292.1,814.1,630.4,10.0,10.0,7.0,12.0,40,50.2
