Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,1991.3,67.1,-0.1,5.1,14.9,13.8,12.1,74.8,270.2,449.5,1074.5,4724.5,2972.5,-10.6,1.2,2861.1,687.7,2078.7,5.0,5.0,5.0,12.0,-10,-2.2
2,BTC-USD,Unknown,7578.1,84.1,1.1,2.9,13.6,11.7,36.0,99.3,183.8,228.9,586.4,6819.9,9014.3,-11.5,1.3,6950.4,1527.7,7666.8,1.0,1.0,4.0,7.0,0,4.0
3,TSLA,Consumer Cyclical,3015.7,91.6,2.6,-5.0,11.2,-3.6,18.2,17.9,17.0,18.1,392.3,821.5,3296.9,-60.2,1.2,2062.5,407.6,3103.0,3.0,3.0,7.0,15.0,8,16.6
4,ETN,Industrials,111.7,77.0,-1.3,-0.7,4.7,2.1,-1.3,2.9,22.3,52.7,91.1,131.5,150.6,-18.6,1.2,143.7,37.1,200.4,22.0,26.0,28.0,44.0,-2,30.8
5,AMD,Technology,697.2,40.0,-0.5,1.1,7.6,3.6,-12.1,-25.5,-18.0,-20.1,46.7,830.9,1791.0,-31.6,1.2,2661.6,1528.1,784.5,8.0,8.0,6.0,6.0,24,30.8
6,LLY,Healthcare,182.7,62.0,6.8,8.5,-1.3,-0.6,-7.2,3.0,31.6,123.7,229.8,405.6,311.6,-27.3,1.2,348.4,104.0,270.0,15.0,17.0,15.0,31.0,9,30.8
7,AVGO,Technology,166.1,88.6,-1.2,2.3,20.2,17.3,33.7,76.4,152.6,250.2,384.0,660.6,190.0,-19.8,1.2,102.3,17.8,253.4,19.0,19.0,34.0,50.0,0,34.4
8,DOGE-USD,Unknown,4729.6,32.7,1.1,-11.2,4.2,-18.6,14.8,57.9,70.4,874.0,2666.5,2911.1,14535.2,-32.8,1.7,12642.2,5005.9,4796.9,2.0,2.0,2.0,3.0,38,40.4
9,NFLX,Communication Services,196.2,85.9,-1.5,2.7,12.7,19.2,43.3,83.4,159.4,134.9,139.6,352.4,229.0,-3.3,1.5,124.9,22.6,284.9,14.0,15.0,31.0,48.0,10,41.2
10,MELI,Consumer Cyclical,140.0,27.0,-1.5,-8.6,4.0,14.3,18.7,28.3,54.3,43.4,123.9,474.1,587.2,-25.7,1.2,405.0,269.4,228.7,20.0,21.0,14.0,20.0,25,44.0
11,AAPL,Technology,175.6,59.8,-4.0,-6.4,-12.7,-15.8,-16.8,-18.5,-18.5,-12.5,35.9,140.6,307.5,-20.9,1.1,405.3,158.8,262.9,17.0,18.0,13.0,26.0,25,45.0
12,MSFT,Technology,69.9,39.0,0.7,3.0,10.4,11.3,8.1,5.5,14.5,22.8,64.2,220.7,196.5,-11.1,1.2,181.0,113.6,157.2,27.0,28.0,21.0,29.0,20,46.8
13,COST,Consumer Defensive,223.0,90.1,-8.8,-6.1,-4.7,-2.7,2.1,17.4,27.6,54.0,91.6,177.4,249.1,-14.0,1.1,190.6,37.8,311.7,13.0,13.0,20.0,43.0,21,47.4
14,MSTR,Technology,1234.8,63.4,0.4,-4.4,12.8,13.6,73.6,349.8,753.8,869.5,1354.4,1575.7,1984.7,-66.9,1.4,1097.5,141.6,1322.1,6.0,6.0,9.0,28.0,35,50.4
15,PANW,Technology,59.6,53.6,-1.9,0.3,2.4,3.8,6.1,11.9,33.6,91.0,164.1,285.4,146.5,-40.8,1.4,153.5,57.7,146.9,30.0,32.0,27.0,37.0,20,52.6
16,AMAT,Technology,37.3,22.1,0.5,2.3,7.9,5.1,-8.9,-14.8,-4.4,5.3,51.8,151.7,253.7,-24.1,1.5,460.2,381.4,124.6,39.0,40.0,12.0,16.0,29,53.6
17,SOL-USD,Unknown,2615.0,31.9,1.2,-4.5,12.5,-3.8,-1.5,155.5,283.4,1822.1,0.0,0.0,8255.5,-24.9,1.2,10656.9,4732.5,2615.0,4.0,4.0,3.0,4.0,51,54.8
18,XRP-USD,Unknown,399.0,45.4,0.6,-3.4,-0.9,-3.7,146.6,208.1,279.2,309.0,372.5,362.3,950.8,-59.2,2.2,623.8,160.1,466.3,9.0,9.0,11.0,25.0,41,56.8
19,WM,Industrials,44.1,53.5,-5.3,-2.0,-5.6,0.9,1.8,2.5,-0.3,10.1,13.5,41.9,91.9,-10.8,1.2,119.8,54.2,132.8,35.0,37.0,32.0,38.0,21,57.0
