Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,2010.9,67.8,0.4,7.7,17.0,13.3,12.5,75.6,271.6,453.0,1081.0,4752.8,2972.5,-10.6,1.2,2827.1,671.0,2099.6,5.0,5.0,5.0,11.0,-10,-2.6
2,BTC-USD,Unknown,7578.7,84.1,2.0,0.7,13.8,12.9,36.8,100.1,181.9,228.9,585.9,6889.4,9014.3,-11.6,1.2,7892.7,1773.9,7666.8,1.0,1.0,4.0,6.0,0,3.6
3,TSLA,Consumer Cyclical,3017.5,91.7,-0.5,-3.4,12.5,-3.7,18.7,17.7,16.5,17.7,393.6,823.5,3296.9,-60.2,1.2,2055.1,405.9,3106.2,3.0,3.0,7.0,16.0,8,17.0
4,ETN,Industrials,110.8,76.5,-1.6,-1.4,4.6,1.3,-2.2,2.0,21.3,51.2,89.5,129.5,150.6,-18.6,1.2,144.6,37.5,200.0,22.0,26.0,28.0,42.0,-2,30.0
5,LLY,Healthcare,176.5,60.1,5.1,5.3,-3.9,-2.7,-9.2,0.5,28.6,119.1,223.6,396.3,311.6,-27.3,1.2,359.1,110.1,265.2,17.0,18.0,15.0,30.0,9,31.0
6,AMD,Technology,736.9,42.2,0.8,6.5,12.3,7.1,-9.0,-22.6,-14.3,-16.0,54.6,873.4,1791.0,-31.6,1.2,2529.2,1401.7,825.6,8.0,8.0,6.0,8.0,24,31.6
7,AVGO,Technology,166.5,88.8,-11.2,5.6,22.0,22.2,36.9,78.7,156.4,256.2,392.1,673.7,190.0,-19.8,1.2,101.6,17.6,255.2,19.0,19.0,33.0,50.0,0,34.2
8,DOGE-USD,Unknown,4739.4,32.7,1.1,-10.9,4.6,-18.3,15.1,58.2,70.8,874.4,2666.9,2911.6,14539.2,-31.9,1.7,12665.6,5016.1,4796.9,2.0,2.0,2.0,3.0,38,40.4
9,NFLX,Communication Services,196.2,85.9,-1.5,2.7,12.7,19.2,43.3,83.4,159.4,134.9,139.6,352.4,229.0,-3.3,1.5,124.9,22.6,284.9,14.0,15.0,30.0,47.0,10,40.6
10,MELI,Consumer Cyclical,139.8,27.0,-1.7,-8.5,5.1,14.5,18.7,28.6,53.9,43.8,124.6,476.3,587.2,-25.7,1.2,404.4,269.7,229.0,20.0,21.0,13.0,20.0,25,43.8
11,AAPL,Technology,178.5,60.7,-3.0,-5.9,-13.3,-15.4,-16.4,-18.2,-18.1,-12.0,37.0,143.1,307.5,-20.9,1.1,399.8,154.3,267.2,16.0,17.0,14.0,25.0,25,44.4
