Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,TSLA,Consumer Cyclical,1006.6,61.0,1.2,-4.1,2.1,11.9,14.5,43.0,47.3,28.6,421.7,1067.8,1682.4,-49.4,1.3,1457.9,534.7,1107.0,5.0,5.0,13.0,21.0,5,18.0
2,BTC-USD,Unknown,4162.1,68.4,1.3,-2.2,-13.4,-18.1,-17.4,7.2,73.1,89.5,373.6,5524.8,6095.2,-13.0,1.1,7414.3,2257.9,4262.6,2.0,2.0,6.0,12.0,14,20.8
3,AVGO,Technology,236.7,86.6,-11.2,0.2,6.3,15.6,43.5,93.0,181.7,335.4,537.0,1008.8,274.4,-6.9,1.2,173.6,29.9,337.1,17.0,19.0,31.0,48.0,-10,22.6
4,AAPL,Technology,216.4,77.2,3.2,3.5,7.8,16.8,12.2,13.4,12.8,20.3,81.3,254.3,285.1,-16.5,1.2,256.2,82.7,316.8,18.0,20.0,23.0,40.0,0,28.2
5,LLY,Healthcare,191.4,79.8,-6.5,7.2,18.3,20.8,15.6,10.1,35.0,126.1,253.3,512.4,248.5,-33.6,1.3,205.4,54.6,291.8,20.0,21.0,25.0,44.0,0,30.8
6,ANET,Technology,239.5,55.9,1.0,-10.9,-12.8,-2.0,5.8,21.7,63.7,176.6,309.0,796.7,443.4,-19.1,1.2,543.7,183.5,339.9,16.0,18.0,20.0,31.0,11,34.2
7,NVDA,Technology,887.9,78.6,-1.5,-5.9,-4.4,0.4,15.6,50.2,190.1,456.3,1211.6,5789.3,1132.5,-11.7,1.2,1064.6,221.4,988.2,6.0,6.0,16.0,29.0,18,35.2
8,TRX-USD,Unknown,379.4,5.3,-0.1,-0.1,-12.6,-13.5,-12.1,39.0,101.1,173.1,467.5,711.2,7353.9,-12.6,1.2,8821.3,6418.8,459.0,12.0,13.0,4.0,5.0,34,41.8
9,AMD,Technology,424.1,61.3,-0.6,-8.1,9.2,24.9,49.4,31.3,43.3,52.4,142.1,1607.0,711.6,-31.7,1.4,592.5,244.3,524.5,11.0,12.0,19.0,28.0,25,44.6
10,XRP-USD,Unknown,751.1,38.7,-0.7,0.1,-16.6,-18.3,-21.2,112.0,172.7,191.9,305.0,290.6,2033.0,-57.1,1.6,2418.5,851.7,830.7,7.0,8.0,11.0,16.0,39,50.6
11,DOGE-USD,Unknown,2720.2,24.4,-0.7,-1.3,-23.2,-25.8,-39.5,-22.3,-4.3,96.3,1677.3,1996.1,11273.4,-39.5,1.7,18967.5,11337.5,2799.7,3.0,3.0,2.0,3.0,50,52.8
12,SMCI,Technology,253.6,18.7,-0.5,-17.4,-24.7,-32.0,-25.3,-42.9,-4.7,254.6,556.5,726.4,1712.8,-81.9,1.7,3598.5,2123.5,353.9,15.0,16.0,9.0,13.0,40,53.2
13,CAT,Industrials,79.2,97.6,5.4,0.9,13.2,24.3,36.0,40.6,51.8,79.9,116.9,186.4,81.9,-31.4,1.4,40.8,8.7,179.6,31.0,35.0,42.0,59.0,10,55.2
14,BNB-USD,Unknown,2082.7,65.4,0.0,-0.7,-6.6,4.6,12.1,42.4,85.0,187.4,1761.9,3281.1,3196.5,-19.9,1.3,2436.0,818.6,2162.3,4.0,4.0,10.0,17.0,48,58.4
15,ENPH,Technology,135.7,4.9,0.4,-1.6,-14.5,-22.8,-43.9,-72.9,-95.9,-116.5,-101.6,299.6,4326.2,-81.4,1.7,17821.3,34879.5,236.0,25.0,26.0,3.0,2.0,50,61.6
16,COST,Consumer Defensive,106.7,62.9,3.3,-0.4,-2.9,-9.9,-16.1,-13.3,-4.0,13.6,38.4,116.6,179.3,-16.2,1.1,202.8,58.0,207.1,28.0,31.0,26.0,42.0,30,63.8
17,LRCX,Technology,121.3,84.5,2.8,-2.9,12.7,31.9,58.0,55.3,74.5,94.3,192.3,534.8,146.3,-15.5,1.7,76.4,21.0,221.6,26.0,28.0,37.0,54.0,25,64.8
18,UNI-USD,Unknown,7188.4,2.4,0.0,2.4,-2.6,6.4,11.9,-9.9,-6.9,-30.5,-42.6,-42.6,306013.3,-131.8,1.5,404262.2,427721.5,7223.5,1.0,1.0,1.0,1.0,64,65.0
19,SOL-USD,Unknown,782.6,27.2,0.1,-2.8,-23.3,-21.7,-27.5,-24.1,162.3,422.3,0.0,0.0,2954.5,-28.5,1.4,5401.2,3847.7,782.6,8.0,7.0,8.0,9.0,57,65.2
20,LINK-USD,Unknown,471.8,11.8,1.1,6.0,-20.5,-16.0,-25.4,-27.2,-5.9,-27.9,279.8,775.2,4323.2,-45.8,1.6,8805.3,8948.8,551.3,9.0,9.0,5.0,4.0,60,66.2
21,AVAV,Industrials,182.3,75.2,-2.6,-14.0,-13.3,-5.0,22.0,27.8,55.0,85.3,112.3,255.0,255.5,-39.9,1.4,115.6,26.4,282.6,22.0,23.0,34.0,51.0,31,67.2
22,WMT,Consumer Defensive,67.3,92.7,16.4,7.1,8.5,6.4,5.2,25.6,37.3,54.2,59.0,91.4,75.9,-41.4,1.3,31.6,2.7,167.6,34.0,38.0,43.0,64.5,20,68.8
23,KLAC,Technology,78.3,82.9,4.8,-1.8,7.7,16.3,34.5,38.0,61.5,111.8,247.0,586.3,98.3,-19.0,1.5,58.1,13.8,178.6,32.0,36.0,39.0,57.0,25,69.2
24,GS,Financial Services,52.0,97.0,7.4,3.0,4.1,7.4,14.9,36.2,50.9,62.9,97.8,101.4,55.0,-46.0,1.1,26.1,2.7,152.3,37.0,40.0,44.0,64.5,20,70.0
25,ASML,Technology,-4.9,25.2,0.7,2.5,14.1,24.5,32.8,17.1,14.8,16.9,75.1,263.9,139.2,-53.5,2.4,0.0,88.7,95.5,52.0,56.0,83.5,38.0,20,73.5
26,PANW,Technology,35.8,42.3,1.7,-6.8,-7.9,-9.0,-11.0,-10.4,1.8,37.4,109.9,231.3,155.5,-51.8,1.2,202.1,94.0,136.2,42.0,43.0,27.0,37.0,37,74.2
27,MSTR,Technology,425.5,38.2,-0.5,-14.0,-31.9,-44.3,-51.0,-2.9,159.2,216.6,473.8,610.9,1219.5,-65.2,1.4,1356.2,310.5,525.9,10.0,11.0,15.0,25.0,57,74.2
28,TMDX,Healthcare,175.1,77.6,-0.1,6.8,15.0,9.7,40.3,25.2,34.8,166.0,265.0,265.0,247.2,-74.5,1.4,162.1,33.1,250.9,24.0,24.0,32.0,47.0,40,74.8
29,AMAT,Technology,50.9,63.0,18.1,4.7,21.7,29.3,36.7,22.9,30.2,42.4,116.9,295.4,103.0,-38.0,1.9,16.9,10.2,151.2,38.0,41.0,47.0,58.0,30,78.4
30,ISRG,Healthcare,8.2,33.7,-3.8,1.7,12.0,5.3,-2.6,2.6,14.0,26.7,40.7,167.9,98.9,-37.8,1.4,56.8,24.7,108.5,45.0,47.0,40.0,52.0,33,80.2
31,MKR-USD,Unknown,318.4,28.0,0.9,0.6,-4.7,-8.3,-3.1,-21.0,3.0,-14.6,24.6,28.7,1275.9,-53.7,1.3,1461.2,1069.1,398.0,14.0,14.0,12.0,15.0,67,81.0
32,FSLR,Technology,-15.1,31.6,-3.2,-2.8,6.0,22.6,36.5,20.9,8.3,52.0,107.4,154.8,102.7,-69.5,1.7,0.0,29.2,85.3,55.0,59.0,83.5,49.0,25,84.1
33,GOOG,Communication Services,87.5,91.8,-8.2,5.7,17.2,37.7,49.5,59.3,78.7,89.4,140.5,270.7,96.8,-16.7,1.8,20.8,5.2,187.8,29.0,32.0,46.0,61.5,40,86.0
34,ADA-USD,Unknown,190.9,10.9,0.3,-5.2,-30.9,-36.1,-48.6,-41.2,-36.4,-59.7,115.8,114.3,2088.2,-41.0,1.6,5434.1,4516.4,270.5,23.0,22.0,7.0,7.0,75,88.2
35,QQQ,Unknown,-3.2,9.2,2.6,-0.8,0.7,1.8,4.4,6.5,13.0,17.0,33.7,89.9,49.2,-8.5,1.6,0.0,54.7,97.1,51.0,54.5,83.5,43.0,35,90.0
36,IONQ,Technology,239.7,63.8,-2.6,-6.8,-6.5,0.7,20.8,200.2,307.1,336.3,336.3,336.3,391.8,-28.8,1.9,179.8,41.1,288.8,21.0,17.0,30.0,46.0,58,90.0
37,WM,Industrials,-5.6,19.3,0.2,5.3,-0.3,-8.3,-14.1,-18.5,-21.5,-19.0,-21.5,-2.3,72.9,-24.4,1.4,0.0,198.9,94.7,53.0,57.5,83.5,30.0,40,90.8
38,MELI,Consumer Cyclical,-5.6,7.2,-9.0,-3.1,-9.1,-12.6,-6.3,0.6,13.3,16.1,66.8,400.0,247.3,-25.3,1.4,0.0,427.4,92.9,54.0,57.5,83.5,24.0,44,92.6
39,VST,Utilities,72.6,46.8,-2.9,-5.9,-10.6,-14.1,-5.4,62.3,205.8,389.4,435.8,489.6,253.4,-86.7,1.3,230.8,26.6,168.6,33.0,37.0,24.0,50.0,54,92.8
40,COIN,Financial Services,117.5,84.6,4.2,0.1,1.2,25.5,30.6,61.7,162.3,131.4,131.4,131.4,149.0,-56.0,1.3,87.0,5.7,157.1,36.0,29.0,35.0,60.0,50,94.0
41,ETH-USD,Unknown,80.4,18.3,0.2,-3.1,-20.3,-11.6,-3.4,-12.0,-0.8,0.4,398.6,408.9,740.2,-67.5,1.4,850.7,755.1,160.0,35.0,34.0,17.0,19.0,70,94.8
42,NEE,Utilities,-17.7,20.4,-0.5,2.9,6.6,7.4,5.3,-0.1,-13.5,-30.4,-43.3,-37.3,93.3,-46.2,2.0,0.0,61.6,82.6,56.0,61.0,83.5,41.0,41,97.5
43,NVDL,Unknown,81.7,19.1,-3.8,-14.0,-11.1,-0.3,26.5,73.0,344.3,344.3,344.3,344.3,428.0,0.0,1.8,843.6,428.7,150.5,39.0,33.0,18.0,23.0,71,98.2
44,MSFT,Technology,-22.5,2.1,2.1,-2.4,-5.2,-8.0,-3.1,-6.8,-3.2,5.2,33.3,197.0,121.5,-25.6,1.7,0.0,672.1,77.9,58.0,63.0,83.5,20.0,50,98.9
45,RKLB,Industrials,166.1,49.1,-2.1,-15.0,-14.6,-2.6,32.0,355.6,479.2,432.0,429.1,429.1,384.5,-44.6,1.7,194.7,16.9,216.1,27.0,25.0,28.0,55.0,61,99.0
46,HOOD,Financial Services,267.4,72.5,8.7,-4.9,0.7,18.4,93.0,361.9,619.4,655.8,655.8,655.8,390.8,-57.8,1.2,187.9,15.1,307.7,19.0,15.0,29.0,56.0,65,100.0
47,NTRA,Healthcare,41.9,49.5,-2.3,9.7,24.3,33.2,33.8,80.4,164.8,172.1,296.3,796.8,174.8,-88.5,1.4,-51.5,-47.4,142.7,41.0,42.0,123.0,75.0,30,101.2
48,META,Communication Services,16.3,53.6,3.8,0.6,-7.6,-13.3,-12.8,-1.6,45.8,72.3,81.7,133.4,98.5,-78.8,1.1,84.5,4.6,116.7,44.0,45.0,36.0,63.0,52,102.2
49,LIN,Basic Materials,-46.0,0.0,-2.6,-0.7,-9.1,-15.6,-20.7,-29.2,-35.7,-31.6,-28.0,-9.5,56.1,-46.0,1.7,0.0,3278.2,54.4,68.5,75.5,83.5,10.0,55,104.5
50,AMZN,Consumer Cyclical,-32.1,5.8,1.3,-3.7,-1.6,-1.7,-3.0,0.0,15.5,7.4,6.2,125.2,145.5,-43.1,1.9,0.0,258.0,68.3,63.0,69.0,83.5,27.0,54,107.9
51,GOOGL,Communication Services,3.5,39.2,-3.7,5.7,16.0,23.5,23.7,26.2,39.9,44.9,79.5,163.6,71.7,-40.5,1.9,-32.7,-2.1,101.8,46.0,48.5,121.0,67.0,40,109.9
52,PLD,Real Estate,-23.4,17.3,-0.6,1.6,5.2,6.8,2.4,-10.7,-24.7,-38.8,-48.7,-47.2,76.7,-44.4,1.9,0.0,47.5,77.0,59.0,64.0,83.5,45.0,51,110.3
53,PLTR,Technology,132.3,66.8,3.1,-8.7,-6.7,1.2,41.8,307.5,688.2,799.3,832.0,832.0,221.0,-46.5,1.6,117.8,5.2,186.2,30.0,27.0,33.0,61.5,68,110.6
54,ETN,Industrials,-3.2,19.2,-3.1,-7.6,-9.5,-12.6,-11.5,-14.2,-4.2,23.1,61.5,105.7,76.1,-22.0,1.4,0.0,120.9,97.2,50.0,54.5,83.5,33.0,60,110.8
55,ADBE,Technology,-47.1,1.7,1.7,-1.6,-6.0,-14.5,-26.6,-47.3,-59.3,-73.2,-88.1,-61.7,169.7,-50.8,2.5,0.0,2708.7,53.3,70.0,77.0,83.5,11.0,65,115.5
56,SO,Utilities,-36.1,1.3,-4.0,-1.9,-4.8,-9.1,-12.1,-13.8,-19.7,-23.5,-35.8,-61.9,44.4,-37.2,1.5,0.0,790.8,64.2,64.0,70.0,83.5,18.0,65,115.7
57,HIMS,Healthcare,59.8,35.8,-3.6,-9.8,-20.6,-31.3,-20.1,52.2,130.2,216.8,201.2,201.2,321.5,-86.1,1.4,262.4,23.7,134.4,43.0,39.0,22.0,53.0,74,116.0
58,TGTX,Healthcare,-27.7,18.0,-2.3,-3.0,-7.5,-14.4,-21.1,9.1,30.0,54.2,75.7,62.0,305.5,-101.0,1.4,0.0,-128.2,72.7,60.0,65.5,83.5,82.0,44,118.6
59,SPOT,Communication Services,16.1,45.8,-5.8,-6.8,-15.0,-20.2,-16.1,27.5,110.2,132.8,135.3,131.8,115.1,-67.6,1.4,61.5,-19.5,98.0,49.0,46.0,38.0,72.0,64,119.4
60,LUNR,Industrials,112.3,22.5,1.6,-7.2,-5.3,-12.4,-24.3,28.9,13.8,-6.1,-6.1,-6.1,642.3,-41.4,1.9,335.4,114.4,147.1,40.0,30.0,21.0,35.0,89,121.2
61,GE,Industrials,0.7,75.9,-6.0,-3.2,-3.4,-1.2,14.3,44.2,102.8,202.5,273.9,168.0,30.5,-93.1,1.2,-3.5,-11.3,101.1,47.0,51.0,120.0,68.0,51,121.8
62,ALB,Basic Materials,-80.2,13.0,1.8,12.9,28.8,55.4,50.7,17.7,-20.6,-52.5,-55.3,-83.4,190.4,-120.5,2.4,0.0,147.7,20.2,91.5,96.5,83.5,32.0,58,125.1
63,CVX,Energy,-63.6,2.1,-0.3,0.4,-2.8,-4.3,-10.1,-20.0,-35.9,-36.2,-48.0,-85.2,65.0,-66.3,1.8,0.0,499.4,36.8,77.0,85.0,83.5,22.0,70,127.9
64,HSY,Consumer Defensive,-79.3,1.1,1.0,-1.0,-2.7,-2.3,-4.0,-20.1,-40.6,-46.9,-57.0,-73.1,66.6,-80.9,2.2,0.0,119.4,19.2,93.0,94.0,83.5,34.0,65,132.7
65,JOBY,Industrials,27.9,66.1,-2.9,-6.5,-6.8,7.4,42.3,86.9,94.4,70.2,68.2,68.2,79.2,-72.2,2.0,-37.9,-17.4,81.4,57.0,44.0,122.0,71.0,68,141.0
66,PG,Consumer Defensive,-72.5,1.5,-3.6,-0.1,-4.7,-11.1,-20.2,-30.0,-41.0,-48.8,-63.6,-84.0,24.9,-74.0,1.8,0.0,86.7,27.9,82.0,88.0,83.5,39.0,75,141.3
67,ADSK,Technology,-72.2,3.4,1.9,0.2,-3.7,-6.2,-7.4,-6.5,-8.3,-21.0,-29.9,20.5,131.7,-79.4,2.0,0.0,-364.5,28.2,81.0,87.0,83.5,92.0,55,142.1
68,VOO,Unknown,0.2,100.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.0,0.1,0.0,0.0,100.6,48.0,52.0,83.5,66.0,80,143.1
69,NFLX,Communication Services,-172.9,0.3,0.3,-47.6,-71.2,-84.7,-94.4,-103.5,-113.2,-122.2,-144.1,-169.1,220.7,-173.9,1.5,0.0,4445.7,-72.5,120.0,121.0,83.5,8.0,75,143.1
70,MA,Financial Services,-42.3,2.7,0.4,0.7,-4.5,-8.9,-12.4,-11.7,-13.2,-10.5,-14.1,56.6,62.9,-45.2,1.8,0.0,-134.6,58.1,67.0,73.0,83.5,84.0,65,143.3
71,NEM,Basic Materials,-30.7,40.6,2.8,5.6,6.6,21.7,52.9,68.6,60.6,33.5,19.1,17.3,63.1,-94.8,2.0,0.0,-60.3,69.6,62.0,68.0,83.5,78.0,70,143.9
72,MRK,Healthcare,-79.4,19.4,-0.4,13.1,13.4,15.4,4.9,-18.8,-34.7,-35.5,-52.9,-75.1,23.9,-104.3,2.5,0.0,-36.2,21.0,90.0,95.0,83.5,74.0,61,144.3
73,AAVE-USD,Unknown,-53.2,2.9,1.2,4.4,-20.7,-27.2,-27.3,7.8,44.0,11.6,604.3,604.3,383.1,-66.1,1.9,0.0,96.1,2.4,100.0,82.0,83.5,36.0,79,146.5
74,BKNG,Consumer Cyclical,-46.0,24.4,4.9,0.9,-4.7,-10.8,-11.8,-2.2,9.9,34.9,42.6,42.7,17.7,-66.6,1.5,0.0,-81.6,54.4,68.5,75.5,83.5,79.0,72,149.1
75,ARM,Technology,-27.7,2.0,2.0,-9.4,-8.3,-10.4,-9.6,-5.0,5.0,5.0,5.0,5.0,119.2,-30.7,1.9,0.0,1819.9,27.3,84.0,65.5,83.5,14.0,97,149.2
76,ICLN,Unknown,-74.0,4.7,-0.3,-3.1,1.8,7.5,16.2,2.1,-20.8,-47.8,-57.4,-79.1,141.5,-84.7,2.2,0.0,-268.9,26.4,86.0,90.5,83.5,89.0,63,150.6
77,AEP,Utilities,-39.1,13.1,-9.7,-0.9,0.6,0.0,-0.4,0.4,-7.4,-16.7,-37.6,-64.6,35.1,-50.3,2.2,0.0,-96.7,61.2,65.0,71.0,83.5,80.0,76,151.9
78,BLK,Financial Services,-47.5,2.6,2.6,0.2,-5.3,-7.3,-8.3,-5.9,-6.8,-13.7,-12.2,-18.0,32.1,-49.6,2.0,0.0,-340.1,52.9,71.0,78.0,83.5,90.0,70,152.5
79,ARKX,Unknown,-15.4,43.6,-2.0,-5.7,-5.1,-0.1,11.8,30.3,31.6,18.8,18.8,18.8,10.2,-35.2,2.1,0.0,-17.3,35.0,78.0,60.0,83.5,70.0,81,153.3
80,ENS,Industrials,-146.6,8.1,0.0,4.0,8.5,4.0,0.6,-12.1,-18.4,-21.9,-35.8,-68.2,26.2,-161.9,2.5,0.0,-875.7,70.8,61.0,118.0,83.5,100.0,61,153.5
81,KO,Consumer Defensive,-50.1,13.2,-7.1,2.9,2.3,-3.4,-7.0,-12.7,-23.1,-29.5,-45.4,-76.6,14.9,-60.0,2.4,0.0,-115.1,50.3,73.0,79.0,83.5,81.0,77,156.5
82,SNOW,Technology,-2.8,60.2,5.8,-1.6,4.7,8.8,23.6,36.8,27.8,-2.1,-6.5,-6.5,36.8,-62.8,2.2,0.0,-16.4,51.6,72.0,53.0,83.5,69.0,90,159.3
83,UNH,Healthcare,-118.1,7.5,-1.2,1.2,-0.7,1.9,-22.3,-44.1,-60.8,-71.4,-80.5,-80.8,36.3,-130.7,2.3,0.0,-218.3,-17.7,109.0,112.0,83.5,85.0,67,161.9
84,SEDG,Technology,-173.2,0.1,-0.7,-3.4,-9.4,11.9,53.9,7.3,-42.5,-85.9,-113.9,-130.6,491.8,-174.1,2.5,0.0,-1157.5,-71.8,119.0,122.0,83.5,103.0,56,162.1
85,UBER,Technology,-45.6,21.7,6.8,-3.6,-6.6,-7.5,-0.1,0.5,29.1,48.0,47.4,47.4,21.6,-64.2,1.4,0.0,-57.6,31.6,80.0,74.0,83.5,77.0,84,162.3
86,DUK,Utilities,-56.4,0.0,-3.8,-2.0,-3.9,-7.3,-10.6,-12.5,-19.7,-30.1,-48.2,-83.1,30.3,-56.4,2.3,0.0,-761.6,43.9,75.0,83.0,83.5,98.0,75,162.5
87,JNJ,Healthcare,-41.6,29.1,-2.8,5.9,7.7,12.0,14.1,7.2,-6.4,-20.0,-37.1,-66.6,16.6,-65.5,2.2,0.0,-54.2,58.8,66.0,72.0,83.5,76.0,88,162.7
88,PEP,Consumer Defensive,-80.2,5.6,-0.1,2.5,0.7,-0.1,-8.2,-25.1,-42.4,-53.1,-70.2,-100.3,23.2,-86.3,2.3,0.0,-238.4,20.2,91.5,96.5,83.5,87.0,77,166.1
89,RIVN,Consumer Cyclical,-28.7,33.2,10.5,13.5,12.7,14.6,16.3,10.5,-15.4,-43.0,-43.0,-43.0,28.2,-57.0,1.8,0.0,-31.7,7.7,96.0,67.0,83.5,73.0,88,166.5
90,XOM,Energy,-78.4,17.1,-1.5,2.8,2.0,0.3,-4.9,-14.9,-28.1,-11.2,-13.5,-64.0,8.6,-96.4,1.4,0.0,-131.7,22.0,88.0,92.0,83.5,83.0,84,169.9
91,V,Financial Services,-52.6,0.7,-1.0,-0.4,-4.5,-10.1,-14.1,-11.7,-13.7,-12.2,-19.3,16.4,34.5,-53.2,2.0,0.0,-1391.7,47.7,74.0,81.0,83.5,106.0,80,170.1
92,NOC,Industrials,-57.7,0.5,-4.9,-1.8,-6.9,-6.5,-5.3,-10.4,-21.3,-20.7,-30.3,-37.4,56.8,-58.3,2.1,0.0,-614.3,42.6,76.0,84.0,83.5,96.0,85,172.1
93,TAN,Unknown,-134.6,0.9,-0.6,-2.7,0.9,11.3,18.9,-0.9,-29.9,-60.0,-63.4,-76.1,137.2,-137.1,2.1,0.0,-5899.1,-34.2,112.0,115.0,83.5,115.0,66,174.1
94,ONDO-USD,Unknown,-87.3,1.3,1.3,-5.0,-30.2,-38.2,-53.9,-44.4,-44.4,-44.4,-44.4,-44.4,236.5,-91.7,2.6,0.0,5641.5,-40.1,114.0,100.0,83.5,6.0,115,176.9
95,SPG,Real Estate,-86.1,22.8,-1.9,2.2,-0.5,0.2,-5.0,-6.9,-5.8,-6.3,-19.5,-82.0,13.9,-115.6,1.2,0.0,-220.0,14.3,95.0,99.0,83.5,86.0,87,176.9
96,APD,Basic Materials,-104.1,5.7,-1.0,4.8,-3.3,-10.1,-19.9,-26.1,-41.7,-51.3,-67.8,-84.4,45.5,-113.2,2.3,0.0,-484.5,-3.7,105.0,108.0,83.5,95.0,80,177.3
97,NKE,Consumer Cyclical,-120.0,4.7,1.5,3.4,-6.2,-10.6,-16.6,-36.4,-57.9,-79.9,-101.4,-131.0,32.5,-127.6,2.2,0.0,-699.0,-19.6,110.0,113.0,83.5,97.0,80,180.1
98,SRE,Utilities,-83.4,6.8,-7.1,-1.2,0.5,2.0,-0.2,-5.8,-16.9,-23.7,-41.9,-72.6,13.2,-90.5,1.8,0.0,-465.0,16.9,94.0,98.0,83.5,94.0,89,181.7
99,BA,Industrials,-101.1,4.3,4.3,-0.3,-6.8,-10.9,-4.8,-12.7,-28.9,-39.6,-69.6,-109.4,109.8,-110.5,1.9,0.0,-875.0,-0.7,101.0,105.0,83.5,99.0,85,182.5
100,UPS,Industrials,-112.0,8.0,0.3,2.7,6.2,-0.3,-14.9,-37.4,-59.7,-80.4,-97.9,-136.6,40.2,-125.2,1.9,0.0,-362.6,-11.6,107.0,110.0,83.5,91.0,87,183.5
101,HON,Industrials,-94.0,2.2,2.2,-0.7,-6.8,-15.1,-21.3,-28.1,-39.8,-51.4,-67.0,-89.4,14.0,-96.4,2.5,0.0,-1342.0,6.4,97.0,102.0,83.5,105.0,85,183.5
102,SUI-USD,Unknown,-101.4,4.9,0.7,-12.2,27.8,-0.3,-52.4,-88.0,-91.1,-91.1,-91.1,-91.1,147.5,-114.2,3.3,0.0,292.6,-82.0,123.0,106.0,83.5,26.0,112,184.9
103,PYPL,Financial Services,-146.0,1.0,1.0,-3.2,-6.8,-13.2,-22.5,-27.7,-41.2,-72.6,-101.3,-120.7,112.0,-148.5,2.5,0.0,-8178.2,-44.8,116.0,117.0,83.5,117.0,75,185.1
104,TDOC,Healthcare,-165.1,0.3,-0.4,-5.3,-7.0,-8.9,-20.8,-43.1,-71.7,-103.8,-136.6,-178.1,312.6,-166.5,2.6,0.0,-10152.0,-63.4,118.0,120.0,83.5,118.0,75,186.5
105,RTX,Industrials,-74.0,4.2,-8.5,-2.6,-1.6,0.6,7.7,20.5,20.2,24.9,17.6,-9.8,5.7,-77.5,1.7,0.0,-1203.4,26.4,86.0,90.5,83.5,104.0,93,186.6
106,SBUX,Consumer Cyclical,-97.8,5.6,0.1,3.7,-0.8,-6.8,-17.4,-25.1,-41.9,-55.6,-73.7,-97.8,33.9,-105.6,2.1,0.0,-880.6,2.6,99.0,103.0,83.5,101.0,90,187.5
