Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,1989.2,67.0,2.4,10.1,16.2,12.6,12.3,74.4,264.7,448.0,1068.7,4702.5,2972.5,-10.6,1.2,2847.2,679.5,2076.6,5.0,5.0,5.0,12.0,-10,-2.2
2,BTC-USD,Unknown,7472.5,82.9,-0.5,1.9,8.3,8.6,30.3,90.3,168.5,212.4,552.2,6577.4,9014.3,-11.6,1.2,7972.8,1819.8,7559.9,1.0,1.0,4.0,7.0,0,4.0
3,TSLA,Consumer Cyclical,3036.7,92.2,-7.8,4.5,10.0,1.2,21.2,21.8,20.2,22.6,407.4,844.4,3296.9,-60.2,1.2,2028.5,398.8,3124.1,3.0,3.0,7.0,16.0,0,9.0
4,ETN,Industrials,113.5,78.1,-3.7,2.9,7.7,2.9,-0.2,4.5,24.1,54.6,93.9,134.7,150.6,-18.6,1.2,141.3,35.8,201.0,21.0,25.0,27.0,42.0,-7,24.4
5,AMD,Technology,721.8,41.3,-1.5,6.0,10.1,3.1,-11.7,-24.6,-17.4,-18.9,49.3,840.2,1791.0,-31.6,1.2,2602.7,1452.4,809.2,8.0,8.0,6.0,8.0,24,31.6
6,AVGO,Technology,189.5,100.0,9.9,14.1,28.6,28.7,43.5,86.6,165.8,269.2,411.1,703.1,189.5,-19.8,1.2,89.0,13.1,276.9,16.0,17.0,36.0,50.0,0,33.8
7,DOGE-USD,Unknown,4711.0,32.6,-0.4,2.4,-1.6,-19.9,11.2,53.0,66.1,844.3,2600.1,2845.2,14539.2,-31.9,1.7,12591.8,4982.2,4767.9,2.0,2.0,2.0,4.0,36,38.8
8,LLY,Healthcare,158.3,54.8,1.7,-5.6,-10.0,-7.7,-13.4,-5.0,21.2,105.9,204.3,366.1,311.6,-27.3,1.2,393.3,129.6,245.7,19.0,19.0,14.0,29.0,17,39.0
9,MELI,Consumer Cyclical,150.0,28.7,-0.4,4.8,14.8,25.3,29.7,42.0,70.0,61.0,150.5,536.7,587.2,-25.7,1.2,377.6,248.8,237.4,20.0,22.0,16.0,21.0,20,40.0
10,NFLX,Communication Services,198.8,87.0,-3.7,1.6,13.3,21.9,46.0,87.1,161.1,139.2,144.1,360.0,229.0,-3.3,1.5,121.8,21.9,286.2,14.0,15.0,31.0,47.0,10,40.8
11,COST,Consumer Defensive,247.5,99.4,3.9,-1.4,0.2,4.1,9.5,26.1,37.9,66.4,107.7,200.9,249.1,-14.0,1.1,171.2,29.6,335.0,12.0,13.0,23.0,44.0,15,42.2
