Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,BTC-USD,Unknown,5507.8,90.4,0.4,0.7,-2.3,2.5,16.3,63.5,151.7,181.8,545.2,6933.9,6095.2,-13.0,1.1,5566.2,1156.3,5606.1,3.0,3.0,5.0,14.0,3,10.8
2,TSLA,Consumer Cyclical,1138.3,68.6,1.6,9.3,21.2,25.2,27.0,50.3,52.8,37.6,476.1,1108.7,1682.4,-49.4,1.3,1283.4,418.6,1236.8,6.0,6.0,12.0,20.0,0,12.8
3,AVGO,Technology,203.7,82.5,-1.0,4.3,8.9,27.0,45.2,95.7,185.3,319.1,503.6,915.5,248.3,-6.9,1.2,169.8,31.3,302.2,19.0,21.0,23.0,42.0,-10,19.4
4,NVDA,Technology,1008.0,89.1,5.3,3.4,5.0,21.2,27.6,80.9,273.7,525.2,1336.9,6131.7,1132.5,-11.7,1.2,895.6,156.7,1106.5,8.0,8.0,13.0,28.0,10,27.0
5,DOGE-USD,Unknown,5026.1,44.5,2.5,5.6,17.4,20.6,13.7,60.1,89.6,573.3,3070.9,3560.1,11337.3,-39.0,1.7,10453.8,4343.9,5103.5,4.0,4.0,4.0,4.0,30,34.0
6,AMD,Technology,298.7,44.5,2.6,2.1,2.5,21.2,20.6,3.3,14.0,14.0,90.3,1240.3,711.6,-31.7,1.4,793.8,433.6,397.2,15.0,16.0,15.0,18.0,20,36.4
7,AAPL,Technology,180.0,65.2,-1.4,2.5,9.3,7.3,2.0,1.5,0.4,7.1,64.0,213.7,285.1,-16.5,1.2,305.1,117.8,278.5,23.0,24.0,19.0,33.0,10,36.4
8,LLY,Healthcare,115.4,52.8,12.8,3.1,0.9,-4.9,-10.0,-14.4,6.5,85.4,181.0,370.9,248.5,-33.6,1.3,307.8,119.3,213.9,28.0,31.0,18.0,32.0,9,37.2
9,LINK-USD,Unknown,903.2,21.7,1.3,-4.2,21.8,32.9,32.1,31.4,73.4,41.7,657.5,1358.3,4323.2,-45.8,1.5,5171.2,4221.1,980.7,9.0,9.0,6.0,5.0,35,41.8
10,SOL-USD,Unknown,1398.3,47.8,2.8,0.4,18.2,28.4,19.6,77.0,360.8,1119.9,0.0,0.0,2954.5,-28.5,1.3,3313.0,1536.1,1398.3,5.0,5.0,7.0,10.0,40,47.4
11,XRP-USD,Unknown,1114.5,56.1,2.7,-0.8,4.7,11.9,76.6,225.7,309.0,350.1,487.4,473.6,2033.0,-57.1,1.7,1534.5,401.2,1192.0,7.0,7.0,9.0,21.0,35,48.0
12,AVAV,Industrials,199.2,84.4,21.2,24.0,29.3,68.0,77.6,94.9,137.3,181.2,219.3,434.8,243.3,-39.9,1.4,90.1,19.5,297.6,20.0,22.0,30.0,48.0,20,53.6
13,PANW,Technology,78.3,62.8,2.7,3.1,4.5,0.9,1.0,3.8,21.2,69.5,150.2,284.9,155.5,-51.8,1.3,139.1,44.8,176.7,32.0,33.0,26.0,41.0,20,54.6
14,ADA-USD,Unknown,583.3,29.3,2.2,-1.1,13.1,12.8,21.2,43.9,58.9,47.9,416.3,413.8,2088.2,-41.0,1.6,2070.6,1244.5,660.8,11.0,11.0,8.0,13.0,45,56.2
15,ENPH,Technology,244.9,7.4,0.1,-1.5,-1.6,-17.3,-37.9,-68.0,-92.5,-111.4,-66.5,466.8,4326.2,-81.4,1.6,12872.2,23925.6,343.4,17.0,18.0,3.0,2.0,50,58.4
16,CAT,Industrials,39.3,62.5,8.4,8.2,9.6,19.1,18.7,21.8,30.1,51.5,78.4,129.9,81.7,-31.4,1.4,59.2,22.1,137.7,38.0,39.0,36.0,47.0,20,61.4
17,BNB-USD,Unknown,42747.1,95.2,-4.8,4.5,17.8,24.3,28.6,80.7,96.5,385.9,2052.3,3273.0,44897.0,-24.0,1.1,33055.6,5933.7,42897.7,1.0,1.0,2.0,3.0,60,62.0
18,COST,Consumer Defensive,110.9,65.0,-6.8,-3.8,-8.4,-16.0,-16.6,-11.1,-1.5,17.5,44.6,121.6,179.3,-16.2,1.1,192.1,51.9,209.4,29.0,32.0,22.0,39.0,30,62.2
19,MSTR,Technology,653.7,56.0,9.2,1.7,-7.1,-10.5,4.6,162.9,489.6,605.8,1104.8,1367.7,1219.5,-65.2,1.4,872.8,134.5,752.1,10.0,10.0,14.0,30.0,46,64.8
