Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,BTC-USD,Unknown,7567.9,84.0,-0.1,0.1,0.9,6.2,20.9,69.6,159.5,190.6,564.3,7098.7,9014.3,-11.6,1.1,8194.8,1959.8,7672.9,2.0,2.0,5.0,14.0,0,7.4
2,NVDA,Technology,2138.8,72.1,-3.4,-6.1,0.2,14.7,18.6,72.4,265.3,479.6,1217.3,5552.9,2972.5,-10.6,1.2,2833.5,665.1,2243.9,7.0,7.0,9.0,24.0,-5,9.2
3,TSLA,Consumer Cyclical,3290.9,99.8,11.7,13.8,19.7,23.4,20.9,37.0,37.4,24.6,440.5,998.8,3296.9,-60.2,1.2,2029.6,348.5,3395.3,6.0,6.0,11.0,32.0,0,17.4
4,ETN,Industrials,116.8,80.0,6.1,1.5,-1.7,3.1,1.5,2.6,20.3,53.2,98.9,149.9,150.6,-18.6,1.2,141.8,36.0,221.3,27.0,31.0,33.0,51.0,-7,31.6
5,AMD,Technology,809.6,46.2,-0.1,-8.1,1.9,19.9,13.3,-2.3,7.8,6.3,79.2,1162.0,1791.0,-31.6,1.3,2213.0,1194.9,914.6,11.0,11.0,10.0,19.0,18,32.0
6,DOGE-USD,Unknown,6319.4,43.2,-0.2,21.3,44.0,38.6,38.8,91.9,121.5,803.4,3456.0,3990.7,14675.3,-31.7,1.5,10744.0,3889.5,6403.0,3.0,3.0,4.0,9.0,30,35.6
7,AVGO,Technology,182.9,87.7,-12.3,11.1,19.4,40.4,57.8,112.8,208.8,343.9,536.5,952.6,211.2,-19.8,1.2,119.1,20.3,287.9,21.0,23.0,37.0,56.0,0,38.6
8,LINK-USD,Unknown,1432.5,17.7,-1.1,-3.5,48.0,46.0,47.9,49.2,88.6,53.3,800.6,1452.6,8337.9,-49.1,1.3,7579.8,6085.7,1516.2,8.0,8.0,7.0,4.0,35,41.2
9,LLY,Healthcare,125.4,45.1,2.7,7.9,-7.9,-13.8,-18.3,-21.4,0.1,75.0,162.2,331.4,311.6,-27.3,1.3,465.9,199.9,229.9,25.0,28.0,21.0,37.0,12,41.6
10,AAPL,Technology,192.1,64.9,1.8,-0.4,7.5,0.7,-4.5,-5.8,-7.5,-1.2,52.6,188.3,307.5,-20.9,1.2,364.1,136.2,297.2,19.0,20.0,23.0,39.0,19,47.0
