Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,BTC-USD,Unknown,5148.4,84.5,-1.2,-6.6,-8.9,-6.9,4.6,44.4,134.0,157.4,518.4,6829.7,6095.2,-13.0,1.1,6003.3,1388.2,5252.4,2.0,2.0,6.0,11.0,11,17.4
2,TSLA,Consumer Cyclical,1112.1,67.4,-0.1,-1.3,21.8,30.6,30.8,53.7,56.0,39.9,489.2,1128.0,1673.0,-49.9,1.3,1307.4,433.4,1211.2,5.0,6.0,14.0,20.0,5,18.0
3,ANET,Technology,363.9,82.8,4.0,5.7,16.5,40.8,41.0,71.7,133.4,296.0,458.6,1089.3,443.4,-19.1,1.2,366.8,81.0,467.9,14.0,16.0,19.0,37.0,0,24.6
4,AVGO,Technology,249.9,100.0,15.6,12.5,18.3,37.8,62.3,120.1,222.4,375.4,588.5,1055.0,249.9,-6.9,1.2,145.3,20.6,354.0,21.0,22.0,31.0,51.0,-10,25.2
5,NVDA,Technology,1061.9,93.8,9.2,8.7,10.3,31.5,36.8,99.6,307.7,590.5,1504.2,6773.8,1132.5,-11.7,1.2,873.9,143.5,1165.9,7.0,7.0,16.0,29.0,10,27.6
6,AAPL,Technology,191.1,68.8,1.1,1.9,11.9,10.1,3.8,3.5,2.4,9.7,69.7,226.6,285.1,-16.5,1.2,287.6,105.5,295.2,24.0,25.0,22.0,34.0,0,27.8
7,SMCI,Technology,542.7,34.8,-1.2,5.8,-2.7,12.0,28.0,5.8,103.6,573.2,1094.7,1332.4,1712.8,-81.9,1.7,1945.6,868.8,646.8,11.0,11.0,10.0,15.0,23,35.4
8,TRX-USD,Unknown,445.1,6.2,-0.3,-16.0,-18.6,-10.1,7.3,58.9,130.2,223.0,529.7,782.7,7353.9,-12.6,1.2,7827.2,5487.6,528.1,13.0,13.0,4.0,6.0,31,39.4
9,AMD,Technology,564.6,80.2,8.9,57.8,49.2,91.6,89.9,69.3,92.9,97.7,234.6,2027.5,711.6,-31.7,1.4,446.1,140.6,668.6,10.0,10.0,18.0,30.0,20,39.6
10,LLY,Healthcare,110.9,51.2,1.3,3.0,-2.0,-9.1,-12.7,-18.0,2.7,82.9,177.1,366.8,248.5,-33.6,1.3,315.1,128.6,214.9,33.0,35.0,21.0,31.0,12,42.2
11,DOGE-USD,Unknown,3713.7,33.0,-0.8,-23.1,-18.9,-12.7,-22.7,14.5,31.7,409.4,2366.3,2724.9,11337.3,-39.0,1.7,14165.1,7155.1,3796.7,3.0,3.0,2.0,4.0,44,47.2
12,BNB-USD,Unknown,2218.5,69.5,-0.1,4.2,23.3,42.2,49.6,104.1,144.1,382.9,2477.7,4186.7,3199.6,-19.8,1.2,2236.4,710.6,2301.5,4.0,4.0,9.0,16.0,40,49.8
13,XRP-USD,Unknown,974.8,49.4,2.6,-12.6,-17.3,-5.9,55.0,184.2,258.7,293.7,415.3,400.9,2033.0,-57.1,1.6,1818.8,529.9,1057.9,8.0,8.0,11.0,19.0,41,54.0
14,SOL-USD,Unknown,1199.8,41.2,1.2,-10.8,-0.7,7.4,2.1,45.0,311.0,1102.6,0.0,0.0,2954.5,-28.5,1.4,3764.5,2012.2,1199.8,6.0,5.0,7.0,10.0,48,55.6
