Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,2000.4,67.4,-1.5,5.3,16.6,15.2,13.8,76.7,274.3,456.6,1091.1,4789.9,2972.5,-10.6,1.2,2857.1,686.6,2087.4,5.0,5.0,5.0,11.0,-10,-2.6
2,BTC-USD,Unknown,7380.3,81.9,-0.9,-10.0,3.3,3.2,24.8,78.5,157.3,194.7,518.9,6221.4,9014.3,-11.6,1.1,8158.4,1904.0,7467.3,1.0,1.0,4.0,7.0,5,9.0
3,TSLA,Consumer Cyclical,3007.0,91.4,0.4,-6.6,11.6,-4.3,17.4,16.6,15.5,16.9,386.5,812.0,3296.9,-60.2,1.2,2077.6,411.1,3094.0,3.0,3.0,7.0,15.0,8,16.6
4,ETN,Industrials,115.0,79.0,1.6,1.9,6.7,5.4,1.5,5.9,26.4,57.2,96.9,138.8,150.6,-18.6,1.2,140.3,35.2,201.9,21.0,25.0,29.0,44.0,-10,22.6
5,AMD,Technology,730.5,41.8,0.8,11.8,17.5,15.4,-2.3,-15.6,-6.2,-7.6,68.0,937.7,1791.0,-31.6,1.2,2535.6,1422.8,817.5,8.0,8.0,6.0,8.0,24,31.6
6,LLY,Healthcare,157.5,54.5,-5.9,1.6,-8.8,-7.3,-13.6,-5.1,20.7,105.0,203.3,364.7,311.6,-27.3,1.2,396.8,133.2,244.5,18.0,20.0,14.0,27.0,12,33.2
7,AVGO,Technology,167.2,89.1,0.0,3.7,21.9,18.1,34.3,77.4,154.7,252.1,387.2,665.4,190.0,-19.8,1.2,102.6,17.7,254.2,17.0,18.0,34.0,50.0,0,33.8
8,NFLX,Communication Services,199.0,87.1,1.7,1.6,13.2,21.5,45.2,86.2,163.2,138.5,143.3,359.4,229.0,-3.3,1.6,124.7,22.0,286.0,14.0,15.0,31.0,46.0,10,40.4
9,DOGE-USD,Unknown,4596.2,31.8,-0.9,-16.1,-7.2,-26.7,2.8,39.9,51.5,764.1,2369.7,2579.9,14539.2,-31.9,1.7,13098.6,5267.9,4653.0,2.0,2.0,2.0,4.0,41,43.8
10,MELI,Consumer Cyclical,142.4,27.4,0.6,-7.5,5.1,17.6,20.6,30.7,56.3,45.5,127.4,480.7,587.2,-25.7,1.2,402.6,262.1,229.3,20.0,22.0,13.0,20.0,25,44.0
11,AAPL,Technology,184.4,62.5,1.8,-2.1,-10.2,-14.1,-14.4,-16.0,-15.8,-9.4,40.8,148.7,307.5,-20.9,1.1,386.8,146.0,271.3,16.0,16.0,15.0,26.0,25,44.8
12,COST,Consumer Defensive,222.7,90.0,-0.1,-6.8,-3.9,-3.2,1.3,16.3,26.1,52.3,88.8,173.1,249.1,-14.0,1.1,192.3,38.1,309.6,13.0,14.0,21.0,42.0,21,47.4
13,MSFT,Technology,70.7,39.4,1.1,3.2,11.2,12.2,8.9,6.3,15.3,23.7,65.5,223.2,196.5,-11.1,1.2,178.8,111.4,157.6,27.0,29.0,23.0,30.0,20,47.8
14,MSTR,Technology,1221.1,62.8,-0.4,-6.5,5.1,11.1,68.0,329.1,714.0,836.9,1302.2,1515.2,1984.7,-66.9,1.4,1122.9,147.6,1308.0,6.0,6.0,9.0,25.0,35,49.2
15,PANW,Technology,63.7,55.8,2.4,1.8,3.8,6.0,8.4,13.9,36.0,94.5,169.2,293.0,146.5,-40.8,1.4,147.1,53.9,150.7,29.0,31.0,28.0,39.0,20,53.2
16,AMAT,Technology,36.2,21.7,-1.7,4.5,7.2,4.8,-9.3,-15.1,-4.9,4.4,50.9,149.8,253.7,-24.1,1.5,465.2,389.8,123.1,39.0,40.0,12.0,16.0,29,53.6
17,SOL-USD,Unknown,2565.9,31.3,-0.4,-5.8,6.0,-8.8,-7.3,140.0,259.8,1690.9,0.0,0.0,8255.5,-24.9,1.2,10858.0,4905.4,2565.9,4.0,4.0,3.0,5.0,51,55.2
18,XRP-USD,Unknown,378.4,43.2,-3.6,-5.8,-7.1,-8.9,132.7,192.5,259.5,285.0,344.5,334.1,954.0,-58.7,2.2,678.3,182.5,435.2,9.0,9.0,11.0,23.0,41,56.0
19,WM,Industrials,43.5,52.9,-2.6,-3.0,-5.5,1.2,1.6,2.4,-0.2,10.0,13.3,41.3,91.9,-10.8,1.2,120.8,55.3,130.4,35.0,37.0,32.0,38.0,21,57.0
20,ASML,Technology,17.5,12.6,-2.4,0.7,3.1,5.3,-6.3,-15.8,-14.6,-14.2,30.8,144.9,250.6,-16.2,1.7,767.8,761.7,104.5,43.0,45.0,10.0,10.0,34,57.6
21,NTRA,Healthcare,56.9,14.3,1.9,8.5,9.7,7.9,24.4,92.3,139.2,114.2,231.7,573.8,631.9,-39.3,1.7,205.4,123.2,144.1,32.0,35.0,20.0,29.0,30,59.0
22,CAT,Industrials,47.8,47.6,1.5,3.3,4.2,2.6,-1.0,-1.1,6.3,21.6,33.9,64.7,120.5,-18.2,1.3,160.0,65.8,134.8,34.0,36.0,25.0,35.0,26,59.0
23,LIN,Basic Materials,20.1,39.0,-3.1,0.6,-3.8,1.4,-2.1,-7.5,-6.1,3.6,17.7,48.2,67.4,-10.1,1.3,108.0,67.5,107.4,42.0,44.0,33.0,34.0,22,59.4
24,WMT,Consumer Defensive,79.9,78.9,2.6,-3.2,-0.9,-1.2,9.9,27.9,37.4,44.2,51.7,73.5,108.4,-26.4,1.4,48.4,7.1,166.9,25.5,27.0,40.0,51.0,21,59.9
25,AMZN,Consumer Cyclical,12.6,6.9,-0.9,1.6,2.4,-2.5,1.3,7.8,21.0,5.1,10.1,121.6,182.3,-0.0,1.5,383.7,561.2,99.6,46.0,48.0,16.0,13.0,33,60.2
26,VST,Utilities,258.8,78.4,-4.1,6.7,24.2,19.2,47.5,189.8,320.0,486.5,499.7,550.6,350.7,-74.6,1.3,152.2,6.2,341.1,11.0,12.0,27.0,53.0,30,61.2
27,QQQ,Unknown,25.7,43.5,-0.8,0.2,3.0,2.1,2.8,4.2,12.2,11.9,29.8,73.6,69.0,-7.6,1.2,50.8,28.9,113.0,40.0,41.0,39.0,45.0,20,62.0
28,GS,Financial Services,57.6,91.1,4.3,5.8,8.6,7.7,15.0,32.4,35.5,49.2,64.7,61.0,67.4,-42.8,1.2,34.4,4.4,144.5,31.0,34.0,41.0,54.0,20,62.8
29,ENPH,Technology,743.9,9.7,-2.5,-20.5,-33.8,-38.2,-53.9,-75.5,-95.0,-105.1,-34.5,470.5,8462.4,-82.2,1.4,26204.7,40110.3,830.9,7.0,7.0,1.0,1.0,60,63.4
30,AVAV,Industrials,113.9,57.7,-0.1,8.0,28.8,20.6,5.0,18.6,33.1,48.2,57.3,157.1,243.3,-62.7,1.4,95.4,20.4,200.8,22.0,26.0,37.0,49.0,30,66.6
