Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,TSLA,Consumer Cyclical,1133.2,68.3,-1.6,9.4,3.3,23.8,23.7,58.2,69.5,44.6,484.6,1202.2,1682.4,-49.4,1.3,1319.0,432.3,1236.4,5.0,5.0,15.0,21.0,0,13.4
2,BTC-USD,Unknown,3936.7,64.7,0.4,1.1,-17.8,-22.4,-22.6,-0.2,62.0,76.0,344.8,5227.0,6095.2,-13.0,1.1,7830.1,2564.6,4037.6,2.0,2.0,6.0,12.0,12,18.8
3,ANET,Technology,264.0,61.2,1.2,3.3,-9.8,0.8,10.4,26.1,75.1,193.7,337.2,855.1,443.4,-19.1,1.2,498.8,160.7,366.2,15.0,15.0,20.0,31.0,3,25.4
4,AVGO,Technology,208.9,74.4,3.1,-9.2,-2.1,6.3,28.5,73.2,161.0,304.6,492.4,934.3,283.0,-6.9,1.2,210.8,44.2,311.1,17.0,20.0,26.0,47.0,-2,29.4
5,NVDA,Technology,939.5,83.1,8.2,3.9,-1.0,2.6,20.3,56.0,210.0,485.5,1292.4,6086.3,1132.5,-11.7,1.2,1037.5,205.8,1042.7,6.0,6.0,16.0,30.0,13,30.6
6,LLY,Healthcare,206.5,85.1,0.2,2.0,22.0,25.0,20.1,13.8,40.9,135.0,270.0,542.0,248.5,-33.6,1.3,194.2,48.6,308.7,18.0,21.0,30.0,44.0,0,31.4
7,AAPL,Technology,197.7,71.0,-2.3,-2.7,2.9,11.4,6.0,7.3,6.4,12.5,70.6,233.3,285.1,-16.5,1.2,278.2,98.3,298.6,20.0,23.0,22.0,37.0,5,32.8
8,TRX-USD,Unknown,398.0,5.6,0.2,1.6,-9.0,-10.6,-5.3,44.2,108.3,184.8,480.9,741.0,7353.9,-12.6,1.2,8366.6,6172.0,477.9,10.0,11.0,5.0,7.0,29,37.0
9,AMD,Technology,416.4,60.3,1.0,-4.4,10.5,21.0,49.6,28.6,42.0,49.8,141.1,1585.6,711.6,-31.7,1.4,596.9,252.1,517.3,9.0,10.0,19.0,27.0,25,43.4
10,BNB-USD,Unknown,1978.6,62.1,-1.7,0.4,-14.8,0.4,7.2,32.6,75.9,169.7,1656.4,3121.9,3196.5,-19.9,1.3,2598.0,915.9,2058.4,4.0,4.0,11.0,15.0,43,52.8
11,DOGE-USD,Unknown,2371.7,21.3,-0.3,-8.5,-34.3,-33.1,-47.7,-34.6,-19.0,49.5,1450.5,1734.5,11273.4,-39.5,1.7,21625.5,13842.9,2451.5,3.0,3.0,2.0,3.0,50,52.8
12,SMCI,Technology,205.4,16.0,-1.1,-11.4,-35.1,-41.5,-33.2,-52.5,-18.9,211.8,482.5,628.4,1712.8,-81.9,1.7,4128.6,2725.2,307.6,19.0,22.0,9.0,11.0,40,54.4
13,XRP-USD,Unknown,644.8,33.6,-0.4,-6.3,-26.1,-27.3,-31.0,85.6,138.9,154.3,250.1,236.7,2033.0,-57.1,1.6,2827.2,1098.6,724.7,7.0,8.0,10.0,14.0,44,54.6
14,ENPH,Technology,171.9,5.7,-0.4,8.7,-2.7,-13.0,-37.2,-66.4,-93.0,-114.6,-94.4,355.9,4326.2,-81.4,1.8,13951.1,27721.9,274.1,22.0,24.0,3.0,2.0,45,55.6
15,CAT,Industrials,75.6,82.6,-2.4,-2.0,8.4,20.9,35.2,37.0,49.1,77.1,113.7,182.0,98.2,-31.4,1.4,49.7,13.2,177.8,33.0,35.0,42.0,56.0,15,59.4
16,LRCX,Technology,159.5,95.6,-4.4,9.0,15.4,44.4,79.2,75.1,99.6,122.5,237.3,625.1,167.5,-15.5,1.7,70.9,15.9,261.8,25.0,26.0,38.0,55.0,20,59.8
17,PWR,Industrials,68.2,76.8,-5.0,-6.5,-1.1,0.2,13.4,26.6,47.4,126.8,340.0,630.4,102.7,-46.1,1.2,84.8,25.0,169.0,35.0,38.0,36.0,52.0,18,60.6
18,COST,Consumer Defensive,87.3,52.9,2.3,-6.7,-8.0,-14.9,-22.4,-21.2,-12.5,3.3,25.3,95.7,179.3,-16.2,1.2,242.0,83.2,189.5,31.0,33.0,24.0,40.0,30,63.6
19,KLAC,Technology,91.8,93.7,-5.8,3.9,6.2,19.5,42.1,44.3,71.1,124.6,270.1,628.7,99.3,-19.0,1.5,54.1,10.7,194.0,30.0,32.0,40.0,58.0,20,63.6
20,UNI-USD,Unknown,7188.4,2.4,0.0,2.4,-2.6,6.4,11.9,-9.9,-6.9,-30.5,-42.6,-42.6,306013.3,-131.8,1.5,404262.2,427721.5,7223.5,1.0,1.0,1.0,1.0,64,65.0
21,SOL-USD,Unknown,691.6,24.1,-0.9,-4.0,-32.2,-28.8,-35.2,-36.6,133.8,398.7,0.0,0.0,2954.5,-28.5,1.4,5898.2,4586.2,691.6,8.0,7.0,8.0,9.0,57,65.2
22,AVAV,Industrials,134.0,58.9,-5.5,-9.1,-25.2,-19.8,13.5,14.9,39.4,66.1,88.8,216.5,255.5,-39.9,1.6,158.4,44.9,236.2,26.0,27.0,32.0,46.0,31,66.4
23,GS,Financial Services,68.6,93.9,-4.1,7.3,9.2,12.0,23.4,44.1,63.6,76.4,116.2,122.6,76.1,-46.0,1.1,29.7,3.3,170.8,34.0,37.0,45.0,65.0,20,69.2
24,LINK-USD,Unknown,383.1,9.8,-0.7,-0.7,-30.4,-26.1,-36.9,-39.7,-22.7,-43.9,216.5,645.3,4323.2,-45.8,1.6,10348.7,11052.5,462.9,11.0,12.0,4.0,4.0,65,72.0
25,MSTR,Technology,319.6,30.0,-2.3,-16.6,-42.3,-55.0,-61.2,-29.6,118.5,153.8,365.7,472.1,1219.5,-65.2,1.4,1805.5,515.3,421.8,14.0,14.0,13.0,18.0,57,72.4
26,WMT,Consumer Defensive,61.2,87.5,-1.9,-1.0,5.2,4.4,2.1,20.0,33.2,49.5,53.3,84.0,75.9,-41.4,1.2,38.2,3.6,163.4,37.0,39.0,44.0,64.0,25,74.6
27,PANW,Technology,30.2,39.6,-1.9,-3.1,-10.5,-11.3,-13.3,-12.9,-0.4,32.2,103.3,222.3,155.5,-51.8,1.2,206.0,107.4,132.5,43.0,44.0,29.0,36.0,40,77.6
28,ASML,Technology,-13.6,20.7,1.0,-3.9,1.9,18.7,27.0,11.5,8.7,9.6,65.6,245.2,139.2,-53.5,2.4,0.0,109.2,88.6,57.0,60.0,85.0,35.0,25,79.4
29,WM,Industrials,-1.1,23.9,1.6,2.5,2.6,-5.2,-11.8,-16.5,-19.6,-16.7,-19.0,1.7,72.9,-24.4,1.5,0.0,148.4,101.1,51.0,53.0,85.0,33.0,32,83.0
30,AMAT,Technology,47.4,60.6,0.2,-2.5,11.6,25.3,36.1,20.9,28.4,39.9,114.6,290.2,103.0,-38.0,2.0,19.6,11.0,149.7,41.0,41.0,47.0,57.0,35,83.6
31,TMDX,Healthcare,122.6,61.3,-5.8,-16.1,-2.5,-8.3,22.0,2.7,9.2,117.0,201.4,201.4,247.2,-74.5,1.4,209.9,56.0,200.1,29.0,29.0,27.0,41.0,51,84.4
32,ISRG,Healthcare,9.4,34.5,-2.4,-0.1,14.3,7.1,-1.9,2.2,14.9,27.7,42.4,171.6,98.9,-37.8,1.4,52.4,25.3,111.6,47.0,49.0,41.0,51.0,38,85.8
33,RKLB,Industrials,376.3,88.6,-11.4,67.4,42.3,56.7,124.9,644.7,895.0,818.4,814.2,814.2,430.2,-44.6,1.7,122.1,6.5,428.0,13.0,13.0,33.0,60.0,50,85.8
34,FSLR,Technology,-11.8,33.5,-8.9,-0.8,7.4,24.0,41.3,24.3,11.4,55.9,114.0,163.3,102.7,-69.5,1.7,0.0,21.5,90.4,56.0,59.0,85.0,54.0,25,86.6
35,NVDL,Unknown,98.2,22.9,2.2,4.4,-8.3,1.8,35.7,71.0,399.7,378.3,378.3,378.3,428.0,0.0,1.8,710.0,352.8,168.7,36.0,31.0,18.0,23.0,63,89.2
36,ADA-USD,Unknown,132.4,8.1,-1.0,-11.1,-41.9,-45.4,-57.9,-55.0,-51.3,-73.1,69.7,67.8,2088.2,-41.0,1.7,7197.8,6379.3,212.3,28.0,28.0,7.0,6.0,75,90.0
37,MELI,Consumer Cyclical,-5.6,7.2,-9.0,-3.1,-9.1,-12.6,-6.3,0.6,13.3,16.1,66.8,400.0,247.3,-25.3,1.4,0.0,427.4,92.9,53.0,55.0,85.0,22.0,44,91.4
38,LUNR,Industrials,252.9,43.0,15.8,60.7,44.2,40.3,22.5,120.7,97.2,70.2,70.2,70.2,642.3,-41.4,1.8,194.1,46.1,290.3,21.0,16.0,31.0,45.0,60,91.6
39,GOOG,Communication Services,80.4,85.6,-1.7,-0.2,11.9,34.6,44.0,54.6,74.1,83.9,133.0,258.8,96.8,-16.7,1.8,25.2,6.0,181.3,32.0,34.0,46.0,61.0,45,91.8
40,QQQ,Unknown,-5.2,5.7,1.0,-0.6,-0.7,0.6,3.0,5.3,12.1,15.6,32.4,88.2,49.2,-8.5,1.7,0.0,85.9,98.0,52.0,54.0,85.0,39.0,38,91.8
41,IONQ,Technology,216.5,58.3,-1.8,-3.5,-22.9,-6.2,9.1,182.0,294.8,308.6,308.6,308.6,391.8,-28.8,1.9,207.8,50.3,267.6,23.0,19.0,28.0,43.0,61,92.2
42,VST,Utilities,54.0,41.4,-3.2,-9.2,-18.6,-22.1,-12.6,49.6,183.8,355.5,397.7,446.4,253.4,-86.7,1.3,268.4,39.5,152.6,40.0,40.0,23.0,49.0,54,94.2
43,ETH-USD,Unknown,74.9,17.6,0.1,5.0,-21.1,-11.5,-5.3,-14.3,-3.8,-2.6,386.3,396.8,740.2,-67.5,1.4,861.0,788.1,154.8,39.0,36.0,17.0,16.0,70,94.8
44,GE,Industrials,15.0,87.5,-2.1,6.6,2.1,6.1,24.1,51.5,120.8,228.9,307.9,196.7,30.5,-93.1,1.2,0.3,-7.4,117.2,45.0,47.0,48.0,68.0,40,95.2
45,COIN,Financial Services,117.5,84.6,4.2,0.1,1.2,25.5,30.6,61.7,162.3,131.4,131.4,131.4,149.0,-56.0,1.3,87.0,5.7,157.1,38.0,30.0,35.0,62.0,50,95.4
46,META,Communication Services,20.8,56.2,2.7,5.2,-5.7,-11.5,-11.1,0.3,50.3,77.0,86.8,140.6,98.5,-78.8,1.1,83.0,7.0,121.7,44.0,45.0,37.0,59.0,49,97.8
47,MKR-USD,Unknown,234.8,21.7,-2.3,-16.5,-21.5,-25.3,-19.8,-38.6,-19.9,-37.7,-10.5,-7.7,1275.9,-53.7,1.2,1827.2,1521.2,316.9,16.0,17.0,12.0,13.0,85,99.2
48,MSFT,Technology,-24.5,2.7,1.6,-2.2,-6.1,-9.6,-4.7,-7.9,-4.7,3.5,31.2,193.0,121.5,-28.6,1.8,0.0,479.6,76.4,59.0,64.5,85.0,20.0,50,99.7
49,PLTR,Technology,159.8,77.1,0.4,10.6,0.0,10.0,52.2,353.0,791.3,895.6,933.6,933.6,221.0,-46.5,1.6,110.7,5.4,216.3,27.0,25.0,34.0,63.0,60,102.4
50,HOOD,Financial Services,220.4,62.0,-5.0,-10.5,-18.6,-2.2,68.8,276.1,541.2,565.7,565.7,565.7,390.8,-57.8,1.2,236.2,24.6,262.3,24.0,18.0,25.0,53.0,71,105.6
51,LIN,Basic Materials,-39.2,12.6,1.1,3.6,-4.2,-11.3,-16.5,-24.8,-32.0,-27.1,-22.3,-0.8,56.1,-53.0,1.9,0.0,207.9,63.0,68.0,73.0,85.0,29.0,50,106.8
52,ADBE,Technology,-36.1,6.7,-1.3,7.5,2.0,-6.3,-19.9,-40.2,-54.5,-68.4,-83.0,-50.9,169.7,-50.8,2.2,0.0,593.9,66.1,63.0,68.0,85.0,17.0,57,107.0
53,NTRA,Healthcare,33.2,46.2,-2.4,-4.0,22.6,28.0,29.2,66.8,155.3,161.3,285.7,765.7,174.8,-88.5,1.4,-46.5,-51.8,135.6,42.0,43.0,124.0,79.0,35,108.4
54,AMZN,Consumer Cyclical,-37.7,2.9,0.4,-2.2,-4.3,-5.2,-7.2,-4.0,11.1,2.5,0.7,114.4,145.5,-43.1,2.0,0.0,486.3,63.2,67.0,71.0,85.0,19.0,57,109.2
55,NEE,Utilities,-30.1,11.5,0.2,-5.8,-1.2,0.6,-2.1,-8.0,-22.0,-38.5,-52.4,-49.6,93.3,-46.2,2.0,0.0,98.0,72.1,60.0,67.0,85.0,38.0,52,109.6
56,ETN,Industrials,-11.2,11.0,-0.4,-5.3,-14.2,-17.3,-15.0,-18.9,-9.5,16.5,53.1,93.7,76.1,-22.0,1.5,0.0,251.2,91.0,55.0,58.0,85.0,28.0,60,110.8
57,GOOGL,Communication Services,3.5,39.2,-3.7,5.7,16.0,23.5,23.7,26.2,39.9,44.9,79.5,163.6,71.7,-40.5,1.9,-32.7,-2.1,101.8,49.0,50.0,122.0,67.0,40,111.0
58,HIMS,Healthcare,37.1,30.2,-3.4,-11.3,-31.5,-37.0,-27.5,28.1,105.5,181.7,167.4,167.4,321.5,-86.1,1.4,323.8,41.6,113.3,46.0,42.0,21.0,48.0,74,115.0
59,PLD,Real Estate,-24.5,16.4,-2.3,-1.4,4.2,6.7,1.7,-12.4,-26.6,-40.7,-50.9,-49.9,76.7,-44.4,1.9,0.0,39.2,78.7,58.0,64.5,85.0,50.0,56,117.5
60,SPOT,Communication Services,18.0,46.9,-0.7,-0.9,-13.2,-20.4,-14.9,24.4,113.6,136.7,140.3,136.0,115.1,-67.6,1.4,64.6,-15.7,101.6,50.0,46.0,39.0,71.0,64,119.4
61,SO,Utilities,-42.7,5.3,-4.6,-4.3,-8.5,-12.4,-15.5,-17.6,-24.7,-28.2,-41.4,-68.5,44.4,-47.6,1.6,0.0,157.9,60.5,69.0,74.5,85.0,32.0,65,123.5
62,ALB,Basic Materials,-65.0,17.9,-1.2,8.8,47.9,73.8,75.1,38.8,-5.9,-41.0,-40.9,-67.2,190.4,-120.5,2.6,0.0,55.8,37.2,79.0,86.0,85.0,42.0,58,124.8
