Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Penalty,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend
11,CVNA,Auto & Truck Dealerships,832.2,78.5,3.5,9.8,6.7,5.1,2.6,57.3,462.4,830.5,634.8,832.2,1079.9,-122.9,1.2,904.0,717.6742676043169,950.8,21.0,23.0,20.93,55.13,9,515.474267604317,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
12,MSTR,Enterprise Software,510.8,27.0,0.4,17.4,20.4,7.0,-28.4,-32.1,54.9,177.1,366.6,510.8,2076.0,-66.6,1.5,3757.8,2775.454991579205,653.7,36.0,37.0,28.34,55.14,-1,237.45499157920494,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
13,VRT,Electrical Equipment & Parts,1686.3,100.0,1.1,16.9,38.6,62.7,114.5,178.4,416.3,1082.6,1509.7,1686.3,1655.6,-60.9,1.3,691.5,109.7,1785.2,6.0,7.0,11.67,57.47,3,-2.299999999999997,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
14,FIX,Engineering & Construction,2984.1,96.3,-3.7,13.4,30.1,58.4,132.6,264.7,457.0,1028.6,1890.5,2984.1,3049.5,-40.0,1.1,1234.2,51.2998232272598,3127.0,2.0,2.0,8.89,57.49,-4,-94.8001767727402,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
15,AXON,Public Safety Technology,428.9,35.8,2.8,-3.1,-12.9,-22.9,-40.3,-34.0,-16.1,29.8,97.4,428.9,1246.3,-25.7,1.4,2281.2,2026.3820589084407,571.9,48.0,48.0,25.0,57.8,0,694.7820589084408,STRONG_DOWN,MID_RANGE,MOMENTUM_UP,S4_BOTTOMING,,,,
16,QBTS,Quantum Computing,735.2,41.7,2.9,27.3,15.8,-1.9,17.4,594.4,1007.0,795.5,,735.2,1840.5,-110.7,1.5,1511.7,851.5134172277906,797.3,29.0,26.0,27.2,58.8,5,515.4134172277905,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,
17,AVGO,Semiconductors,1247.3,95.1,-2.6,8.2,14.4,10.4,23.1,69.9,140.7,340.4,624.1,1247.3,1310.8,-16.4,1.2,945.9,26.631005679418937,1390.3,12.0,12.0,0.0,60.0,-9,-122.96899432058106,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
18,HWM,Aerospace & Defense,786.1,99.9,14.4,7.3,9.3,16.8,26.7,83.4,177.4,350.9,592.4,786.1,753.8,-54.6,1.1,499.8,95.62825349198553,912.5,24.0,25.0,5.0,61.4,5,-4.371746508014468,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
19,LRCX,Semiconductor Equipment,1000.9,95.7,4.5,13.7,15.2,39.1,107.6,164.8,192.2,269.1,423.9,1000.9,1035.0,-7.6,1.4,424.9,119.69601063788218,1143.9,15.0,15.0,11.44,62.04,15,52.99601063788218,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
20,DELL,Computer Hardware & Services,491.5,95.2,3.4,16.2,44.2,50.8,62.9,66.7,107.7,202.1,322.0,491.5,512.8,-23.7,1.4,219.9,232.21168585997736,622.5,42.0,39.0,5.0,66.8,26,175.41168585997735,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
21,FTNT,Cybersecurity Software,341.2,73.6,23.2,22.5,25.5,24.6,11.0,9.5,6.4,5.0,71.4,341.2,471.6,-20.2,1.4,406.1,392.12527048557575,484.2,54.0,54.0,11.44,67.44,56,106.22527048557578,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
22,HOOD,Capital Markets,283.1,37.7,1.3,-0.4,-8.9,-25.3,-25.3,61.5,212.1,,,283.1,820.7,-60.3,1.3,1117.2,818.8896331213987,339.8,78.0,60.0,19.5,68.9,6,462.08963312139866,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
23,VST,Independent Power Producers,469.3,61.4,1.0,-4.5,-7.8,-11.6,-20.1,-2.9,101.5,302.0,393.3,469.3,796.7,-76.3,1.2,931.4,890.366492025815,598.0,46.0,43.0,29.0,69.2,7,590.766492025815,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
24,IONQ,Quantum Computing,285.1,44.0,1.4,30.8,23.2,7.7,4.5,129.4,170.2,290.9,,285.1,660.4,-66.8,1.4,591.7,324.1741750025687,346.3,73.0,59.0,10.0,69.8,5,138.9741750025687,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
25,MPWR,Semiconductors,643.7,93.8,-1.1,13.6,23.2,38.8,64.0,79.8,94.7,134.3,259.1,643.7,685.0,-5.3,1.4,316.4,57.5867970690733,786.6,30.0,32.0,0.0,70.0,6,-7.313202930926707,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
26,LLY,Pharmaceuticals,467.1,77.6,0.7,-4.9,-8.7,-8.4,-0.5,-6.4,1.6,75.6,207.0,467.1,607.2,-21.4,1.2,572.2,240.2503430481094,610.1,43.0,44.0,17.94,71.14,1,55.15034304810939,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
27,URI,Equipment Rental,292.5,82.4,1.1,9.8,11.3,10.3,6.2,5.2,15.1,52.1,149.6,292.5,362.9,-36.0,1.3,299.4,308.9203150226496,436.2,57.0,58.0,8.89,72.69,13,218.5203150226496,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
28,TSM,Semiconductors,567.4,98.3,1.9,6.1,9.1,19.1,43.3,76.5,134.8,188.6,282.4,567.4,577.1,-6.0,1.2,324.0,124.40005102543897,710.3,34.0,36.0,11.44,73.24,19,72.00005102543898,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
29,SOL-USD,Cryptocurrency,989.7,8.8,0.4,-1.2,-6.3,-23.1,-43.7,-59.8,-10.5,13.8,,989.7,11126.9,-44.7,1.5,23204.0,5000.0,1062.6,17.0,16.0,69.0,76.4,-4,-21844.2,EARLY_UP,LOWER,MOMENTUM_UP,S4_BOTTOMING,,,,
30,AAPL,Consumer Electronics,229.7,88.7,3.0,0.9,2.3,0.0,6.0,2.6,-0.8,3.8,46.5,229.7,260.7,-12.6,1.2,220.8,228.60128592466776,372.7,69.0,71.0,3.0,76.8,23,164.50128592466777,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
31,AMD,Semiconductors,1722.0,96.6,-3.4,47.2,64.6,67.4,121.7,147.8,151.2,194.5,311.5,1722.0,1783.4,-27.9,1.5,689.2,18.996674776908293,1864.9,5.0,6.0,15.89,77.09,-12,-113.80332522309172,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
32,WSM,Specialty Retail,272.0,68.4,3.0,-2.8,-8.6,-6.8,-7.9,-5.7,25.7,59.0,138.4,272.0,417.3,-40.6,1.2,446.0,428.05090891854496,415.8,62.0,65.0,21.42,78.82,10,273.350908918545,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
33,DOGE-USD,Cryptocurrency,1326.5,6.1,0.0,2.0,2.8,-12.5,-36.2,-49.6,-44.9,-65.3,894.3,1326.5,22199.9,-45.9,1.5,42063.3,5000.0,1435.6,10.0,9.0,74.64,79.04,-26,-38662.3,STRONG_UP,LOWER,NEUTRAL,S0_NEUTRAL,,,,
34,EME,Construction & Engineering,711.0,97.5,-2.5,5.4,13.6,24.6,37.4,65.2,129.7,304.8,492.6,711.0,717.4,-42.2,1.2,428.5,33.84047273815505,854.0,26.0,27.0,13.33,81.13,1,-35.35952726184495,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
35,CDNS,Electronic Design Automation Software,267.7,73.2,5.2,9.4,11.4,8.2,0.1,-2.2,-10.7,6.2,49.8,267.7,367.1,-3.4,1.2,337.3,332.9712453280366,410.7,64.0,66.0,17.44,81.24,9,190.87124532803662,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
36,AMAT,Semiconductor Equipment & Materials,464.6,94.1,4.8,4.2,8.5,29.8,71.4,81.9,90.3,123.2,225.6,464.6,494.8,-21.2,1.6,208.2,202.54502332680934,607.6,44.0,45.0,15.89,82.29,26,156.84502332680933,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
37,JBL,Electronic Manufacturing Services,632.8,92.0,-7.2,8.7,21.1,34.3,47.9,94.7,109.0,216.8,386.6,632.8,640.2,-28.8,1.1,332.5,9.315041406731844,775.8,31.0,33.0,0.0,84.4,1,-36.28495859326816,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
38,ARES,Asset Management,240.7,38.5,1.9,3.4,-3.3,-14.1,-28.3,-39.0,-40.5,-22.9,31.8,240.7,631.0,-8.6,1.3,1092.3,1161.9883025612476,383.7,66.0,68.0,39.44,87.04,-2,425.48830256124756,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,
39,ASML,Semi-Conductors,372.4,93.6,8.1,2.3,0.9,15.0,45.4,53.5,50.7,56.3,117.6,372.4,397.4,-5.8,1.7,204.8,196.16543912872623,515.4,51.0,51.0,22.89,93.09,28,143.26543912872623,STRONG_UP,OVEREXTENDED,MOMENTUM_UP,S1_LEADER,,,,
40,RKLB,Aerospace & Defense,841.0,74.4,-0.6,3.2,1.5,16.5,59.6,432.0,770.7,873.2,,841.0,1114.9,-77.2,1.3,677.0,26.996268811112405,904.1,25.0,22.0,27.0,93.2,-1,-56.60373118888759,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
41,PWR,Construction & Engineering,1103.8,94.8,-5.2,11.0,25.3,41.4,61.0,96.8,134.6,256.7,604.0,1103.8,1124.7,-22.8,1.1,564.9,0.6360242721614463,1246.8,14.0,14.0,8.89,93.69,-19,-90.86397572783855,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
42,SNDK,Data Storage Devices,1729.3,94.7,-5.3,46.5,81.0,267.7,1437.5,,,,,1729.3,1802.8,-4.5,1.6,356.9,1.7526916724875046,1744.5,7.0,5.0,17.5,95.5,-29,-318.4473083275125,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
43,PANW,Cybersecurity Software,178.3,62.8,8.7,8.8,12.1,3.8,-5.6,-11.5,-12.6,13.0,76.6,178.3,305.2,-34.6,1.2,319.5,233.89590730576165,321.3,87.0,88.0,18.44,95.64,16,52.29590730576166,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
44,NRG,Independent Power Producers,355.7,64.7,-8.9,-13.0,-16.4,-18.6,-20.5,5.6,62.4,135.3,181.5,355.7,554.2,-22.3,1.1,643.2,45.73284982481588,498.7,53.0,53.0,21.84,96.04,-7,-80.16715017518413,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
45,MU,Semiconductors,1313.6,96.6,-3.4,40.9,45.5,92.0,269.0,388.0,490.5,620.7,760.5,1313.6,1360.5,-25.2,1.6,320.5,21.92581436400056,1456.6,9.0,10.0,27.33,96.33,21,-3.47418563599944,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
46,CAT,Construction Machinery,509.2,95.3,-3.7,5.1,13.7,28.9,67.2,94.7,123.6,190.5,292.8,509.2,533.7,-5.5,1.2,230.3,4.153314116953139,652.2,37.0,38.0,4.44,98.04,10,-29.046685883046862,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
47,TDG,Aerospace & Defense,190.8,57.8,7.3,0.1,-7.4,-10.3,-18.9,-21.1,-11.0,29.1,56.6,190.8,343.7,-21.8,1.2,450.9,481.142188352269,333.8,79.0,81.0,34.89,98.29,16,243.84218835226898,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,
48,FICO,Financial Technology,136.3,20.3,3.9,1.0,-13.2,-25.3,-37.1,-51.0,-50.9,-12.2,2.4,136.3,694.1,-6.1,1.4,1753.4,2006.3485870086117,279.3,99.0,103.0,43.89,99.29,7,-105.85141299138809,EARLY_UP,MID_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,
49,PH,Diversified Machinery,200.7,72.0,-0.4,-8.2,-11.4,-6.6,0.8,9.9,25.0,70.5,124.9,200.7,289.7,-29.7,1.1,255.3,67.17201704801973,343.7,74.0,77.0,12.09,100.09,11,0.7720170480197197,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
50,TRGP,Oil & Gas Midstream,483.0,94.4,-1.5,-5.4,2.4,19.7,28.5,33.9,73.3,167.6,436.4,483.0,518.1,-93.5,1.2,358.4,14.426234463372976,626.0,41.0,42.0,18.6,101.4,-1,-57.273765536627025,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
51,TKO,Entertainment,199.3,68.5,0.0,-9.5,-13.7,-13.0,-12.0,4.3,17.7,63.9,84.9,199.3,307.5,-34.9,1.2,332.0,83.5,342.2,76.0,79.0,19.18,102.38,10,0.9000000000000057,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
52,XRP-USD,Cryptocurrency,90.4,15.5,0.2,-2.3,-6.3,-20.9,-40.2,1.6,29.4,43.2,105.7,90.4,898.4,-75.3,1.5,1992.7,1433.653475169966,199.4,145.0,126.0,30.75,102.55,-1,388.35347516996603,EARLY_DOWN,LOWER,MOMENTUM_DOWN,S5_TRASH,,,,
53,STX,Data Storage Devices,1495.7,97.2,-2.8,36.7,59.2,111.2,259.4,470.4,632.3,761.4,988.3,1495.7,1539.5,-36.7,1.3,337.0,2.9574349733548186,1638.7,8.0,8.0,24.78,103.98,11,-18.542565026645182,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
54,GWW,Industrial Distribution,162.9,74.8,9.0,2.8,3.9,10.4,7.1,-0.3,-1.8,29.3,79.7,162.9,230.8,-40.3,1.2,183.5,202.85387524045092,305.9,91.0,93.0,17.44,105.04,22,111.85387524045092,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
55,IRM,Data Storage & Management,238.1,76.7,-1.4,6.1,13.6,23.4,19.2,10.1,22.0,57.5,146.6,238.1,320.0,-29.9,1.2,213.9,36.40224526357352,381.1,68.0,70.0,13.33,105.13,3,-39.89775473642648,STRONG_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,
56,IBKR,Capital Markets,329.4,94.3,-1.6,7.1,7.9,13.0,20.7,57.4,113.6,195.7,266.6,329.4,310.5,-46.8,1.2,202.3,17.381160071525454,472.4,56.0,57.0,13.33,108.33,18,-9.318839928474546,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
57,GE,Aerospace & Defense,189.9,77.6,5.3,-2.1,-7.3,-7.1,-3.8,17.0,61.3,181.1,260.6,189.9,260.3,-96.0,1.1,219.0,186.45077880098947,332.9,81.0,83.0,26.33,108.33,30,139.35077880098947,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,
58,GOOG,Internet Content & Information,279.0,100.0,0.4,12.0,13.9,17.9,50.6,72.1,92.1,115.8,170.0,279.0,279.3,-10.8,1.3,113.5,14.6,421.9,59.0,61.0,4.44,109.24,24,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
59,TER,Semiconductors,421.8,78.3,2.1,1.4,12.1,43.0,138.3,154.4,164.8,158.2,190.3,421.8,539.1,-50.5,2.4,126.4,100.55555971830641,564.7,49.0,50.0,27.33,109.33,41,84.95555971830642,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
60,GOOGL,Internet Conglomerates,278.3,100.0,0.6,11.9,14.3,18.6,52.2,74.7,95.3,119.5,173.7,278.3,278.4,-11.4,1.3,109.7,13.6,421.2,60.0,62.0,4.44,110.64,28,0.0,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
61,ORCL,Software,83.2,28.8,9.3,17.0,18.4,3.5,-8.8,-3.9,1.3,27.1,54.5,83.2,346.0,-22.8,1.7,416.2,294.7964427786235,226.1,128.0,133.0,21.77,110.97,10,-91.70355722137651,STRONG_UP,MID_RANGE,MOMENTUM_UP,S1_LEADER,,,,
62,ANET,Networking Equipment,660.5,73.7,-21.7,-8.8,-5.9,-5.4,2.4,14.1,44.5,153.4,309.9,660.5,904.1,-19.6,1.3,807.9,0.00019735656198994057,803.5,28.0,30.0,11.46,116.66,-44,-125.29980264343801,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
63,ADI,Semiconductors,160.3,96.4,3.0,8.5,12.7,29.7,45.2,51.5,55.1,69.4,92.6,160.3,166.8,-7.8,1.9,45.6,49.30845310775459,303.2,92.0,94.0,4.44,117.64,46,41.208453107754586,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
64,CASY,Retail Specialty Group,278.0,97.1,-2.9,2.0,14.0,29.2,40.7,65.5,96.7,153.7,195.3,278.0,287.2,-38.6,1.1,130.3,4.626394367635142,420.9,61.0,63.0,8.89,118.69,19,-12.273605632364855,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
65,MS,Investment Banking & Brokerage,184.8,93.0,-1.7,0.6,1.8,3.8,13.1,31.2,47.8,57.6,115.4,184.8,200.4,-20.8,1.1,138.0,17.45897335389901,327.8,84.0,85.0,8.89,119.09,27,-3.1410266461009897,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
66,PGR,Property & Casualty Insurance,138.5,45.1,-3.2,-6.9,-10.1,-6.2,-16.9,-23.6,-17.1,5.5,27.2,138.5,319.6,-10.0,1.4,467.0,226.58452898601823,281.4,98.0,102.0,40.89,119.69,-1,6.084528986018228,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
67,MRVL,Semiconductors,368.7,88.9,-8.6,17.0,55.1,62.0,86.3,81.6,91.6,103.5,158.4,368.7,365.9,-14.2,2.2,107.5,10.51950524994182,511.6,52.0,52.0,15.89,121.69,17,-14.48049475005818,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,
68,CIEN,Communications Equipment,1148.2,92.6,-7.4,8.6,43.3,90.3,272.8,505.2,656.9,721.8,788.8,1148.2,1245.5,-63.2,1.4,278.9,0.12182752225844702,1291.2,13.0,13.0,27.33,122.73,12,-7.078172477741553,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
69,ETH-USD,Cryptocurrency,222.9,18.3,-0.4,-0.9,0.9,-14.2,-25.4,-37.3,-43.7,-56.7,143.1,222.9,1484.0,-71.9,1.6,2066.7,422.76070198224807,332.0,82.0,72.0,73.12,128.72,-12,-1334.639298017752,STRONG_UP,LOWER,MOMENTUM_DOWN,S0_NEUTRAL,,,,
70,APH,Electronic Components,272.8,67.3,-6.0,-5.1,-8.5,-8.4,4.4,38.2,71.6,120.3,175.6,272.8,384.6,-16.3,1.2,299.0,0.0034451870119112356,415.8,62.0,64.0,6.15,129.15,-18,-49.296554812988084,EARLY_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
71,GS,Investment Banking & Brokerage,173.7,84.1,-1.0,-2.6,-2.4,1.0,10.5,33.3,64.0,85.2,140.9,173.7,212.9,-35.7,1.1,148.0,12.505335797945046,316.7,90.0,92.0,14.8,129.6,27,-9.194664202054954,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
72,MELI,Internet Retail,150.0,28.5,0.1,-1.6,-5.5,-11.6,-25.4,-27.7,-30.1,-25.9,-22.5,150.0,549.4,-11.6,1.3,887.1,626.2783002988803,293.0,94.0,96.0,65.61,130.01,3,31.67830029888023,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,
73,RCL,Travel Services,83.7,58.7,4.4,-3.9,-10.8,-8.5,-14.5,4.4,41.9,135.4,138.7,83.7,219.6,-108.0,1.3,200.8,172.06711313977888,226.7,126.0,131.0,27.1,130.3,39,115.46711313977889,EARLY_UP,UPPER_RANGE,MOMENTUM_UP,S2_EARLY_BREAKOUT,,,,
74,TT,Building Products,240.0,81.9,-6.9,-3.4,-1.5,1.6,-2.6,0.6,19.2,55.7,104.8,240.0,294.6,-7.0,1.2,272.0,0.0012189355932764815,382.9,67.0,69.0,3.39,131.39,-29,-62.29878106440672,EARLY_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,
75,CRWD,Cybersecurity Software,139.3,67.2,13.4,13.2,16.1,6.2,-1.1,12.1,39.8,62.1,,139.3,175.3,-38.3,1.3,162.0,140.8456352456214,224.9,129.0,101.0,31.18,132.18,41,64.14563524562139,STRONG_UP,UPPER_RANGE,MOMENTUM_UP,S1_LEADER,,,,
76,CEG,Electric Utilities,117.3,43.2,-0.2,-0.3,-1.8,-10.3,-13.4,-2.7,37.5,,,117.3,236.9,0.0,1.3,351.4,112.78127283409957,171.6,171.0,112.0,29.0,132.6,-3,-57.61872716590044,STRONG_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,
77,KKR,Asset Management,133.3,30.5,-3.2,-3.3,-4.1,-13.3,-26.4,-38.5,-31.1,-20.3,17.9,133.3,478.9,-17.5,1.3,878.3,51.42473824306595,276.2,101.0,105.0,41.44,132.84,-29,-511.67526175693405,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
78,PLTR,Software,574.7,55.7,-3.8,-12.2,-10.8,-19.8,-21.5,97.7,292.8,566.4,,574.7,1018.1,-71.2,1.2,1207.3,0.004529190204320035,640.4,38.0,35.0,34.0,134.6,-45,-254.7954708097957,STRONG_DOWN,UPPER_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
79,DECK,Footwear & Accessories,149.6,23.6,0.5,-4.8,-12.0,-4.9,-13.7,-39.5,-48.2,-33.3,-4.8,149.6,734.1,-30.0,1.5,1016.8,1290.8131263375835,292.6,95.0,97.0,75.89,134.69,-1,40.313126337583526,EARLY_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
80,ASTS,Satellite Communications,581.6,47.8,-4.9,-21.6,-28.5,-20.1,17.3,217.9,628.4,646.1,,581.6,1284.2,-128.2,1.3,1088.1,0.0009066789411553434,660.9,35.0,34.0,31.3,134.9,-48,-187.59909332105883,STRONG_DOWN,MID_RANGE,MOMENTUM_DOWN,S5_TRASH,,,,
81,LINK-USD,Cryptocurrency,425.5,6.3,0.5,3.9,2.6,-13.5,-34.7,-48.9,-54.2,-72.3,-24.0,425.5,7258.0,-53.1,1.6,13589.8,5000.0,534.6,50.0,49.0,114.36,135.16,10,-10887.6,STRONG_UP,LOWER,MOMENTUM_UP,S0_NEUTRAL,,,,
82,MPC,Oil & Gas Refining & Marketing,187.6,80.8,-3.2,-6.5,8.6,15.6,21.2,22.1,17.5,66.2,165.5,187.6,251.1,-77.8,1.3,135.8,19.06709683774096,330.6,83.0,84.0,26.5,135.3,19,-18.132903162259044,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,
