Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,BTC-USD,Unknown,5453.0,89.5,-7.2,-3.5,-5.3,-0.8,10.6,53.8,141.1,166.8,527.8,6864.1,6095.2,-13.0,1.1,5643.9,1198.1,5549.4,2.0,2.0,6.0,10.0,11,17.0
2,TSLA,Consumer Cyclical,1113.1,67.5,-0.6,-0.6,20.4,26.1,28.0,49.0,52.1,35.9,471.7,1090.4,1673.0,-49.9,1.3,1302.9,431.3,1209.5,6.0,6.0,14.0,20.0,5,18.2
3,AVGO,Technology,227.5,91.8,9.3,2.0,15.2,33.5,53.9,107.8,205.0,345.0,543.0,979.2,248.3,-6.9,1.2,152.6,24.5,324.1,22.0,22.0,28.0,51.0,-10,24.8
4,ANET,Technology,355.2,80.9,2.0,2.0,14.1,35.1,33.2,60.8,120.0,266.4,417.4,999.1,443.4,-19.1,1.2,369.2,83.1,451.9,15.0,19.0,20.0,38.0,0,26.0
5,NVDA,Technology,1006.2,89.0,-0.1,3.1,4.4,20.9,26.7,81.1,275.6,522.7,1340.4,6114.5,1132.5,-11.7,1.2,896.9,157.1,1102.9,7.0,7.0,16.0,32.0,10,28.8
6,SMCI,Technology,565.0,36.0,1.8,12.7,7.4,20.8,35.1,11.7,118.5,585.3,1124.8,1371.3,1712.8,-81.9,1.7,1867.3,792.8,661.6,11.0,11.0,11.0,15.0,20,32.6
7,TRX-USD,Unknown,471.2,6.6,-0.5,-8.2,-6.2,0.1,20.6,78.2,153.6,254.3,583.7,856.0,7353.9,-12.6,1.2,6912.7,4768.9,546.6,12.0,12.0,4.0,5.0,28,35.6
8,AMD,Technology,437.3,63.1,18.6,31.0,30.0,59.5,57.6,38.9,57.4,59.4,163.9,1641.9,711.6,-31.7,1.4,562.2,231.3,534.0,13.0,14.0,17.0,29.0,20,40.4
9,LLY,Healthcare,117.1,53.4,0.6,5.0,1.5,-3.5,-9.1,-14.0,7.5,86.4,182.0,372.6,248.5,-33.6,1.3,304.9,116.9,213.7,34.0,35.0,23.0,35.0,9,41.4
10,DOGE-USD,Unknown,4081.7,36.4,-8.4,-23.0,-7.3,-1.5,-8.6,29.5,51.1,444.6,2503.0,2898.7,11273.4,-39.5,1.7,12743.7,6030.1,4157.1,3.0,3.0,3.0,3.0,44,47.0
11,AAPL,Technology,168.2,61.2,-3.6,1.2,7.0,5.0,-0.9,-1.8,-3.2,2.9,57.4,200.4,285.1,-16.5,1.2,324.3,133.1,264.7,25.0,28.0,22.0,33.0,19,47.2
12,BNB-USD,Unknown,2385.5,74.8,-5.0,24.1,45.3,61.3,69.7,132.8,176.7,436.3,2730.3,4601.3,3196.5,-19.9,1.1,2050.4,603.8,2460.9,4.0,4.0,9.0,16.0,40,49.8
