Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,BTC-USD,Unknown,5508.6,90.4,0.4,1.1,-1.9,2.9,16.7,64.0,152.2,182.4,545.8,6934.6,6095.2,-13.0,1.1,5566.2,1156.3,5606.1,2.0,2.0,5.0,12.0,3,9.6
2,TSLA,Consumer Cyclical,1156.1,69.6,0.8,26.8,33.0,35.6,32.4,53.2,54.6,41.4,486.0,1126.4,1682.4,-49.4,1.3,1262.1,406.0,1253.7,6.0,6.0,12.0,20.0,0,12.8
3,AVGO,Technology,191.9,77.9,-5.8,5.3,9.1,34.3,46.2,98.0,189.1,313.9,485.6,882.1,248.3,-6.9,1.2,178.8,35.3,289.4,18.0,22.0,25.0,46.0,-10,21.4
4,NVDA,Technology,988.7,87.4,0.5,3.7,6.5,26.4,28.3,87.8,300.9,529.2,1317.9,6029.9,1132.5,-11.7,1.2,908.6,162.9,1086.3,8.0,8.0,14.0,30.0,10,28.0
5,DOGE-USD,Unknown,4662.2,41.3,1.1,4.5,20.4,13.6,11.4,55.1,77.7,654.4,2856.6,3298.8,11337.3,-39.0,1.7,11261.8,4905.0,4738.8,3.0,3.0,3.0,5.0,30,33.8
6,AAPL,Technology,179.4,65.0,-0.3,5.5,13.7,6.4,1.4,1.1,0.1,7.2,64.0,213.1,285.1,-16.5,1.2,306.2,118.6,277.0,20.0,24.5,20.0,33.0,10,36.1
7,LINK-USD,Unknown,853.5,20.6,1.3,-10.1,31.5,30.2,29.7,27.4,65.2,32.6,684.0,1287.0,4323.2,-45.8,1.5,5453.7,4520.4,930.0,9.0,9.0,6.0,6.0,35,42.2
8,COST,Consumer Defensive,122.5,67.1,-5.2,-6.2,-11.7,-17.7,-16.8,-9.8,-0.3,19.6,47.8,124.0,188.9,-12.8,1.1,200.7,53.4,188.9,29.0,31.0,24.0,41.0,10,43.2
9,XRP-USD,Unknown,1084.6,54.6,2.1,-0.7,8.3,9.9,94.4,230.6,305.5,350.5,469.6,458.3,2033.0,-57.1,1.7,1573.4,420.7,1161.2,7.0,7.0,9.0,18.0,35,46.8
10,SOL-USD,Unknown,1326.2,45.4,3.4,0.8,20.6,26.4,14.0,97.7,343.2,1146.5,0.0,0.0,2954.5,-28.5,1.3,3492.0,1674.9,1326.2,5.0,5.0,7.0,10.0,40,47.4
11,LLY,Healthcare,82.6,41.2,-3.4,-4.1,-10.9,-18.5,-22.2,-25.9,-7.0,65.7,144.9,309.6,248.5,-33.6,1.3,395.2,181.3,180.1,31.0,34.0,19.0,28.0,20,48.0
12,ETN,Industrials,52.3,66.1,-4.6,2.2,-3.7,2.7,-0.3,1.6,19.1,51.7,97.0,147.6,88.8,-19.0,1.2,90.4,25.3,118.7,41.0,38.0,37.5,50.0,6,49.3
13,AMD,Technology,277.4,41.6,0.1,-3.7,0.2,21.0,13.6,-1.9,9.5,7.0,79.0,1177.8,711.6,-31.7,1.4,849.6,484.6,375.0,14.0,14.0,15.0,17.0,38,53.4
14,ADA-USD,Unknown,533.9,27.0,1.1,-5.5,17.0,4.5,19.6,38.7,45.5,43.6,382.1,375.2,2088.2,-41.0,1.6,2246.6,1397.3,610.4,11.0,11.0,8.0,11.0,45,55.4
15,CAT,Industrials,46.4,68.5,0.1,7.2,9.1,16.8,13.5,16.3,25.8,44.8,68.2,115.2,79.6,-25.7,1.3,63.0,17.6,112.8,42.0,41.0,43.0,53.5,10,56.6
16,ENPH,Technology,234.3,9.0,-0.6,-7.0,-9.8,-27.3,-45.8,-73.7,-97.3,-113.7,-61.7,449.8,3348.2,-73.7,1.5,9648.0,15871.6,300.7,17.0,17.0,4.0,2.0,50,58.4
17,AVAV,Industrials,186.9,99.3,8.6,20.1,11.0,60.2,51.1,65.4,98.6,133.9,157.7,333.0,188.5,-29.5,1.3,100.2,15.6,253.3,24.0,23.0,35.0,55.0,20,58.4
18,BNB-USD,Unknown,42747.1,95.2,-4.8,4.5,17.8,24.3,28.6,80.7,96.5,385.9,2052.3,3273.0,44897.0,-24.0,1.1,33055.6,5933.7,42897.7,1.0,1.0,2.0,3.0,60,62.0
19,PANW,Technology,74.2,60.8,-1.9,4.0,0.9,-0.4,-0.2,2.7,20.5,70.5,146.0,277.6,155.5,-51.8,1.3,143.7,47.4,171.8,33.0,36.0,31.0,43.0,26,63.2
20,ETH-USD,Unknown,207.2,34.0,3.0,-7.2,32.5,62.5,44.9,38.1,58.4,102.1,662.5,646.1,740.2,-67.5,1.4,490.2,325.2,283.7,19.0,19.0,17.0,23.0,45,65.2
21,UNI-USD,Unknown,2903.0,1.0,0.0,2.4,-2.6,6.4,11.9,-9.9,-6.9,-30.5,-42.6,-42.6,299395.2,-122.5,1.6,432808.8,557086.4,2925.5,4.0,4.0,1.0,1.0,64,66.2
22,MELI,Consumer Cyclical,62.4,28.8,0.6,0.3,-5.6,-3.6,3.6,14.8,32.1,33.5,98.0,465.7,286.4,-28.3,1.2,247.7,134.3,128.8,40.0,37.0,21.0,32.0,36,68.4
23,MKR-USD,Unknown,276.8,24.4,0.6,13.4,-3.6,3.6,7.8,-16.9,17.2,3.1,42.4,44.7,1296.8,-51.8,1.2,1288.1,883.5,334.5,15.0,15.0,11.0,13.0,56,69.4
24,QQQ,Unknown,16.9,37.8,-0.6,1.5,1.2,3.6,4.4,5.9,13.7,15.0,33.2,85.0,70.4,-15.6,1.2,45.5,21.6,83.3,48.0,47.0,48.0,52.0,20,69.4
25,MSTR,Technology,579.4,50.2,-3.1,-8.5,-19.8,-19.2,0.8,169.7,467.5,567.0,996.9,1229.9,1219.5,-65.2,1.4,966.0,160.7,676.9,10.0,10.0,13.0,31.0,51,70.0
26,GS,Financial Services,47.2,95.3,-3.2,4.2,4.7,15.9,22.1,44.3,53.0,68.8,95.6,96.9,51.8,-46.0,1.1,23.7,2.3,144.8,38.0,40.0,52.0,63.0,20,71.2
27,TGTX,Healthcare,201.1,62.8,7.3,16.0,-4.4,-15.6,-0.5,58.7,90.8,82.6,130.1,109.0,368.7,-82.1,1.4,201.2,31.4,267.5,21.0,21.0,23.0,48.0,39,71.2
28,ASML,Technology,-11.9,21.6,1.9,28.6,23.1,25.6,21.6,4.8,3.4,3.6,56.7,214.6,139.2,-53.5,2.3,0.0,117.0,85.7,46.0,61.0,81.5,34.0,20,71.3
29,NFLX,Communication Services,157.0,71.6,-0.4,-4.1,-8.9,-3.5,14.7,55.0,105.5,116.3,117.4,320.4,220.9,-4.3,1.6,152.5,28.7,223.4,26.0,26.0,30.0,49.0,41,77.0
30,VST,Utilities,153.4,66.4,-1.7,5.4,1.4,21.4,29.9,158.1,338.4,549.6,586.2,652.1,262.9,-63.0,1.3,170.6,13.1,211.8,28.0,28.0,27.0,57.0,40,79.4
31,IONQ,Technology,273.4,79.3,-20.7,45.0,48.4,89.9,180.7,338.0,523.5,509.5,509.5,509.5,352.2,-28.8,1.8,121.8,24.4,318.8,16.0,16.0,33.0,51.0,50,83.4
32,TMDX,Healthcare,123.0,63.8,-6.7,-1.5,-12.9,7.1,10.6,10.2,12.1,139.6,190.3,190.3,230.9,-67.0,1.4,177.9,40.8,178.0,32.0,30.0,26.0,45.0,48,83.6
33,MSFT,Technology,-9.8,4.6,0.3,-1.9,-4.6,2.9,5.4,1.2,9.1,18.1,52.8,226.6,121.5,-16.1,1.6,0.0,335.3,87.7,45.0,59.0,81.5,22.0,38,83.9
34,WMT,Consumer Defensive,81.9,78.9,1.7,2.8,-1.0,-3.2,-0.5,18.9,28.5,40.0,44.8,69.4,111.7,-29.8,1.2,69.3,10.0,148.3,37.0,35.0,42.0,59.0,39,85.4
35,NEE,Utilities,15.5,18.5,9.1,0.4,-0.4,-3.9,-9.3,-13.1,-30.0,-44.1,-54.9,-52.9,121.9,-8.7,1.6,170.2,217.5,81.9,49.0,48.0,28.0,27.0,50,85.8
36,NVDL,Unknown,151.1,35.3,0.3,8.7,16.2,67.6,51.8,153.5,430.5,430.5,430.5,430.5,428.0,0.0,1.8,427.7,163.7,217.0,27.0,29.0,18.0,29.0,60,86.4
37,LIN,Basic Materials,8.0,29.1,-1.5,-3.9,-5.2,-9.6,-9.5,-16.3,-17.8,-9.6,1.1,30.2,64.5,-15.2,1.4,126.5,85.5,74.4,51.0,50.0,32.0,38.0,45,86.8
38,GOOG,Communication Services,32.8,51.5,-10.9,5.5,19.5,25.2,22.9,24.2,38.4,43.6,77.0,164.8,79.5,-16.7,1.8,29.7,17.6,130.3,39.0,43.0,51.0,53.5,40,88.0
