Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,5d,1m,3m,6m,1y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Average_Rank,Average_Rank,Delta_Previous_Rank,Delta_Previous_Dynamic_Expected_Return,Trend_State,Position_State,Momentum_State,Composite_State,DER_cap_monthly,DER_capped,F_trend,DER_capped_trend,Total_Return_Rank,Total_Return_Rank,Divergence_Rank,Divergence_Rank,Penalty,Penalty,Recent_Momentum_Rank,Recent_Weakness_Penalty,Coverage_Penalty,State_Adjustment,Durability_Adjustment,Average_Rank,Average_Rank,Market_Cap,Market_Cap_B,Market_Cap_Rank,Market_Cap_Bucket,Market_Cap_Asset_Type,Market_Cap_Source,Interval_Dice,Alpha_Dice,Grid_Score,Max_Divergence_Score,Y3_Beat_VOO_Score,Y3_Premium_Score,Y3_Premium_50p_Score,Y3_Premium_100p_Score,Y3_Premium_Wins,Y3_Premium_Total,Y3_Confidence,Beat_Score,Beat_Score_50p,Beat_Score_100p
1,AMD,Semiconductors,2285.5,90.6,3.1,2.8,2.2,47.1,86.2,132.3,219.1,284.3,421.6,2285.5,2526.1,-27.9,1.4,1005.8,173.4,2431.9,4.0,4.0,4.0,4.0,0.0,0.0,1.0,1.0,1,-13.0,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,4.0,4.0,4.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,111111111,111101011,195.8,190.0,155.6,155.6,155.6,155.6,7.0,9.0,1.0,541.4,541.4,541.4
2,NVDA,Semiconductors,3437.2,84.2,-0.3,-0.8,-2.7,-1.3,-0.3,-0.4,74.6,367.2,951.2,3437.2,4013.4,-12.1,1.1,3638.9,881.6,3583.6,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,-1,-87.69999999999993,EARLY_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,1.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,,,,,,,000001111,101111111,151.3,218.0,177.8,155.6,155.6,133.3,7.0,9.0,1.0,524.9,524.9,502.6
3,FTNT,Cybersecurity Software,610.7,97.6,2.0,2.0,5.5,44.2,64.6,65.8,70.5,74.7,177.0,610.7,626.8,-20.2,1.4,321.9,74.2,757.1,29.0,29.0,29.0,29.0,0.0,0.0,3.0,3.0,3,0.4000000000000057,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,29.0,29.0,29.0,29.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,3.0,,,,,,,111111111,111111101,206.9,110.0,177.8,177.8,177.8,111.1,8.0,9.0,1.0,494.7,494.7,428.0
4,ANET,Networking Equipment,891.7,96.3,-2.5,-0.4,7.8,11.8,17.4,21.3,78.4,213.6,426.0,891.7,926.6,-19.6,1.2,652.5,129.2,1038.1,18.0,18.0,18.0,18.0,0.0,0.0,4.0,4.0,6,-45.70000000000002,STRONG_UP,OVEREXTENDED,NEUTRAL,S0_NEUTRAL,,,,,18.0,18.0,18.0,18.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,4.0,,,,,,,011111111,100111111,184.7,150.0,155.6,155.6,155.6,111.1,7.0,9.0,1.0,490.3,490.3,445.8
5,AVGO,Semiconductors,1120.5,76.2,-1.2,-1.7,-5.8,-4.1,0.5,3.0,97.5,278.3,526.5,1120.5,1473.1,-16.4,1.2,1280.2,296.0,1266.9,13.0,13.0,13.0,13.0,0.0,0.0,5.0,5.0,7,-44.89999999999998,EARLY_UP,UPPER_RANGE,NEUTRAL,S0_NEUTRAL,,,,,13.0,13.0,13.0,13.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,5.0,,,,,,,000111111,111111111,184.7,150.0,200.0,155.6,155.6,111.1,7.0,9.0,1.0,490.3,490.3,445.8
6,BNB-USD,Cryptocurrency,1842.9,32.9,-0.1,-0.6,-7.4,-12.3,-20.9,-33.4,-16.8,-20.4,558.9,1842.9,5605.5,-25.2,1.3,8346.6,4998.8,1954.7,8.0,8.0,8.0,8.0,0.0,0.0,6.0,6.0,-2,128.69999999999982,EARLY_UP,MID_RANGE,NEUTRAL,S0_NEUTRAL,,,,,8.0,8.0,8.0,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,6.0,,,,,,,000000011,--0111111,123.9,190.0,171.4,171.4,171.4,171.4,6.0,7.0,1.0,485.3,485.3,485.3
7,AXON,Public Safety Technology,602.7,49.4,-6.5,-9.3,3.8,13.6,5.4,-14.1,10.7,73.2,160.5,602.7,1246.3,-25.7,1.5,1551.7,738.4,749.1,30.0,30.0,30.0,30.0,0.0,0.0,7.0,7.0,-2,144.79999999999995,STRONG_UP,MID_RANGE,MOMENTUM_DOWN,S0_NEUTRAL,,,,,30.0,30.0,30.0,30.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,7.0,,,,,,,011101111,111111111,195.8,110.0,200.0,177.8,177.8,133.3,8.0,9.0,1.0,483.6,483.6,439.1
8,FIX,Engineering & Construction,2587.9,82.1,2.4,2.3,-4.7,-3.4,16.8,63.1,335.4,833.0,1581.3,2587.9,3110.6,-40.0,1.1,1831.5,281.2,2734.3,3.0,3.0,3.0,3.0,0.0,0.0,8.0,8.0,6,12.0,STRONG_DOWN,OVEREXTENDED,MOMENTUM_DOWN,S5_TRASH,,,,,3.0,3.0,3.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,8.0,,,,,,,100111111,100111111,173.6,190.0,155.6,111.1,111.1,111.1,5.0,9.0,1.0,474.7,474.7,474.7
9,LLY,Pharmaceuticals,602.5,93.7,-3.8,-3.3,4.6,9.4,6.9,17.4,22.4,105.7,266.2,602.5,643.8,-21.4,1.2,489.6,117.8,748.9,31.0,31.0,31.0,31.0,0.0,0.0,9.0,9.0,-1,10.299999999999997,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,31.0,31.0,31.0,31.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,9.0,,,,,,,011111111,111111111,206.9,110.0,200.0,155.6,155.6,111.1,7.0,9.0,1.0,472.5,472.5,428.0
10,HWM,Aerospace & Defense,764.3,93.8,-0.2,-0.6,4.2,4.3,8.1,17.9,149.6,325.1,553.3,764.3,783.4,-54.6,1.1,592.1,94.7,893.7,21.0,21.0,24.0,24.0,0.0,0.0,10.0,10.0,-1,1.7000000000000028,STRONG_UP,OVEREXTENDED,MOMENTUM_DOWN,S3_LATE_EXHAUSTION,,,,,21.0,21.0,24.0,24.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,10.0,,,,,,,011111111,-01111111,193.4,150.0,175.0,125.0,125.0,75.0,5.0,8.0,1.0,468.4,468.4,418.4
