Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,1856.1,62.7,-2.0,16.7,12.2,7.6,7.9,74.1,255.5,427.5,1005.5,4483.8,2965.6,-10.6,1.2,3022.1,761.8,1935.6,5.0,5.0,6.0,14.0,-10,-1.2
2,BTC-USD,Unknown,7632.3,84.7,0.8,8.3,20.6,16.6,40.2,108.3,183.2,236.4,580.7,6801.6,9008.0,-11.6,1.2,7727.9,1712.7,7711.8,1.0,1.0,4.0,8.0,0,4.4
3,TSLA,Consumer Cyclical,3077.1,97.0,-3.0,22.1,16.3,6.1,32.6,28.2,24.0,31.1,432.8,857.6,3174.5,-60.4,1.2,1907.5,350.0,3156.5,3.0,3.0,8.0,19.0,0,10.4
4,ETN,Industrials,122.5,82.3,-1.7,5.9,11.7,2.1,-0.3,7.9,28.8,63.6,108.1,164.4,153.0,-19.7,1.2,131.1,30.2,201.9,30.0,33.0,40.0,54.0,-7,35.2
5,AMD,Technology,720.1,41.4,-2.8,12.1,8.0,-2.8,-17.7,-29.7,-23.6,-27.1,39.7,771.1,1784.8,-31.6,1.2,2609.6,1442.0,799.5,9.0,9.0,7.0,9.0,27,35.6
6,DOGE-USD,Unknown,4928.7,34.1,-0.5,16.7,13.7,-13.6,30.6,85.6,97.8,1121.8,3067.4,3310.8,14535.2,-31.9,1.7,11765.4,4545.1,4977.7,2.0,2.0,2.0,6.0,33,36.6
7,AVGO,Technology,165.0,89.3,2.3,16.6,20.1,22.6,33.1,74.5,147.2,255.5,410.7,758.0,188.0,-26.4,1.2,107.6,18.1,244.4,25.0,25.0,45.0,59.0,0,42.6
8,WM,Industrials,52.0,62.2,7.8,-3.4,1.0,6.2,7.1,8.4,6.4,18.7,24.3,61.7,90.1,-10.7,1.2,93.4,35.9,131.4,50.0,51.0,47.0,49.0,-5,44.2
9,LLY,Healthcare,161.6,55.5,-0.4,-17.7,-16.6,-10.9,-18.2,-8.4,16.6,101.2,204.6,379.2,313.1,-27.6,1.2,392.9,124.2,241.1,26.0,26.0,19.0,36.0,17,45.6
10,MELI,Consumer Cyclical,148.9,28.9,-0.9,7.3,17.5,26.4,30.1,40.2,68.6,54.0,141.4,501.7,578.2,-25.9,1.2,350.9,233.8,228.4,28.0,30.0,22.0,25.0,20,46.0
