Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,1908.1,64.5,0.3,16.3,14.7,8.9,8.6,73.4,262.0,441.3,1034.3,4606.5,2965.6,-10.6,1.2,2942.1,723.6,1990.2,5.0,5.0,6.0,16.0,-10,-0.4
2,BTC-USD,Unknown,7720.8,85.7,-2.1,9.5,23.5,17.5,42.0,110.0,187.2,239.4,590.0,6881.2,9008.0,-11.6,1.2,7654.0,1671.4,7800.2,1.0,1.0,4.0,8.0,0,4.4
3,TSLA,Consumer Cyclical,3242.9,98.3,0.1,20.0,24.2,9.9,38.0,33.5,29.6,38.1,460.8,909.6,3299.4,-60.4,1.2,1889.0,339.2,3325.0,3.0,3.0,8.0,22.0,0,11.6
4,ETN,Industrials,125.5,84.1,0.1,5.2,11.6,2.5,-0.1,7.9,29.7,64.9,110.9,168.3,153.0,-19.7,1.2,128.4,28.8,208.6,31.0,33.0,39.5,55.0,-7,35.7
5,AMD,Technology,738.2,42.4,-0.2,10.9,11.0,-1.6,-17.6,-29.9,-23.1,-26.4,41.8,790.7,1784.8,-31.6,1.2,2542.6,1386.9,820.3,9.0,9.0,7.0,11.0,27,36.4
6,DOGE-USD,Unknown,4953.6,34.2,-3.4,19.7,17.0,-12.3,33.4,88.5,101.8,1143.7,3127.5,3368.4,14535.2,-31.9,1.7,11772.0,4542.0,5002.5,2.0,2.0,2.0,6.0,33,36.6
7,AVGO,Technology,178.5,95.6,6.2,16.8,25.3,27.3,37.8,79.7,157.1,272.0,434.6,800.1,188.0,-26.4,1.2,100.9,15.4,260.6,24.0,26.0,45.0,60.0,0,43.0
8,LLY,Healthcare,159.5,54.9,-0.9,-19.3,-18.4,-12.0,-18.9,-9.0,16.1,102.4,207.1,384.4,313.1,-27.6,1.2,397.2,126.9,242.6,27.0,28.0,19.0,36.0,17,46.2
9,MELI,Consumer Cyclical,151.4,29.3,-0.3,6.9,18.4,27.2,30.5,41.1,69.4,54.9,144.0,510.8,578.2,-25.9,1.2,346.7,228.9,234.5,28.0,31.0,22.0,25.0,20,46.2
10,SOL-USD,Unknown,2777.3,33.8,-0.4,12.4,22.5,-0.1,5.4,190.9,314.2,2426.8,0.0,0.0,8255.5,-24.9,1.2,10327.0,4313.6,2777.3,4.0,4.0,3.0,7.0,43,48.0
11,NFLX,Communication Services,210.6,92.2,3.3,1.4,18.3,26.2,49.4,89.5,167.6,131.4,131.7,334.1,228.7,-3.2,1.6,111.5,17.9,293.7,20.0,21.0,44.0,58.0,10,50.2
12,AAPL,Technology,191.2,63.9,-5.6,-11.1,-14.6,-14.1,-13.8,-17.0,-16.6,-10.1,41.1,154.7,311.5,-21.3,1.1,376.7,136.3,273.3,21.0,24.0,21.0,32.0,25,51.0
13,MSTR,Technology,1232.3,63.2,-2.7,-8.9,22.9,9.8,72.2,367.2,720.3,861.4,1304.4,1484.0,1990.6,-72.8,1.5,1053.5,130.3,1314.4,7.0,7.0,11.0,33.0,35,53.2
14,COST,Consumer Defensive,223.6,95.3,-2.2,-3.5,-2.0,2.7,7.3,25.3,36.8,65.8,111.1,216.0,235.3,-14.2,1.1,165.6,30.9,306.8,19.0,19.0,33.0,53.0,18,53.4
15,XRP-USD,Unknown,422.5,47.6,-0.8,-2.1,5.5,7.2,173.0,226.5,294.3,325.2,374.1,364.8,954.2,-60.0,2.3,581.8,142.4,471.4,13.0,13.0,14.0,30.0,35,55.0
