Rank,Ticker,Sector,Divergence,Relative_Divergence,Delta_Previous_Relative_Divergence,1m,3m,6m,1y,2y,3y,5y,7y,max,Max_Divergence,Min_Divergence,Volatility_Adjustment,Expected_Return,Dynamic_Expected_Return,Total_Return,Total_Return_Rank,Divergence_Rank,Expected_Return_Rank,Dynamic_Expected_Return_Rank,Penalty,Average_Rank
1,NVDA,Technology,2141.9,72.2,2.8,7.8,21.7,26.0,24.9,88.2,300.8,506.4,1231.6,5437.8,2972.5,-10.6,1.2,2702.5,613.1,2237.8,5.0,5.0,5.0,18.0,-10,0.2
2,BTC-USD,Unknown,7323.9,81.3,0.9,-1.1,4.9,8.4,30.0,83.7,167.8,205.8,558.7,6785.4,9014.3,-11.6,1.1,8255.2,1975.9,7418.8,1.0,1.0,4.0,9.0,5,9.8
3,TSLA,Consumer Cyclical,2842.5,86.5,2.1,-1.6,0.5,-6.5,4.3,10.1,7.8,1.6,358.7,780.1,3296.9,-60.2,1.2,2234.8,473.3,2938.4,3.0,3.0,7.0,20.0,8,18.6
4,AMD,Technology,782.7,44.7,1.3,9.1,26.5,26.0,8.6,-6.1,4.1,2.7,83.4,1078.5,1791.0,-31.6,1.2,2340.1,1271.5,878.5,8.0,8.0,6.0,11.0,13,21.8
5,ETN,Industrials,121.7,82.9,0.2,1.6,7.3,9.3,5.8,9.2,30.6,63.9,108.7,157.2,150.6,-18.6,1.2,134.5,32.1,217.5,22.0,24.0,33.0,44.0,-10,23.4
6,AVGO,Technology,169.1,90.0,-0.4,4.3,18.6,23.6,40.0,84.6,166.9,274.2,428.2,738.1,190.0,-19.8,1.2,105.1,17.7,264.9,17.0,18.0,35.0,49.0,0,33.6
7,LLY,Healthcare,163.9,56.4,3.1,-1.4,-4.4,-6.6,-12.4,-6.4,18.9,105.2,204.5,379.0,311.6,-27.3,1.2,384.2,127.9,259.7,18.0,20.0,15.0,32.0,17,40.4
8,AAPL,Technology,186.6,63.2,-1.1,0.4,-7.4,-12.1,-15.3,-16.6,-17.8,-11.9,38.0,151.1,307.5,-20.9,1.1,379.6,143.0,282.5,16.0,17.0,16.0,30.0,20,41.8
9,NFLX,Communication Services,188.6,82.6,-2.7,-2.1,3.4,15.7,38.7,79.6,149.3,137.3,142.3,360.8,229.0,-3.3,1.7,136.3,25.3,284.4,15.0,16.0,31.0,47.0,15,46.2
10,DOGE-USD,Unknown,4722.0,32.3,1.9,-3.2,-7.6,-22.1,-1.5,28.3,39.8,580.8,2258.3,2508.8,14679.3,-30.8,1.6,13281.5,5448.1,4785.1,2.0,2.0,2.0,4.0,44,46.8
